feature,daughter_pair_mean_plus_minus_sd,non_daughter_pair_mean_plus_minus_sd,low_angle_component_axial_mean_deg,low_angle_component_kappa,high_angle_component_axial_mean_deg,high_angle_component_kappa,non_daughter_vs_low_component_wasserstein_deg,daughter_vs_high_component_wasserstein_deg
junctionAngleAverageDegrees,158.391 ± 8.77817,114.669 ± 12.3213,113.76745480810642,7.129522720682858,157.05908894730982,9.921651121954424,0.8952594984419048,1.384649945209758
