file_name,first_cell_id,second_cell_id,divided,first_cell_centroid_x,first_cell_centroid_y,second_cell_centroid_x,second_cell_centroid_y
sample2,62,54,1,522.143,332.503,528.722,308.761
sample2,282,262,1,602.791,747.656,604.227,720.66
sample2,655,652,1,358.413,1256.07,380.172,1263.71
sample2,592,582,1,780.37,1187.99,761.054,1172.63
sample2,153,148,1,408.306,532.002,420.678,518.383
sample2,12,10,1,443.301,181.616,440.203,162.432
sample2,682,669,1,157.705,1304.36,143.946,1283.63
sample2,446,444,1,527.183,988.384,554.945,992.272
sample2,636,627,1,445.11,1234.3,429.836,1225.3
sample2,203,194,1,550.265,617.715,565.833,602
sample2,618,596,1,529.834,1217.25,529.487,1191.89
sample2,382,374,1,205.226,913.278,225.834,900.66
sample2,364,357,1,530.998,893.076,519.605,873.45
sample2,167,159,1,513.263,545.52,531.327,538.174
sample2,283,278,1,272.431,753.028,296.324,748.655
sample2,128,117,1,579.464,474.288,578.786,452.849
sample2,293,285,1,689.041,770.291,672.116,758.946
sample2,644,621,1,695.317,1250.78,686.189,1218.91
sample2,485,470,1,495.818,1048.74,482.995,1025.32
sample2,316,303,1,435.422,792.355,424.344,773.015
sample2,656,640,1,169.635,1256.12,164.225,1238.14
sample2,456,455,1,453,991.333,476.653,995.179
sample2,130,122,1,425.701,485.481,414.333,464.454
sample2,560,555,1,201.021,1147.25,223.231,1141.04
sample2,231,228,1,281.38,675.869,296.76,665.021
sample2,213,204,1,588.111,643.5,590.252,616.116
sample2,541,518,1,691.514,1123.21,691.595,1092.85
sample2,434,424,1,196.607,969.21,180.421,961.117
sample2,594,577,1,179.97,1178.71,181.228,1159.36
sample2,489,471,1,676.293,1057.72,686.718,1029.66
sample2,235,223,1,490.415,676.642,475.822,658.948
sample2,188,180,1,643.164,590.169,620.626,577.202
sample2,697,683,1,361.785,1320.29,351.619,1305.9
sample2,658,646,1,323.102,1268.15,299.472,1256.56
sample2,601,567,1,571.249,1194.74,548.806,1162.68
sample2,698,685,1,511.875,1330.51,493.985,1310.18
sample2,322,317,1,561.254,809.276,578.627,804.185
sample2,156,149,1,374.513,537.86,358.28,517.545
sample2,210,202,1,484.392,631.448,480.393,613.194
sample2,126,125,1,475.771,471.79,459.008,475.042
sample2,281,266,1,236.76,755.324,253.089,729.237
sample2,499,487,1,388.12,1063.97,371.71,1046.54
sample2,332,320,1,335.285,825.827,329.169,802.509
sample2,509,500,1,436.66,1075.28,416.236,1065.41
sample2,630,616,1,359.909,1232.01,339.28,1212.18
sample2,277,274,1,384.813,738.922,364.795,733.804
sample2,386,380,1,334.283,912.457,341.654,897.471
sample2,296,291,1,509.536,770.496,525.05,765.039
sample2,27,26,1,488.484,234.796,464.462,224.717
sample2,390,381,1,392.083,915.922,367.997,905.864
sample2,766,758,1,403.006,1448.2,391.277,1428.55
sample2,172,158,1,344.005,555.674,339.173,534.123
sample2,230,224,1,650.046,673.383,621.699,668.221
sample2,438,411,1,455.15,970.701,458.321,944.753
sample2,588,570,1,156.254,1176.19,154.013,1154.7
sample2,546,535,1,419.124,1124.59,405.711,1111.86
sample2,453,440,1,218.317,994.989,222.413,972.89
sample2,113,102,1,465.523,442.509,474.701,422.45
sample2,368,358,1,590.752,895.805,601.644,874.958
sample2,354,351,1,267.757,876.12,251.064,860.452
sample2,689,666,1,637.354,1311.69,644.448,1284.52
sample2,591,581,1,458.222,1178.3,448.342,1160.54
sample2,267,243,1,671.384,724.655,677.838,692.563
sample2,772,763,1,522.015,1473.26,505.604,1450.14
sample2,665,649,1,281.164,1282.5,264.742,1259.81
sample2,774,770,1,440.23,1472.17,425.016,1454.25
sample2,585,571,1,607.588,1179.29,590.296,1159.86
sample2,275,265,1,455.434,739.564,464.615,719.819
sample2,486,484,1,184.534,1046.28,209.536,1047.77
sample2,239,233,1,596.408,688.844,572.734,680.96
sample2,442,420,1,624.493,984.45,640.157,964.738
sample2,677,676,1,329.63,1291.89,306.86,1296.34
sample2,222,208,1,523.525,654.875,527.947,632.702
sample2,294,273,1,638.878,771.53,642.471,741.858
sample2,299,289,1,317.034,775.041,332.939,758.482
sample2,201,192,1,507.173,618.967,495.017,595.754
sample2,614,604,1,455.699,1208.51,437.482,1197.46
sample2,427,406,1,407.502,959.594,409.428,936.633
sample2,394,369,1,659.807,933.082,652.957,898.328
sample2,700,693,1,478.432,1337.45,459.872,1318.99
sample2,668,659,1,562.049,1282.09,576.975,1266.26
sample2,759,754,1,313.602,1432.49,304.575,1416.05
sample2,268,263,1,313.908,727.254,338.933,725.039
sample2,146,138,1,523.933,512.724,536.313,499.239
