fileName,pairIndex,firstPolygonId,secondPolygonId,is_real_division,divided_how_many_hours_ago,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
sample2,1,780,779,0,-1,0.702465,483.500000,399.000000,568.000000,169.000000,0.844440,87.222827,79.866475,94.579179,14.712704,0.930481,1.131661,1.090909,1.172414,0.081505,0.985114,0.791995,0.786056,0.797934,0.011878,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,20.934548,0.955747,1.470588,0.718609,0.091003,1.013684,22.203603,18.840073,0.860125,10.215040,0.466358,2.095380,0.095663,70.675614,159.570374,166.821809,152.318938,14.502870,0.913064
sample2,2,779,778,0,-1,0.626586,737.250000,568.000000,906.500000,338.500000,0.827093,104.465242,94.579179,114.351305,19.772126,0.899046,1.113234,1.054054,1.172414,0.118360,0.915950,0.834545,0.797934,0.871155,0.073221,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,25.067361,0.929438,1.173913,0.783753,0.053238,1.022832,27.586228,19.205578,0.712097,12.493129,0.463216,5.381726,0.199542,87.200224,154.529288,169.894964,139.163613,30.731351,0.819116
sample2,3,779,777,0,-1,0.872504,609.500000,568.000000,651.000000,83.000000,0.909853,99.264552,94.579179,103.949925,9.370746,0.904635,1.116510,1.060606,1.172414,0.111808,0.948802,0.777508,0.757081,0.797934,0.040853,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,27.155030,1.100565,1.020408,0.617581,0.093519,0.831584,20.518285,23.120357,0.937044,13.577185,0.550269,0.989327,0.040096,87.793220,127.448236,155.297570,99.598903,55.698667,0.641342
sample2,4,778,777,0,-1,0.718147,778.750000,651.000000,906.500000,255.500000,0.909040,109.150615,103.949925,114.351305,10.401380,0.993822,1.057330,1.054054,1.060606,0.006552,0.869055,0.814118,0.757081,0.871155,0.114074,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,38.375314,1.379840,1.682927,0.451081,0.419904,0.179782,5.000000,28.203430,1.014095,18.042339,0.648739,3.966142,0.142608,65.522639,94.813580,99.121026,90.506133,8.614893,0.913087
sample2,5,778,776,0,-1,0.584666,718.250000,530.000000,906.500000,376.500000,0.840366,105.224133,96.096961,114.351305,18.254344,0.961049,1.075414,1.054054,1.096774,0.042720,0.827887,0.796186,0.721218,0.871155,0.149937,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,37.904785,1.426873,1.200000,0.462122,0.314654,0.241037,6.403124,27.923001,1.051123,18.921190,0.712262,3.549198,0.133605,86.841383,90.312610,97.956336,82.668885,15.287451,0.843936
sample2,6,778,775,0,-1,0.908991,865.250000,824.000000,906.500000,82.500000,0.993661,113.988874,113.626443,114.351305,0.724862,0.940102,1.087633,1.054054,1.121212,0.067158,0.920625,0.836581,0.802007,0.871155,0.069148,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,35.635901,1.211826,1.083333,0.553317,0.242993,0.505532,14.866069,28.554325,0.971012,17.814941,0.605811,0.611029,0.020779,82.007077,125.847932,135.130812,116.565051,18.565761,0.862609
sample2,7,778,772,0,-1,0.871216,973.500000,906.500000,1040.500000,134.000000,0.885583,121.738343,114.351305,129.125381,14.774076,0.790541,1.193694,1.054054,1.333333,0.279279,0.900188,0.827679,0.784203,0.871155,0.086952,0.993317,0.996659,0.993317,1.000000,0.006683,0.857143,6.500000,6.000000,7.000000,1.000000,33.058815,1.060173,1.790698,0.620745,0.168207,0.720668,22.472205,23.418415,0.751012,16.210174,0.519849,2.947052,0.094510,69.774775,119.546247,126.563096,112.529398,14.033698,0.889117
sample2,8,777,776,0,-1,0.814132,590.500000,530.000000,651.000000,121.000000,0.924454,100.023443,96.096961,103.949925,7.852964,0.967023,1.078690,1.060606,1.096774,0.036168,0.952629,0.739150,0.721218,0.757081,0.035863,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,18.610772,0.766878,1.324324,0.863706,0.010161,1.420866,34.481879,14.118880,0.581785,9.213166,0.379639,2.190129,0.090247,51.520962,163.172056,178.210089,148.134022,30.076067,0.831233
sample2,9,777,773,0,-1,0.784946,581.000000,511.000000,651.000000,140.000000,0.859358,96.640039,89.330152,103.949925,14.619773,0.894886,1.122896,1.060606,1.185185,0.124579,0.940823,0.780891,0.757081,0.804701,0.047620,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,36.930613,1.534938,1.250000,0.421763,0.364458,0.149857,3.605551,28.395683,1.180203,18.464900,0.767452,4.378488,0.181982,88.856960,108.116900,121.138972,95.094827,26.044145,0.785006
sample2,10,776,773,0,-1,0.964151,520.500000,511.000000,530.000000,19.000000,0.929584,92.713556,89.330152,96.096961,6.766809,0.925403,1.140980,1.096774,1.185185,0.088411,0.896255,0.762959,0.721218,0.804701,0.083483,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,30.288185,1.327642,1.191489,0.503039,0.164265,0.529644,12.083046,22.626044,0.991782,15.133751,0.663368,0.993564,0.043552,82.696283,117.402501,118.033852,116.771150,1.262702,0.989302
