repeat_i,track,frame,fileName,pairIndex,firstPolygonId,secondPolygonId,is_real_division,divided_how_many_hours_ago,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
4,11,17,sample1_middle_center1,1,1,0,0,-1,0.860181,677.787639,626.842425,728.732854,101.890430,0.940607,103.320366,100.158185,106.482547,6.324362,0.909307,1.270103,1.209773,1.330433,0.120661,0.972241,0.796437,0.785227,0.807647,0.022419,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,23.144973,0.889646,1.165298,0.790935,0.020417,1.150921,29.942299,20.391859,0.783822,11.299752,0.434340,0.920718,0.035391,58.091074,170.945583,177.327952,164.563214,12.764737,0.928016
4,11,18,sample1_middle_center1,1,1,0,0,-1,0.913086,756.003143,721.656831,790.349454,68.692623,0.963764,108.417596,106.417022,110.418170,4.001149,0.894728,1.204237,1.137330,1.271145,0.133815,0.983038,0.807698,0.800790,0.814607,0.013817,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,24.675322,0.897663,1.097575,0.781501,0.035650,1.107918,30.454895,21.601712,0.785848,12.155553,0.442206,0.244574,0.008897,61.702224,168.767826,174.676963,162.858690,11.818273,0.932342
4,11,19,sample1_middle_center1,1,1,0,0,-1,0.949756,792.440690,772.019851,812.861530,40.841679,0.975118,110.543634,109.151009,111.936259,2.785250,0.886855,1.195041,1.123381,1.266702,0.143321,0.998845,0.814768,0.814297,0.815239,0.000942,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,25.132843,0.892882,1.111770,0.792801,0.028987,1.111806,31.295092,19.566055,0.695114,12.434626,0.441759,0.090669,0.003221,60.455929,162.374696,163.968299,160.781093,3.187205,0.980562
4,11,20,sample1_middle_center1,1,1,0,0,-1,0.895665,858.665557,811.405537,905.925577,94.520040,0.952757,114.625236,111.852136,117.398335,5.546198,0.840884,1.146795,1.047673,1.245918,0.198245,0.986690,0.820500,0.815003,0.825997,0.010994,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,26.739722,0.912871,1.084276,0.774198,0.031621,1.063314,31.146464,20.876397,0.712702,13.318668,0.454688,0.794271,0.027116,68.566157,154.720579,167.545742,141.895415,25.650328,0.846906
4,11,21,sample1_middle_center1,1,1,0,0,-1,0.903731,909.978166,863.961969,955.994362,92.032393,0.958865,117.955659,115.478641,120.432677,4.954036,0.885869,1.180059,1.108643,1.251475,0.142833,0.982935,0.821211,0.814144,0.828279,0.014135,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,26.930751,0.893042,1.087874,0.789823,0.032580,1.090095,32.873104,21.291015,0.706025,13.362983,0.443126,0.611132,0.020266,69.449395,154.999328,163.379538,146.619118,16.760420,0.897414
4,22,22,sample1_middle_center1,1,2,1,0,-1,0.577264,720.155084,527.140269,913.169898,386.029628,0.771691,104.259990,90.824510,117.695471,26.870961,0.947826,1.158684,1.127648,1.189720,0.062072,0.969366,0.815715,0.803027,0.828404,0.025377,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,31.937286,1.201141,1.165540,0.545174,0.207543,0.494804,13.156411,24.444214,0.919332,15.564682,0.585378,4.091919,0.153894,81.051991,123.203968,160.353623,86.054312,74.299311,0.536653
4,21,22,sample1_middle_center1,2,2,0,0,-1,0.934385,509.846183,492.552097,527.140269,34.588173,0.979529,89.894854,88.965198,90.824510,1.859312,0.912404,1.137613,1.085505,1.189720,0.104215,0.973849,0.792527,0.782027,0.803027,0.021000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,18.905671,0.837404,1.282719,0.804004,0.035436,1.185874,26.772914,15.367429,0.680682,9.445576,0.418380,0.005397,0.000239,72.943835,166.667342,168.011534,165.323149,2.688385,0.983999
4,22,22,sample1_middle_center1,3,1,0,0,-1,0.539387,702.860997,492.552097,913.169898,420.617801,0.755893,103.330334,88.965198,117.695471,28.730273,0.962628,1.106577,1.085505,1.127648,0.042143,0.944017,0.805215,0.782027,0.828404,0.046377,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,26.304370,1.003750,1.287402,0.659212,0.143192,0.819717,21.481604,21.767437,0.830625,13.027914,0.497133,5.028144,0.191869,86.901515,136.147254,166.360354,105.934153,60.426200,0.636775
4,22,23,sample1_middle_center1,1,2,1,0,-1,0.590144,763.135233,566.438960,959.831505,393.392545,0.781685,106.549742,93.493920,119.605564,26.111644,0.958076,1.071060,1.048128,1.093992,0.045865,0.965815,0.828733,0.814322,0.843145,0.028823,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,32.640189,1.191658,1.426655,0.558562,0.189507,0.507391,13.897720,24.716204,0.902362,15.857320,0.578934,4.071855,0.148659,81.480600,115.589535,143.084958,88.094113,54.990845,0.615677
4,21,23,sample1_middle_center1,2,2,0,0,-1,0.869335,529.432081,492.425202,566.438960,74.013758,0.947621,91.045376,88.596831,93.493920,4.897089,0.952898,1.074033,1.048128,1.099937,0.051810,0.968094,0.801331,0.788340,0.814322,0.025982,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,19.621513,0.853283,1.121438,0.793411,0.040071,1.143471,26.294468,16.134068,0.701624,9.786779,0.425599,0.635087,0.027618,71.829712,165.184967,167.260007,163.109928,4.150079,0.975188
4,22,23,sample1_middle_center1,3,1,0,0,-1,0.513033,726.128353,492.425202,959.831505,467.406303,0.740742,104.101198,88.596831,119.605564,31.008733,0.994595,1.096965,1.093992,1.099937,0.005945,0.935000,0.815743,0.788340,0.843145,0.054804,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,27.158021,1.021520,1.067045,0.653959,0.150499,0.773915,20.575238,22.547138,0.848086,13.412276,0.504488,5.709951,0.214774,87.762579,134.778725,164.911570,104.645881,60.265689,0.634558
repeat_i,track,frame,fileName,pairIndex,firstPolygonId,secondPolygonId,is_real_division,divided_how_many_hours_ago,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
5,11,11,sample3_middle_left1,1,0,1,0,-1,0.801367,620.081572,551.706514,688.456631,136.750117,0.873591,99.215436,92.521462,105.909411,13.387950,0.922007,1.244027,1.193546,1.294509,0.100963,0.952323,0.790596,0.771289,0.809903,0.038614,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,25.806241,1.037919,1.732198,0.671268,0.056838,0.926298,23.030957,20.873717,0.839534,12.842944,0.516539,2.087062,0.083941,88.307001,161.215208,162.849559,159.580857,3.268702,0.979928
5,11,12,sample3_middle_left1,1,0,1,0,-1,0.778878,748.874182,655.785817,841.962548,186.176731,0.873461,107.962968,100.670815,115.255122,14.584307,0.998631,1.239852,1.239003,1.240702,0.001699,0.979529,0.804816,0.796493,0.813139,0.016645,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,28.633806,1.048379,1.751951,0.692861,0.030951,0.935639,25.554586,23.452460,0.858673,14.225261,0.520834,2.822105,0.103327,87.107828,165.577385,170.059822,161.094947,8.964875,0.947284
5,11,13,sample3_middle_left1,1,0,1,0,-1,0.783841,859.297228,755.170882,963.423574,208.252693,0.873939,113.889599,106.228170,121.551027,15.322857,0.938785,1.317589,1.275987,1.359191,0.083203,0.974393,0.830193,0.819426,0.840961,0.021534,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,31.875434,1.089396,1.810878,0.679021,0.056069,0.844825,24.719348,26.075309,0.891167,15.769430,0.538947,3.181007,0.108716,81.737509,155.388398,162.355233,148.421562,13.933670,0.914178
5,11,14,sample3_middle_left1,1,0,1,0,-1,0.836136,1027.708671,935.991868,1119.425475,183.433607,0.897179,124.170009,117.440387,130.899631,13.459244,0.877607,1.367524,1.278381,1.456666,0.178286,0.962678,0.836886,0.820972,0.852800,0.031828,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,35.321650,1.102909,1.833025,0.670520,0.069641,0.812970,26.036092,28.624879,0.893804,17.386398,0.542886,2.596080,0.081062,78.661990,150.511814,156.555804,144.467824,12.087980,0.922788
5,22,15,sample3_middle_left1,1,0,1,0,-1,0.905235,669.092672,635.812344,702.372999,66.560655,0.983839,112.995814,112.075333,113.916296,1.840963,0.755034,1.677859,1.443665,1.912053,0.468389,0.876213,0.659189,0.615697,0.702680,0.086983,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,41.344034,1.598837,2.068878,0.405684,0.243177,0.433040,11.197902,28.145140,1.088415,20.602861,0.796744,1.066954,0.041261,86.923767,125.674232,141.442196,109.906268,31.535928,0.777040
5,21,15,sample3_middle_left1,2,0,2,0,-1,0.662952,584.006229,465.639459,702.372999,236.733540,0.862144,104.350196,96.625059,112.075333,15.450274,0.960516,1.951353,1.912053,1.990653,0.078600,0.891913,0.664705,0.626729,0.702680,0.075951,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,14.938931,0.621407,1.259734,0.883352,0.002755,1.659652,39.898864,12.517665,0.520691,7.437763,0.309385,2.516981,0.104698,10.543001,172.147002,173.434214,170.859789,2.574425,0.985156
5,22,15,sample3_middle_left1,3,0,3,0,-1,0.996091,701.000321,699.627642,702.372999,2.745357,0.898228,118.424588,112.075333,124.773844,12.698511,0.854925,2.074284,1.912053,2.236515,0.324462,0.803660,0.633698,0.564716,0.702680,0.137964,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,7.000000,7.000000,7.000000,0.000000,40.157614,1.516733,1.855389,0.329070,0.398898,0.103190,2.732096,31.590068,1.193141,20.063601,0.757792,0.143528,0.005421,73.275805,80.073410,94.032978,66.113842,27.919136,0.703092
5,21,15,sample3_middle_left1,4,1,3,0,-1,0.908787,667.719993,635.812344,699.627642,63.815298,0.912982,119.345070,113.916296,124.773844,10.857548,0.645497,1.840090,1.443665,2.236515,0.792850,0.917197,0.590206,0.564716,0.615697,0.050982,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,15.770592,0.610485,1.555462,0.787724,0.018786,1.794831,46.365682,11.614159,0.449588,7.832426,0.303196,0.464483,0.017980,3.993257,167.046811,178.032868,156.060754,21.972114,0.876584
5,22,15,sample3_middle_left1,5,2,3,0,-1,0.665553,582.633551,465.639459,699.627642,233.988183,0.774402,110.699452,96.625059,124.773844,28.148785,0.890069,2.113584,1.990653,2.236515,0.245862,0.901052,0.595722,0.564716,0.626729,0.062014,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,37.397615,1.557288,2.858012,0.398286,0.088876,0.617452,14.827858,30.729855,1.279633,17.672292,0.735898,5.711855,0.237850,70.301098,135.488940,147.951511,123.026369,24.925142,0.831532
5,22,16,sample3_middle_left1,1,0,1,0,-1,0.900995,736.369443,698.018972,774.719914,76.700942,0.990480,118.162061,117.596930,118.727192,1.130262,0.783988,1.766812,1.552880,1.980745,0.427865,0.918398,0.662465,0.634286,0.690644,0.056358,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,43.557116,1.605679,2.312350,0.410972,0.217061,0.444506,12.058069,29.694902,1.094665,21.740259,0.801427,1.575820,0.058091,87.951291,135.246152,143.468049,127.024255,16.443794,0.885384
5,21,16,sample3_middle_left1,2,0,2,0,-1,0.669982,646.884078,519.048242,774.719914,255.671673,0.862642,110.573143,102.419093,118.727192,16.308099,0.905983,2.083519,1.980745,2.186292,0.205548,0.900330,0.656226,0.621807,0.690644,0.068837,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,15.543007,0.614149,1.327564,0.873459,0.006296,1.673680,42.357842,12.935471,0.511118,7.698042,0.304172,2.538167,0.100290,11.513727,168.191128,178.942267,157.439988,21.502279,0.879837
5,22,16,sample3_middle_left1,3,0,3,0,-1,0.990470,778.446984,774.719914,782.174054,7.454140,0.912547,124.416236,118.727192,130.105280,11.378087,0.800794,2.227110,1.980745,2.473476,0.492731,0.840755,0.635653,0.580662,0.690644,0.109982,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,7.000000,7.000000,7.000000,0.000000,42.376438,1.518837,1.988885,0.331412,0.401417,0.105085,2.931942,32.802766,1.175702,20.773915,0.744569,0.166785,0.005978,57.502891,79.594620,93.675638,65.513601,28.162037,0.699366
5,21,16,sample3_middle_left1,4,1,3,0,-1,0.892409,740.096513,698.018972,782.174054,84.155082,0.903860,123.851105,117.596930,130.105280,12.508350,0.627813,2.013178,1.552880,2.473476,0.920596,0.915458,0.607474,0.580662,0.634286,0.053624,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,16.743387,0.615708,1.579107,0.794178,0.020650,1.740516,47.331085,12.229798,0.449729,8.288165,0.304782,0.535029,0.019675,4.311611,155.354338,171.408569,139.300107,32.108463,0.812679
5,22,16,sample3_middle_left1,5,2,3,0,-1,0.663597,650.611148,519.048242,782.174054,263.125812,0.787202,116.262186,102.419093,130.105280,27.686186,0.883895,2.329884,2.186292,2.473476,0.287184,0.933830,0.601235,0.580662,0.621807,0.041145,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,40.517376,1.596744,3.187620,0.394616,0.098778,0.570721,14.482038,32.473136,1.279729,18.969454,0.747565,5.948837,0.234437,68.093408,138.274727,139.503043,137.046411,2.456633,0.982390
repeat_i,track,frame,fileName,pairIndex,firstPolygonId,secondPolygonId,is_real_division,divided_how_many_hours_ago,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
6,11,5,sample2_middle_left1,1,1,0,0,-1,0.708805,907.234768,752.634219,1061.835317,309.201098,0.874762,118.378306,110.470367,126.286245,15.815878,0.865905,1.205798,1.119142,1.292453,0.173311,0.926291,0.805836,0.775001,0.836671,0.061670,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,26.582284,0.885781,1.159575,0.786818,0.036204,1.108365,33.262019,21.627087,0.720663,13.254158,0.441658,2.946749,0.098192,70.436139,160.797977,168.886749,152.709206,16.177543,0.904211
6,11,6,sample2_middle_left1,1,1,0,0,-1,0.680608,986.961516,799.393866,1174.529165,375.135298,0.843304,122.676896,112.248373,133.105419,20.857046,0.980442,1.168983,1.157439,1.180527,0.023088,0.957036,0.815175,0.797279,0.833071,0.035792,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,27.943112,0.893537,1.321491,0.771062,0.056112,1.055143,32.996924,22.281815,0.712506,13.937696,0.445686,3.498301,0.111865,75.844005,152.825946,160.103296,145.548596,14.554701,0.909092
6,11,7,sample2_middle_left1,1,1,0,0,-1,0.695808,1062.968776,872.294567,1253.642985,381.348418,0.848413,126.718147,116.326098,137.110195,20.784097,0.857402,1.216991,1.123559,1.310423,0.186864,0.966662,0.824032,0.810063,0.838000,0.027938,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,29.088341,0.895833,1.239516,0.775458,0.049802,1.044423,33.913189,22.123564,0.681339,14.477905,0.445876,3.332524,0.102632,67.602523,152.406654,162.045126,142.768183,19.276944,0.881040
6,11,8,sample2_middle_left1,1,1,0,0,-1,0.676698,1170.378099,944.705427,1396.050771,451.345344,0.835282,132.574621,120.675930,144.473312,23.797382,0.817834,1.192269,1.072791,1.311747,0.238956,0.969905,0.827849,0.815201,0.840496,0.025295,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,30.688446,0.901278,1.128136,0.760760,0.066984,1.006096,34.257491,23.377347,0.686561,15.317005,0.449840,3.849097,0.113043,70.844128,146.094624,158.518906,133.670343,24.848562,0.843245
6,11,9,sample2_middle_left1,1,1,0,0,-1,0.657025,1240.777645,983.958748,1497.596542,513.637793,0.824643,136.490692,123.373257,149.608127,26.234869,0.850899,1.209779,1.112324,1.307235,0.194911,0.966163,0.826578,0.812353,0.840803,0.028450,0.989683,0.994841,0.989683,1.000000,0.010317,0.857143,6.500000,6.000000,7.000000,1.000000,31.881736,0.910037,1.246467,0.752117,0.071508,0.989905,34.679785,24.163343,0.689722,15.888711,0.453530,4.242778,0.121106,69.538056,146.483387,161.462722,131.504051,29.958671,0.814455
6,11,10,sample2_middle_left1,1,1,0,0,-1,0.664173,1404.093757,1120.749860,1687.437653,566.687793,0.820654,144.218322,130.011904,158.424740,28.412835,0.902797,1.259629,1.195282,1.323976,0.128694,0.986190,0.839040,0.833206,0.844873,0.011667,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,34.730423,0.931660,1.321670,0.742261,0.072782,0.944188,35.197443,26.215985,0.703256,17.180736,0.460881,4.511681,0.121028,65.179496,143.609971,155.938200,131.281743,24.656457,0.841883
6,22,11,sample2_middle_left1,1,2,1,0,-1,0.815662,1184.162626,1063.938376,1304.386876,240.448499,0.921570,131.127032,125.775004,136.479061,10.704057,0.967695,1.086605,1.068765,1.104444,0.035679,0.960403,0.862580,0.845158,0.880003,0.034846,1.000000,1.000000,1.000000,1.000000,0.000000,0.750000,7.000000,6.000000,8.000000,2.000000,39.949376,1.162428,1.145929,0.564845,0.179779,0.475929,16.356328,29.928990,0.870860,19.917344,0.579545,2.391846,0.069597,86.864645,108.165951,125.641013,90.690889,34.950124,0.721826
6,21,11,sample2_middle_left1,2,2,0,0,-1,0.587542,844.523298,625.108219,1063.938376,438.830157,0.809994,113.825975,101.876946,125.775004,23.898058,0.951417,1.042803,1.016842,1.068765,0.051923,0.895521,0.801007,0.756856,0.845158,0.088302,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,25.592751,0.888325,1.386344,0.789218,0.055580,1.104790,31.829129,22.694018,0.787710,12.794946,0.444113,5.250734,0.182253,89.826603,162.692265,174.329385,151.055145,23.274240,0.866493
6,22,11,sample2_middle_left1,3,1,0,0,-1,0.479235,964.747547,625.108219,1304.386876,679.278657,0.746466,119.178003,101.876946,136.479061,34.602115,0.920682,1.060643,1.016842,1.104444,0.087602,0.860061,0.818430,0.756856,0.880003,0.123147,1.000000,1.000000,1.000000,1.000000,0.000000,0.500000,6.000000,4.000000,8.000000,4.000000,33.521924,1.096949,1.388664,0.625196,0.187545,0.677749,20.711476,27.881817,0.912386,16.660383,0.545183,8.498084,0.278086,89.839185,137.632001,157.010035,118.253967,38.756068,0.753162
6,22,12,sample2_middle_left1,3,2,1,0,-1,0.350691,799.710221,415.271059,1184.149383,768.878324,0.714883,112.872634,94.106427,131.638840,37.532413,0.552645,1.470778,1.047011,1.894545,0.847534,0.686206,0.723984,0.589255,0.858713,0.269459,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,38.612313,1.409474,1.887869,0.445455,0.320643,0.243308,6.665371,30.201240,1.102443,19.131490,0.698361,12.135769,0.442995,78.749695,110.254082,130.190546,90.317619,39.872927,0.693734
6,21,12,sample2_middle_left1,4,2,0,0,-1,0.589034,940.826764,697.504146,1184.149383,486.645237,0.800214,118.489068,105.339297,131.638840,26.299543,0.996539,1.048829,1.047011,1.050647,0.003636,0.919872,0.824310,0.789907,0.858713,0.068807,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,27.160276,0.893110,1.387944,0.799336,0.045311,1.068456,32.492704,20.959150,0.689199,13.574191,0.446360,5.659189,0.186091,83.197772,154.483324,161.816697,147.149952,14.666745,0.909362
6,22,12,sample2_middle_left1,5,1,0,0,-1,0.595367,556.387602,415.271059,697.504146,282.233087,0.893365,99.722862,94.106427,105.339297,11.232869,0.554564,1.472596,1.050647,1.894545,0.843898,0.745980,0.689581,0.589255,0.789907,0.200652,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,24.291732,1.038363,1.177420,0.572439,0.172827,0.922258,21.575548,22.325460,0.954314,12.085308,0.516593,5.967629,0.255090,74.018781,138.194669,153.856908,122.532430,31.324478,0.796405
repeat_i,track,frame,fileName,pairIndex,firstPolygonId,secondPolygonId,is_real_division,divided_how_many_hours_ago,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
7,11,4,sample2_upper_right1,1,1,0,0,-1,0.872024,547.907619,510.451219,585.364019,74.912800,0.908028,95.485830,90.883174,100.088486,9.205312,0.757357,1.456318,1.255241,1.657396,0.402155,0.945520,0.755445,0.734290,0.776600,0.042310,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,19.121480,0.817376,1.331352,0.789539,0.034980,1.259033,29.453474,17.496345,0.747907,9.375164,0.400755,0.687112,0.029372,60.261507,170.583710,175.090485,166.076935,9.013550,0.948521
7,11,5,sample2_upper_right1,1,1,0,0,-1,0.819876,582.440482,524.792779,640.088186,115.295407,0.885336,98.018255,92.056901,103.979608,11.922707,0.810528,1.287141,1.152441,1.421841,0.269400,0.956023,0.761078,0.743966,0.778189,0.034222,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,19.830570,0.822703,1.317570,0.791241,0.035728,1.245016,30.010059,18.049660,0.748819,9.736839,0.403948,1.256067,0.052110,62.656009,170.566139,177.201511,163.930767,13.270744,0.925109
7,11,6,sample2_upper_right1,1,1,0,0,-1,0.788852,631.748737,557.179956,706.317518,149.137563,0.865190,102.690777,95.268643,110.112911,14.844268,0.693323,1.526194,1.249786,1.802603,0.552816,0.948916,0.751742,0.732038,0.771446,0.039408,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,20.644914,0.822813,1.324324,0.776150,0.044020,1.242577,31.177072,18.900026,0.753270,10.097720,0.402450,1.593009,0.063490,59.162926,168.580605,174.159337,163.001873,11.157464,0.935935
7,11,7,sample2_upper_right1,1,1,0,0,-1,0.762716,664.444628,575.001870,753.887387,178.885516,0.829690,105.773427,95.927870,115.618984,19.691114,0.640688,1.457631,1.138409,1.776854,0.638445,0.902544,0.746955,0.708693,0.785217,0.076524,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,21.585268,0.839303,1.383273,0.746732,0.067834,1.205446,31.001789,19.514705,0.758793,10.455712,0.406551,2.060329,0.080112,53.037803,163.564726,179.888170,147.241283,32.646887,0.818516
7,22,8,sample2_upper_right1,1,2,1,0,-1,0.625711,567.958062,437.196744,698.719381,261.522637,0.866917,96.037602,89.191565,102.883640,13.692075,0.766247,1.303864,1.131305,1.476423,0.345118,0.832567,0.760064,0.690620,0.829507,0.138887,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,20.406992,0.862099,1.100010,0.696644,0.104545,1.033560,24.465676,18.219291,0.769679,10.164815,0.429416,3.747170,0.158300,84.890431,136.989663,167.243150,106.736176,60.506973,0.638210
7,21,8,sample2_upper_right1,2,2,0,0,-1,0.956472,427.681519,418.166294,437.196744,19.030450,0.912559,85.292077,81.392588,89.191565,7.798976,0.768831,1.305771,1.135119,1.476423,0.341304,0.870663,0.741916,0.690620,0.793212,0.102592,1.000000,1.000000,1.000000,1.000000,0.000000,0.800000,4.500000,4.000000,5.000000,1.000000,20.741661,1.003021,1.590254,0.688244,0.044039,1.102878,22.806622,19.017586,0.919649,10.044643,0.485737,1.693229,0.081881,63.936873,163.796832,168.876533,158.717130,10.159404,0.939841
