1,211.75000,885.25000
2,211.00000,866.50000
3,198.50000,845.00000
4,193.50000,824.25000
5,187.25000,797.75000
6,176.75000,765.00000
7,169.25000,733.75000
8,167.50000,693.00000
9,167.50000,650.75000
10,168.16667,610.66669
11,168.50000,580.00000
12,168.00000,555.50000
13,170.83333,527.00000
14,177.83333,489.33337
15,186.66667,447.16663
16,199.16667,411.66666
17,206.83333,375.50000
18,214.16667,353.50000
19,221.33333,335.66666
20,232.66666,307.16666
21,241.16666,282.33334
22,247.66666,261.16666
23,257.00000,229.66666
24,262.66666,210.33331
25,270.50000,186.83333
26,279.16666,171.66667
27,288.33334,145.50000
28,313.16669,122.66667
29,329.50000,111.83334
30,342.16669,90.16666
31,355.00000,77.66666
32,366.33331,64.83334
33,373.50000,54.66667
34,384.50000,48.33333
35,403.33331,39.66667
36,417.83331,31.66667
37,428.50000,27.50000
38,448.37500,22.62500
39,459.75000,20.50000
40,473.87500,18.87500
41,486.37500,20.50000
42,499.25000,25.00000
43,510.87500,26.62500
44,525.50000,32.50000
45,544.50000,34.62500
46,556.37500,37.50000
47,564.62500,40.12500
48,579.12500,45.12500
49,590.62500,51.25000
50,597.50000,57.25000
51,605.62500,64.75000
52,612.50000,72.08333
53,618.58337,78.75000
54,623.50000,84.33334
55,628.58337,92.66666
56,638.25000,107.87500
57,645.50000,116.75000
58,652.62500,125.75000
59,657.12500,132.75000
60,662.75000,140.50000
61,669.00000,153.75000
62,679.37500,170.25000
63,685.12500,178.00000
64,691.62500,188.87500
65,695.87500,198.12500
66,711.00000,226.12500
67,723.75000,245.50000
68,728.87500,254.87500
69,736.75000,270.37500
70,742.25000,281.75000
71,745.37500,290.50000
72,751.25000,303.12500
73,759.50000,326.50000
74,767.37500,344.25000
75,771.75000,363.12500
76,777.00000,380.62500
77,781.12500,400.50000
78,785.12500,420.87500
79,789.37500,432.75000
80,794.37500,447.25000
81,797.00000,465.62500
82,796.62500,476.37500
83,802.62500,504.75000
84,804.50000,514.62500
85,805.75000,525.00000
86,806.37500,536.25000
87,807.62500,546.00000
88,808.87500,557.37500
89,811.37500,568.62500
90,810.37500,596.00000
91,810.50000,613.25000
92,810.87500,624.50000
93,811.62500,639.62500
94,810.87500,655.12500
95,807.25000,670.75000
96,804.00000,688.25000
97,798.12500,714.87500
98,793.12500,730.62500
99,788.50000,762.50000
100,787.66669,781.33331
101,783.66669,802.33331
102,780.33331,826.16669
103,772.83331,865.50000
104,767.50000,890.00000
105,764.50000,916.00000
