1,256.25000,907.75000
2,258.25000,875.75000
3,253.00000,849.25000
4,252.00000,825.00000
5,247.75000,800.50000
6,246.00000,781.00000
7,241.25000,756.00000
8,235.50000,729.50000
9,234.50000,710.25000
10,231.00000,684.00000
11,222.50000,654.25000
12,215.75000,619.25000
13,211.00000,589.75000
14,207.00000,555.00000
15,206.75000,531.00000
16,208.25000,510.50000
17,210.75000,482.25000
18,213.50000,456.00000
19,215.50000,424.00000
20,217.50000,397.66663
21,218.16667,368.33334
22,219.66667,344.33334
23,224.83333,320.16666
24,231.66667,298.16666
25,238.00000,283.00000
26,251.16667,255.00000
27,259.33334,236.33333
28,265.83334,222.16667
29,275.00000,209.50000
30,286.50000,186.16667
31,297.16666,167.66667
32,310.66666,146.16667
33,329.16666,113.33333
34,345.83331,84.00000
35,368.33331,61.00000
36,381.33331,51.83333
37,400.50000,40.33333
38,420.50000,28.33333
39,445.50000,21.00000
40,459.33331,21.66667
41,475.33334,26.00000
42,485.50000,30.16667
43,499.16666,36.83333
44,510.66666,41.33334
45,522.83337,48.00000
46,531.66663,54.16667
47,546.00000,60.33333
48,558.66663,69.00000
49,574.66663,77.66667
50,590.83337,90.33334
51,600.50000,99.66666
52,608.66663,111.00000
53,617.16663,121.00000
54,628.16663,134.16666
55,639.00000,149.33333
56,647.33337,163.83333
57,655.66663,182.00000
58,663.50000,192.66667
59,674.33337,211.16667
60,682.66663,222.00000
61,692.16663,229.16667
62,698.33337,240.50000
63,706.66663,256.33331
64,708.83337,271.00000
65,714.50000,290.16666
66,722.50000,305.66666
67,728.00000,319.66666
68,731.33331,331.33334
69,737.16669,348.50000
70,738.50000,362.16666
71,740.83331,379.33334
72,741.33331,393.50000
73,744.50000,413.66666
74,751.16669,435.66666
75,755.50000,450.33334
76,759.66669,471.83334
77,759.33331,488.00000
78,761.00000,507.66666
79,764.83331,524.33337
80,769.50000,550.16669
81,769.66669,566.66669
82,770.16669,581.66669
83,770.00000,620.00000
84,770.00000,632.83331
85,769.25000,665.50000
86,772.00000,681.50000
87,772.25000,702.00000
88,773.75000,738.25000
89,773.25000,759.25000
90,766.25000,781.75000
91,761.50000,805.16669
92,756.50000,830.50000
93,733.83331,864.16669
94,715.50000,899.50000
