"filename","cell_1_id","cell_2_id","area_min","area_max","area_mean","perimeter_min","perimeter_max","perimeter_mean","elongation_min","elongation_max","elongation_mean","circularity_min","circularity_max","circularity_mean","solidity_min","solidity_max","solidity_mean","vertex_count_min","vertex_count_max","vertex_count_mean","area_ratio","perimeter_ratio","circularity_ratio","solidity_ratio","vertex_count_ratio","convex_deficiency","distance","distance_normalized","shared_edge_length","shared_edge_length_normalized","junction_angle","junction_angle_min","junction_angle_max","junction_angle_mean","union_centroid_edge_distance","union_centroid_edge_distance_normalized","union_axis_shared_edge_angle","shared_edge_vertex_distance","shared_edge_vertex_distance_normalized"
"2025_04_25_IC_small_1_cell_contour.jpg",170,178,669.167,690.333,679.750,99.216,101.039,100.128,1.196,1.408,1.302,0.850,0.854,0.852,1.000,1.000,1.000,6,6,6.0,0.969,0.982,0.995,1.000,1.000,0.081,26.736,1.025,23.900,0.917,151.699,128.960,174.438,151.699,0.694,0.027,84.308,20.451,0.784
"2025_04_25_IC_small_1_cell_contour.jpg",170,187,524.722,690.333,607.528,86.634,101.039,93.836,1.153,1.196,1.174,0.850,0.879,0.864,1.000,1.000,1.000,6,6,6.0,0.760,0.857,0.967,1.000,1.000,0.222,27.802,1.131,16.255,0.661,129.900,116.594,143.206,129.900,2.696,0.110,83.070,21.746,0.885
"2025_04_25_IC_small_1_cell_contour.jpg",171,182,848.500,869.833,859.167,114.952,122.833,118.893,1.557,2.009,1.783,0.724,0.807,0.766,1.000,1.000,1.000,5,5,5.0,0.975,0.936,0.898,1.000,1.000,0.129,37.526,1.280,22.201,0.757,154.067,142.076,166.057,154.067,0.294,0.010,88.889,31.626,1.079
"2025_04_25_IC_small_1_cell_contour.jpg",171,183,848.500,1744.000,1296.250,114.952,173.876,144.414,1.557,1.991,1.774,0.725,0.807,0.766,1.000,1.000,1.000,5,6,5.5,0.487,0.661,0.898,1.000,0.833,0.179,33.570,0.947,30.423,0.858,123.639,95.067,152.212,123.639,7.229,0.204,42.785,26.922,0.750
"2025_04_25_IC_small_1_cell_contour.jpg",172,179,1253.444,1447.500,1350.472,137.660,149.133,143.396,1.273,1.739,1.506,0.818,0.831,0.825,1.000,1.000,1.000,7,7,7.0,0.866,0.923,0.984,1.000,1.000,0.143,46.848,1.276,21.024,0.572,97.621,92.552,102.690,97.621,5.873,0.160,72.028,34.658,0.938
"2025_04_25_IC_small_1_cell_contour.jpg",172,189,1253.444,1254.667,1254.056,137.360,137.660,137.510,1.273,1.376,1.324,0.831,0.836,0.833,1.000,1.000,1.000,6,7,6.5,0.999,0.998,0.995,1.000,0.857,0.112,39.433,1.114,27.618,0.780,133.436,118.066,148.807,133.436,0.566,0.016,83.952,29.541,0.834
"2025_04_25_IC_small_1_cell_contour.jpg",172,192,1140.056,1253.444,1196.750,130.866,137.660,134.263,1.273,1.336,1.305,0.831,0.837,0.834,1.000,1.000,1.000,6,7,6.5,0.910,0.951,0.994,1.000,0.857,0.255,39.558,1.144,15.337,0.443,106.477,104.459,108.494,106.477,0.423,0.012,54.886,31.519,0.912
"2025_04_25_IC_small_1_cell_contour.jpg",173,177,574.389,640.911,607.650,95.137,98.239,96.688,1.281,1.891,1.586,0.797,0.835,0.816,1.000,1.000,1.000,5,6,5.5,0.896,0.968,0.956,1.000,0.833,0.261,28.182,1.144,10.965,0.445,104.582,102.469,106.696,104.582,1.606,0.065,87.735,24.512,0.993
"2025_04_25_IC_small_1_cell_contour.jpg",173,184,574.389,673.500,623.944,95.137,101.968,98.552,1.394,1.891,1.642,0.797,0.814,0.806,1.000,1.000,1.000,5,6,5.5,0.853,0.933,0.980,1.000,0.833,0.273,29.856,1.196,11.205,0.449,116.911,116.511,117.311,116.911,2.313,0.093,81.057,24.869,0.997
"2025_04_25_IC_small_1_cell_contour.jpg",173,185,574.389,864.033,719.211,95.137,116.579,105.858,1.500,1.891,1.695,0.797,0.799,0.798,1.000,1.000,1.000,5,6,5.5,0.665,0.816,0.998,1.000,0.833,0.180,25.116,0.941,21.108,0.791,118.418,108.641,128.195,118.418,5.194,0.195,82.301,21.303,0.784
"2025_04_25_IC_small_1_cell_contour.jpg",174,186,509.222,584.111,546.667,92.394,95.349,93.872,1.315,1.901,1.608,0.750,0.807,0.778,1.000,1.000,1.000,5,5,5.0,0.872,0.969,0.928,1.000,1.000,0.247,23.212,0.993,17.324,0.741,129.471,115.228,143.713,129.471,3.043,0.130,87.483,20.142,0.860
"2025_04_25_IC_small_1_cell_contour.jpg",174,196,509.222,807.389,658.306,92.394,107.913,100.154,1.158,1.901,1.530,0.750,0.871,0.810,1.000,1.000,1.000,5,7,6.0,0.631,0.856,0.860,1.000,0.714,0.198,29.631,1.162,13.187,0.517,112.505,112.413,112.596,112.505,2.864,0.112,75.445,24.205,0.976
"2025_04_25_IC_small_1_cell_contour.jpg",175,177,640.911,782.667,711.789,98.239,105.991,102.115,1.181,1.281,1.231,0.835,0.875,0.855,1.000,1.000,1.000,5,7,6.0,0.819,0.927,0.953,1.000,0.714,0.155,26.556,0.997,18.962,0.712,112.796,97.620,127.972,112.796,1.143,0.043,77.299,21.406,0.811
"2025_04_25_IC_small_1_cell_contour.jpg",175,187,524.722,782.667,653.694,86.634,105.991,96.312,1.153,1.181,1.167,0.875,0.879,0.877,1.000,1.000,1.000,6,7,6.5,0.670,0.817,0.997,1.000,0.857,0.138,30.076,1.182,18.028,0.709,133.248,122.815,143.681,133.248,3.917,0.154,64.906,22.037,0.866
"2025_04_25_IC_small_1_cell_contour.jpg",175,194,172.600,782.667,477.633,56.816,105.991,81.404,1.181,1.898,1.539,0.672,0.875,0.774,1.000,1.000,1.000,4,7,5.5,0.221,0.536,0.767,1.000,0.571,0.344,22.895,1.114,5.831,0.284,111.348,103.219,119.476,111.348,10.116,0.492,61.211,21.491,1.148
"2025_04_25_IC_small_1_cell_contour.jpg",175,197,782.667,876.278,829.472,105.991,114.493,110.242,1.181,1.422,1.301,0.840,0.875,0.858,1.000,1.000,1.000,6,7,6.5,0.893,0.926,0.960,1.000,0.857,0.151,28.236,0.981,18.682,0.649,113.219,104.036,122.403,113.219,0.447,0.016,76.521,21.599,0.751
"2025_04_25_IC_small_1_cell_contour.jpg",176,180,489.000,1008.889,748.944,91.858,128.003,109.931,1.118,1.788,1.453,0.728,0.774,0.751,1.000,1.000,1.000,4,7,5.5,0.485,0.718,0.941,1.000,0.571,0.185,24.387,0.905,21.677,0.805,116.983,109.190,124.776,116.983,5.198,0.193,67.898,21.298,0.812
"2025_04_25_IC_small_1_cell_contour.jpg",176,193,489.000,750.167,619.583,91.858,109.081,100.470,1.118,1.183,1.150,0.728,0.792,0.760,1.000,1.000,1.000,4,5,4.5,0.652,0.842,0.919,1.000,0.800,0.005,26.941,1.088,27.657,1.117,166.643,155.338,177.948,166.643,3.956,0.160,81.749,24.493,0.998
"2025_04_25_IC_small_1_cell_contour.jpg",177,185,640.911,864.033,752.472,98.239,116.579,107.409,1.281,1.500,1.390,0.799,0.835,0.817,1.000,1.000,1.000,5,5,5.0,0.742,0.843,0.957,1.000,1.000,0.097,30.311,1.108,23.101,0.844,148.609,125.109,172.109,148.609,4.823,0.176,86.101,25.840,0.933
"2025_04_25_IC_small_1_cell_contour.jpg",177,194,172.600,640.911,406.756,56.816,98.239,77.528,1.281,1.898,1.589,0.672,0.835,0.753,1.000,1.000,1.000,4,5,4.5,0.269,0.578,0.805,1.000,0.800,0.024,19.083,0.993,20.694,1.076,161.388,159.161,163.616,161.388,9.749,0.507,81.076,16.621,0.820
"2025_04_25_IC_small_1_cell_contour.jpg",177,199,640.911,1070.400,855.656,98.239,125.122,111.681,1.281,1.369,1.325,0.835,0.859,0.847,1.000,1.000,1.000,5,8,6.5,0.599,0.785,0.971,1.000,0.625,0.379,41.827,1.441,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2025_04_25_IC_small_1_cell_contour.jpg",178,187,524.722,669.167,596.944,86.634,99.216,92.925,1.153,1.408,1.280,0.854,0.879,0.866,1.000,1.000,1.000,6,6,6.0,0.784,0.873,0.972,1.000,1.000,0.198,25.915,1.063,16.720,0.686,120.488,114.447,126.529,120.488,2.567,0.105,89.194,20.638,0.843
"2025_04_25_IC_small_1_cell_contour.jpg",178,191,669.167,1307.667,988.417,99.216,138.735,118.976,1.408,1.454,1.431,0.854,0.854,0.854,1.000,1.000,1.000,6,8,7.0,0.512,0.715,0.999,1.000,0.750,0.102,34.689,1.118,19.313,0.623,117.387,115.170,119.604,117.387,9.917,0.320,77.657,25.170,0.810
"2025_04_25_IC_small_1_cell_contour.jpg",178,200,669.167,769.167,719.167,99.216,107.719,103.467,1.408,1.634,1.521,0.833,0.854,0.844,1.000,1.000,1.000,6,7,6.5,0.870,0.921,0.975,1.000,0.857,0.094,33.752,1.259,15.839,0.591,126.776,111.501,142.050,126.776,2.260,0.084,89.659,25.112,0.939
"2025_04_25_IC_small_1_cell_contour.jpg",179,192,1140.056,1447.500,1293.778,130.866,149.133,140.000,1.336,1.739,1.537,0.818,0.837,0.827,1.000,1.000,1.000,6,7,6.5,0.788,0.878,0.978,1.000,0.857,0.157,38.211,1.064,23.431,0.653,125.131,87.274,162.989,125.131,2.440,0.068,72.711,30.301,0.845
"2025_04_25_IC_small_1_cell_contour.jpg",179,196,807.389,1447.500,1127.444,107.913,149.133,128.523,1.158,1.739,1.448,0.818,0.871,0.845,1.000,1.000,1.000,7,7,7.0,0.558,0.724,0.939,1.000,1.000,0.233,38.568,1.161,9.849,0.296,102.190,96.084,108.296,102.190,12.346,0.372,89.235,29.571,0.879
"2025_04_25_IC_small_1_cell_contour.jpg",179,201,248.000,1447.500,847.750,65.215,149.133,107.174,1.461,1.739,1.600,0.733,0.818,0.775,1.000,1.000,1.000,4,7,5.5,0.171,0.437,0.896,1.000,0.571,0.139,26.832,0.998,16.031,0.596,130.517,114.656,146.378,130.517,13.579,0.505,39.241,23.306,0.955
"2025_04_25_IC_small_1_cell_contour.jpg",179,202,656.000,1447.500,1051.750,98.712,149.133,123.923,1.436,1.739,1.587,0.818,0.846,0.832,1.000,1.000,1.000,6,7,6.5,0.453,0.662,0.967,1.000,0.857,0.172,29.992,0.942,19.000,0.597,100.726,68.920,132.532,100.726,6.371,0.200,62.176,25.980,0.851
"2025_04_25_IC_small_1_cell_contour.jpg",180,182,869.833,1008.889,939.361,122.833,128.003,125.418,1.788,2.009,1.899,0.724,0.774,0.749,1.000,1.000,1.000,5,7,6.0,0.862,0.960,0.936,1.000,0.714,0.023,23.523,0.768,41.238,1.346,151.273,143.489,159.056,151.273,1.717,0.056,82.042,17.379,0.567
"2025_04_25_IC_small_1_cell_contour.jpg",180,193,750.167,1008.889,879.528,109.081,128.003,118.542,1.183,1.788,1.486,0.774,0.792,0.783,1.000,1.000,1.000,5,7,6.0,0.744,0.852,0.977,1.000,0.714,0.227,28.542,0.965,15.033,0.508,100.859,72.861,128.856,100.859,0.366,0.012,85.343,25.306,0.866
"2025_04_25_IC_small_1_cell_contour.jpg",180,208,885.500,1008.889,947.194,122.149,128.003,125.076,1.788,1.853,1.821,0.746,0.774,0.760,1.000,1.000,1.000,5,7,6.0,0.878,0.954,0.964,1.000,0.714,0.215,39.077,1.270,13.437,0.437,115.706,113.944,117.467,115.706,2.468,0.080,86.991,31.481,1.028
"2025_04_25_IC_small_1_cell_contour.jpg",180,210,1008.889,1216.333,1112.611,128.003,136.672,132.338,1.712,1.788,1.750,0.774,0.818,0.796,1.000,1.000,1.000,7,7,7.0,0.829,0.937,0.946,1.000,1.000,0.345,44.052,1.322,3.399,0.102,96.045,94.862,97.228,96.045,3.217,0.097,81.757,34.135,1.026
"2025_04_25_IC_small_1_cell_contour.jpg",181,184,570.556,673.500,622.028,96.852,101.968,99.410,1.394,1.782,1.588,0.764,0.814,0.789,1.000,1.000,1.000,5,5,5.0,0.847,0.950,0.939,1.000,1.000,0.081,21.420,0.860,27.459,1.102,150.011,136.548,163.474,150.011,1.664,0.067,89.083,18.150,0.726
"2025_04_25_IC_small_1_cell_contour.jpg",181,188,446.778,570.556,508.667,86.361,96.852,91.607,1.782,1.864,1.823,0.753,0.764,0.759,1.000,1.000,1.000,5,5,5.0,0.783,0.892,0.985,1.000,1.000,0.010,17.788,0.790,30.726,1.365,172.916,166.737,179.096,172.916,1.918,0.085,80.817,14.759,0.656
"2025_04_25_IC_small_1_cell_contour.jpg",181,204,453.667,570.556,512.111,81.726,96.852,89.289,1.085,1.782,1.434,0.764,0.854,0.809,1.000,1.000,1.000,5,6,5.5,0.795,0.844,0.895,1.000,0.833,0.367,29.412,1.302,6.872,0.304,116.475,88.788,144.162,116.475,5.528,0.245,81.424,25.479,1.116
"2025_04_25_IC_small_1_cell_contour.jpg",181,205,387.000,570.556,478.778,80.843,96.852,88.847,1.513,1.782,1.647,0.744,0.764,0.754,1.000,1.000,1.000,5,6,5.5,0.678,0.835,0.974,1.000,0.833,0.437,36.472,1.675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2025_04_25_IC_small_1_cell_contour.jpg",182,183,869.833,1744.000,1306.917,122.833,173.876,148.355,1.991,2.009,2.000,0.724,0.725,0.725,1.000,1.000,1.000,5,6,5.5,0.499,0.706,0.999,1.000,0.833,0.138,28.088,0.788,38.195,1.072,130.902,98.877,162.927,130.902,6.549,0.184,25.581,24.972,0.702
"2025_04_25_IC_small_1_cell_contour.jpg",182,210,869.833,1216.333,1043.083,122.833,136.672,129.752,1.712,2.009,1.861,0.724,0.818,0.771,1.000,1.000,1.000,5,7,6.0,0.715,0.899,0.885,1.000,0.714,0.206,42.653,1.325,12.526,0.389,105.169,88.688,121.649,105.169,2.974,0.092,83.324,35.048,1.114
"2025_04_25_IC_small_1_cell_contour.jpg",183,195,1637.333,1744.000,1690.667,158.461,173.876,166.168,1.743,1.991,1.867,0.725,0.819,0.772,1.000,1.000,1.000,6,6,6.0,0.939,0.911,0.885,1.000,1.000,0.112,36.250,0.882,42.059,1.023,121.228,117.673,124.783,121.228,1.317,0.032,25.581,28.654,0.696
"2025_04_25_IC_small_1_cell_contour.jpg",183,210,1216.333,1744.000,1480.167,136.672,173.876,155.274,1.712,1.991,1.851,0.725,0.818,0.772,1.000,1.000,1.000,6,7,6.5,0.697,0.786,0.886,1.000,0.857,0.247,49.614,1.295,14.866,0.388,106.532,104.679,108.384,106.532,9.865,0.257,72.814,39.279,1.007
"2025_04_25_IC_small_1_cell_contour.jpg",183,221,1499.444,1744.000,1621.722,154.153,173.876,164.015,1.481,1.991,1.736,0.725,0.793,0.759,1.000,1.000,1.000,6,7,6.5,0.860,0.887,0.914,1.000,0.857,0.141,46.743,1.162,34.015,0.845,125.959,119.279,132.638,125.959,2.695,0.067,35.048,34.793,0.864
"2025_04_25_IC_small_1_cell_contour.jpg",184,185,673.500,864.033,768.767,101.968,116.579,109.274,1.394,1.500,1.447,0.799,0.814,0.806,1.000,1.000,1.000,5,5,5.0,0.779,0.875,0.981,1.000,1.000,0.105,23.699,0.856,26.215,0.947,135.769,134.048,137.490,135.769,2.709,0.098,78.261,20.560,0.743
"2025_04_25_IC_small_1_cell_contour.jpg",184,204,453.667,673.500,563.583,81.726,101.968,91.847,1.085,1.394,1.239,0.814,0.854,0.834,1.000,1.000,1.000,5,6,5.5,0.674,0.801,0.954,1.000,0.833,0.370,35.749,1.513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2025_04_25_IC_small_1_cell_contour.jpg",184,205,387.000,673.500,530.250,80.843,101.968,91.406,1.394,1.513,1.453,0.744,0.814,0.779,1.000,1.000,1.000,5,6,5.5,0.575,0.793,0.914,1.000,0.833,0.102,26.129,1.145,23.022,1.009,133.712,123.261,144.162,133.712,6.349,0.278,84.590,21.454,0.917
"2025_04_25_IC_small_1_cell_contour.jpg",185,194,172.600,864.033,518.317,56.816,116.579,86.698,1.500,1.898,1.699,0.672,0.799,0.735,1.000,1.000,1.000,4,5,4.5,0.200,0.487,0.841,1.000,0.800,0.450,35.550,1.672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2025_04_25_IC_small_1_cell_contour.jpg",185,199,864.033,1070.400,967.217,116.579,125.122,120.851,1.369,1.500,1.434,0.799,0.859,0.829,1.000,1.000,1.000,5,8,6.5,0.807,0.932,0.930,1.000,0.625,0.031,27.931,0.899,36.255,1.167,149.308,135.000,163.616,149.308,2.145,0.069,89.022,20.848,0.673
"2025_04_25_IC_small_1_cell_contour.jpg",185,205,387.000,864.033,625.517,80.843,116.579,98.711,1.500,1.513,1.506,0.744,0.799,0.772,1.000,1.000,1.000,5,6,5.5,0.448,0.693,0.931,1.000,0.833,0.300,29.006,1.182,9.899,0.404,110.242,99.249,121.235,110.242,11.331,0.462,82.515,25.409,1.003
"2025_04_25_IC_small_1_cell_contour.jpg",186,191,584.111,1307.667,945.889,95.349,138.735,117.042,1.315,1.454,1.385,0.807,0.854,0.831,1.000,1.000,1.000,5,8,6.5,0.447,0.687,0.946,1.000,0.625,0.178,29.920,0.992,20.809,0.690,110.569,109.164,111.975,110.569,6.742,0.223,70.392,24.086,0.832
"2025_04_25_IC_small_1_cell_contour.jpg",186,196,584.111,807.389,695.750,95.349,107.913,101.631,1.158,1.315,1.237,0.807,0.871,0.839,1.000,1.000,1.000,5,7,6.0,0.723,0.884,0.927,1.000,0.714,0.284,30.121,1.146,10.934,0.416,109.382,103.874,114.891,109.382,4.516,0.172,79.206,24.212,0.920
"2025_04_25_IC_small_1_cell_contour.jpg",186,203,584.111,1240.626,912.369,95.349,134.243,114.796,1.315,1.494,1.405,0.807,0.865,0.836,1.000,1.000,1.000,5,7,6.0,0.471,0.710,0.933,1.000,0.714,0.166,35.083,1.181,17.308,0.583,121.580,101.899,141.261,121.580,12.069,0.406,83.323,27.335,0.896
"2025_04_25_IC_small_1_cell_contour.jpg",187,197,524.722,876.278,700.500,86.634,114.493,100.563,1.153,1.422,1.287,0.840,0.879,0.859,1.000,1.000,1.000,6,6,6.0,0.599,0.757,0.956,1.000,1.000,0.188,27.854,1.061,11.870,0.452,99.646,93.916,105.376,99.646,6.123,0.233,78.408,22.818,0.869
"2025_04_25_IC_small_1_cell_contour.jpg",187,200,524.722,769.167,646.944,86.634,107.719,97.176,1.153,1.634,1.393,0.833,0.879,0.856,1.000,1.000,1.000,6,7,6.5,0.682,0.804,0.948,1.000,0.857,0.282,29.511,1.166,9.428,0.372,106.307,90.644,121.970,106.307,3.963,0.157,74.427,23.797,0.938
"2025_04_25_IC_small_1_cell_contour.jpg",187,206,473.944,524.722,499.333,86.634,89.323,87.979,1.153,1.930,1.541,0.746,0.879,0.813,1.000,1.000,1.000,5,6,5.5,0.903,0.970,0.850,1.000,0.833,0.166,25.869,1.158,14.333,0.642,130.411,126.467,134.356,130.411,0.830,0.037,80.112,21.402,0.963
"2025_04_25_IC_small_1_cell_contour.jpg",188,190,446.778,590.333,518.556,86.361,93.934,90.148,1.192,1.864,1.528,0.753,0.841,0.797,1.000,1.000,1.000,5,5,5.0,0.757,0.919,0.895,1.000,1.000,0.149,19.766,0.870,19.947,0.878,124.551,121.014,128.089,124.551,2.978,0.131,76.315,17.112,0.750
"2025_04_25_IC_small_1_cell_contour.jpg",188,204,446.778,453.667,450.222,81.726,86.361,84.043,1.085,1.864,1.475,0.753,0.854,0.803,1.000,1.000,1.000,5,6,5.5,0.985,0.946,0.882,1.000,0.833,0.191,23.576,1.111,11.629,0.548,110.520,104.475,116.565,110.520,1.622,0.076,87.108,19.916,0.939
"2025_04_25_IC_small_1_cell_contour.jpg",188,207,446.778,793.778,620.278,86.361,109.253,97.807,1.655,1.864,1.760,0.753,0.836,0.794,1.000,1.000,1.000,5,6,5.5,0.563,0.790,0.901,1.000,0.833,0.217,27.031,1.096,11.926,0.484,111.513,105.726,117.300,111.513,7.403,0.300,87.908,23.265,0.943
"2025_04_25_IC_small_1_cell_contour.jpg",189,192,1140.056,1254.667,1197.361,130.866,137.360,134.113,1.336,1.376,1.356,0.836,0.837,0.836,1.000,1.000,1.000,6,6,6.0,0.909,0.953,0.999,1.000,1.000,0.161,31.560,0.912,25.822,0.746,102.981,102.698,103.264,102.981,2.597,0.075,82.723,25.870,0.746
"2025_04_25_IC_small_1_cell_contour.jpg",189,195,1254.667,1637.333,1446.000,137.360,158.461,147.910,1.376,1.743,1.559,0.819,0.836,0.828,1.000,1.000,1.000,6,6,6.0,0.766,0.867,0.981,1.000,1.000,0.081,33.292,0.877,40.293,1.062,143.976,141.710,146.243,143.976,3.052,0.080,34.340,25.529,0.669
"2025_04_25_IC_small_1_cell_contour.jpg",189,217,956.333,1254.667,1105.500,123.804,137.360,130.582,1.376,1.629,1.503,0.784,0.836,0.810,0.996,1.000,0.998,6,6,6.0,0.762,0.901,0.938,0.996,1.000,0.175,39.561,1.193,19.712,0.594,119.355,101.881,136.830,119.355,2.553,0.077,87.595,30.655,0.932
"2025_04_25_IC_small_1_cell_contour.jpg",189,223,924.333,1254.667,1089.500,120.500,137.360,128.930,1.376,1.561,1.468,0.800,0.836,0.818,1.000,1.000,1.000,6,6,6.0,0.737,0.877,0.957,1.000,1.000,0.398,43.990,1.337,5.706,0.173,104.407,90.150,118.664,104.407,3.487,0.106,76.289,36.254,1.108
"2025_04_25_IC_small_1_cell_contour.jpg",190,198,590.333,722.572,656.453,93.934,104.578,99.256,1.192,1.756,1.474,0.830,0.841,0.835,1.000,1.000,1.000,5,6,5.5,0.817,0.898,0.988,1.000,0.833,0.134,25.814,1.009,23.591,0.922,144.456,139.621,149.291,144.456,1.157,0.045,69.030,20.613,0.810
"2025_04_25_IC_small_1_cell_contour.jpg",190,207,590.333,793.778,692.056,93.934,109.253,101.593,1.192,1.655,1.424,0.836,0.841,0.838,1.000,1.000,1.000,5,6,5.5,0.744,0.860,0.994,1.000,0.833,0.187,25.827,0.984,21.024,0.801,129.303,126.185,132.421,129.303,1.519,0.058,79.319,21.552,0.832
"2025_04_25_IC_small_1_cell_contour.jpg",191,200,769.167,1307.667,1038.417,107.719,138.735,123.227,1.454,1.634,1.544,0.833,0.854,0.843,1.000,1.000,1.000,7,8,7.5,0.588,0.776,0.976,1.000,0.875,0.286,34.742,1.087,10.440,0.327,87.739,72.699,102.779,87.739,6.663,0.209,85.456,28.271,0.885
"2025_04_25_IC_small_1_cell_contour.jpg",191,203,1240.626,1307.667,1274.147,134.243,138.735,136.489,1.454,1.494,1.474,0.854,0.865,0.859,1.000,1.000,1.000,7,8,7.5,0.949,0.968,0.987,1.000,0.875,0.116,43.109,1.208,21.708,0.608,112.169,109.575,114.763,112.169,1.120,0.031,63.376,29.293,0.821
"2025_04_25_IC_small_1_cell_contour.jpg",191,209,481.833,1307.667,894.750,90.353,138.735,114.544,1.454,1.480,1.467,0.742,0.854,0.798,1.000,1.000,1.000,5,8,6.5,0.368,0.651,0.869,1.000,0.625,0.050,27.858,0.959,32.450,1.117,150.059,146.911,153.206,150.059,9.063,0.312,60.546,20.658,0.727
"2025_04_25_IC_small_1_cell_contour.jpg",191,220,700.833,1307.667,1004.250,100.684,138.735,119.710,1.285,1.454,1.370,0.854,0.869,0.861,1.000,1.000,1.000,6,8,7.0,0.536,0.726,0.983,1.000,0.750,0.218,40.382,1.289,9.944,0.318,106.100,74.055,138.145,106.100,11.740,0.375,80.921,31.380,0.989
"2025_04_25_IC_small_1_cell_contour.jpg",192,202,656.000,1140.056,898.028,98.712,130.866,114.789,1.336,1.436,1.386,0.837,0.846,0.841,1.000,1.000,1.000,6,6,6.0,0.575,0.754,0.989,1.000,1.000,0.209,31.611,1.065,21.024,0.708,124.657,109.119,140.194,124.657,6.252,0.211,65.206,24.881,0.835
"2025_04_25_IC_small_1_cell_contour.jpg",192,216,571.167,1140.056,855.611,96.646,130.866,113.756,1.336,1.795,1.566,0.768,0.837,0.802,1.000,1.000,1.000,5,6,5.5,0.501,0.739,0.919,1.000,0.833,0.072,28.807,0.999,29.530,1.024,156.633,135.307,177.959,156.633,8.414,0.292,84.109,22.875,0.784
"2025_04_25_IC_small_1_cell_contour.jpg",192,217,956.333,1140.056,1048.194,123.804,130.866,127.335,1.336,1.629,1.483,0.784,0.837,0.810,0.996,1.000,0.998,6,6,6.0,0.839,0.946,0.937,0.996,1.000,0.238,36.759,1.136,15.723,0.486,102.081,84.255,119.906,102.081,5.232,0.162,61.610,29.070,0.894
"2025_04_25_IC_small_1_cell_contour.jpg",193,208,750.167,885.500,817.833,109.081,122.149,115.615,1.183,1.853,1.518,0.746,0.792,0.769,1.000,1.000,1.000,5,5,5.0,0.847,0.893,0.941,1.000,1.000,0.193,27.263,0.954,21.471,0.751,111.371,105.544,117.199,111.371,3.198,0.112,86.950,24.685,0.859
"2025_04_25_IC_small_1_cell_contour.jpg",193,213,750.167,1044.916,897.541,109.081,129.977,119.529,1.183,2.061,1.622,0.777,0.792,0.785,1.000,1.000,1.000,5,6,5.5,0.718,0.839,0.981,1.000,0.833,0.266,40.512,1.357,12.671,0.424,134.909,103.722,166.095,134.909,8.093,0.271,79.243,33.826,1.125
"2025_04_25_IC_small_1_cell_contour.jpg",194,197,172.600,876.278,524.439,56.816,114.493,85.654,1.422,1.898,1.660,0.672,0.840,0.756,1.000,1.000,1.000,4,6,5.0,0.197,0.496,0.800,1.000,0.667,0.128,20.217,0.946,16.971,0.794,132.895,129.302,136.488,132.895,12.106,0.567,40.006,17.457,0.792
"2025_04_25_IC_small_1_cell_contour.jpg",194,199,172.600,1070.400,621.500,56.816,125.122,90.969,1.369,1.898,1.634,0.672,0.859,0.766,1.000,1.000,1.000,4,8,6.0,0.161,0.454,0.782,1.000,0.500,0.087,32.072,1.399,13.321,0.581,154.577,137.045,172.109,154.577,17.192,0.750,72.583,25.267,1.179
"2025_04_25_IC_small_1_cell_contour.jpg",195,221,1499.444,1637.333,1568.389,154.153,158.461,156.307,1.481,1.743,1.612,0.793,0.819,0.806,1.000,1.000,1.000,6,7,6.5,0.916,0.973,0.968,1.000,0.857,0.293,48.291,1.220,18.358,0.464,115.517,109.689,121.345,115.517,0.862,0.022,78.258,37.297,0.944
"2025_04_25_IC_small_1_cell_contour.jpg",195,223,924.333,1637.333,1280.833,120.500,158.461,139.480,1.561,1.743,1.652,0.800,0.819,0.810,1.000,1.000,1.000,6,6,6.0,0.565,0.760,0.976,1.000,1.000,0.094,37.303,1.053,25.927,0.732,115.517,99.626,131.409,115.517,8.571,0.242,69.102,28.992,0.815
"2025_04_25_IC_small_1_cell_contour.jpg",195,233,1203.000,1637.333,1420.167,133.572,158.461,146.016,1.572,1.743,1.657,0.819,0.847,0.833,1.000,1.000,1.000,6,6,6.0,0.735,0.843,0.967,1.000,1.000,0.156,45.320,1.206,14.560,0.388,106.444,103.352,109.537,106.444,6.486,0.173,86.017,35.945,0.955
"2025_04_25_IC_small_1_cell_contour.jpg",196,201,248.000,807.389,527.694,65.215,107.913,86.564,1.158,1.461,1.309,0.733,0.871,0.802,1.000,1.000,1.000,4,7,5.5,0.307,0.604,0.841,1.000,0.571,0.140,21.004,0.951,15.892,0.720,116.293,115.046,117.539,116.293,9.623,0.436,73.095,17.646,0.812
"2025_04_25_IC_small_1_cell_contour.jpg",196,203,807.389,1240.626,1024.008,107.913,134.243,121.078,1.158,1.494,1.326,0.865,0.871,0.868,1.000,1.000,1.000,7,7,7.0,0.651,0.804,0.993,1.000,1.000,0.075,32.414,1.019,30.262,0.951,135.883,128.555,143.211,135.883,4.139,0.130,71.033,23.157,0.731
