2,251.25000,928.50000
3,243.00000,901.00000
4,236.00000,880.50000
5,226.75000,857.50000
6,222.00000,829.75000
7,219.00000,813.25000
8,207.50000,781.25000
9,197.75000,753.75000
10,187.50000,719.00000
11,178.75000,686.00000
12,172.75000,657.75000
13,167.25000,626.25000
14,164.00000,589.75000
15,158.00000,563.50000
16,159.00000,524.00000
17,155.75000,492.50000
18,150.00000,453.75000
19,150.50000,434.75000
20,152.75000,405.75000
21,158.25000,368.75000
22,161.50000,354.50000
23,173.25000,324.25000
24,182.00000,304.00000
25,189.75000,293.50000
26,205.50000,264.00000
27,216.00000,241.75000
28,231.00000,225.50000
29,251.50000,198.00000
30,279.75000,172.50000
31,313.00000,145.50000
32,341.50000,127.16666
33,366.16669,115.83334
34,391.16669,103.50000
35,420.83334,85.16666
36,448.16666,75.50000
37,473.50000,66.83334
38,497.50000,60.83333
39,522.16663,59.50000
40,538.50000,59.50000
41,569.50000,70.50000
42,587.16663,85.83334
43,605.50000,101.25000
44,619.50000,109.50000
45,630.50000,120.25000
46,640.50000,131.50000
47,652.25000,144.00000
48,662.50000,158.50000
49,672.75000,180.25000
50,682.75000,197.75000
51,693.50000,218.25000
52,701.75000,252.75000
53,705.75000,272.75000
54,708.00000,298.00000
55,711.25000,321.25000
56,714.00000,342.00000
57,718.50000,364.25000
58,729.50000,403.00000
59,732.50000,432.50000
60,732.50000,463.00000
61,731.75000,496.50000
62,738.00000,549.50000
63,736.25000,588.75000
64,734.25000,621.75000
65,727.50000,663.75000
66,710.75000,719.00000
67,709.75000,753.25000
68,712.50000,786.25000
69,715.50000,827.25000
70,714.50000,882.50000
71,715.50000,919.50000
72,719.50000,951.00000
