1,268.83334,960.50000
2,259.16666,923.16669
3,246.50000,893.83331
4,237.83333,869.83331
5,229.75000,834.00000
6,225.75000,802.75000
7,215.75000,766.25000
8,210.00000,741.50000
9,212.50000,693.75000
10,210.00000,671.00000
11,208.50000,652.75000
12,206.25000,618.25000
13,201.25000,580.50000
14,196.75000,539.00000
15,192.25000,502.25000
16,190.00000,448.25000
17,194.50000,408.75000
18,199.75000,377.25000
19,204.50000,342.75000
20,214.75000,316.50000
21,225.00000,298.50000
22,239.00000,274.00000
23,249.66667,258.00000
24,263.00000,241.83333
25,274.33334,224.83333
26,287.00000,205.83333
27,298.16666,191.33333
28,314.25000,178.12500
29,330.50000,167.87500
30,351.66669,150.16667
31,382.33331,140.50000
32,397.50000,133.66667
33,424.33331,131.00000
34,443.00000,129.66667
35,475.33334,132.83333
36,502.25000,136.25000
37,524.25000,144.25000
38,541.25000,150.25000
39,564.50000,156.00000
40,593.75000,165.25000
41,611.75000,175.25000
42,644.25000,191.00000
43,661.00000,203.25000
44,679.50000,216.50000
45,699.25000,234.75000
46,721.75000,254.75000
47,736.75000,273.50000
48,754.00000,293.75000
49,763.50000,305.50000
50,772.50000,322.75000
51,786.50000,348.75000
52,791.00000,364.00000
53,795.00000,384.00000
54,801.25000,400.75000
55,808.50000,428.25000
56,814.25000,443.75000
57,817.50000,468.00000
58,821.00000,497.75000
59,824.00000,516.75000
60,825.75000,541.75000
61,826.00000,562.50000
62,825.50000,585.50000
63,825.00000,609.25000
64,823.50000,634.00000
65,820.50000,658.75000
66,817.75000,680.00000
67,815.00000,711.66669
68,811.83331,733.00000
69,806.83331,753.66669
70,797.62500,784.25000
71,795.25000,800.37500
72,789.75000,822.62500
73,787.12500,841.00000
74,783.25000,862.62500
75,777.75000,875.00000
76,771.00000,886.62500
77,758.16669,903.83337
78,743.83331,926.50000
79,738.50000,946.16669
