input_csv,feature_column,observed_label_column,input_row_count,excluded_exception_row_count,analysis_row_count,valid_feature_row_count,mixture_log_likelihood,low_component_mean_angle_deg,high_component_mean_angle_deg,low_component_kappa,high_component_kappa,cutoff_angle_deg,n_total,low_component_weight,high_component_weight,model_estimated_low_component_count,model_estimated_high_component_count,high_angle_above_cutoff_mass_fraction,low_angle_above_cutoff_mass_fraction,high_angle_below_cutoff_mass_fraction,low_angle_below_cutoff_mass_fraction,model_estimated_high_angle_above_cutoff_count,model_estimated_low_angle_above_cutoff_count,model_estimated_high_angle_below_cutoff_count,model_estimated_low_angle_below_cutoff_count,model_estimated_high_angle_above_cutoff_count_rounded,model_estimated_low_angle_above_cutoff_count_rounded,model_estimated_high_angle_below_cutoff_count_rounded,model_estimated_low_angle_below_cutoff_count_rounded,high_angle_fraction_above_cutoff,high_angle_fraction_above_cutoff_percent,high_angle_retention,high_angle_retention_percent,component_separation_score,component_separation_score_percent,observed_below_cutoff_count,observed_above_cutoff_count
/mnt/c/again_and_again/paper_writting/Cell_Divisions_From_Shapes/minor_revision/data_codes/4_Non_model_fixed_sample_analysis/02_Neighbor_pair_geometry_analysis/Oxalis_corniculata_4samples_neighbor_geometry.csv,junctionAngleAverageDegrees,observed_division,10907,0,10907,10907,-10474.165576083426,113.52520576352873,156.2597851212781,5.58352909232322,8.18344682715293,141.47130660218542,10907.0,0.8300442232022703,0.16995577679772592,9053.292342467163,1853.7076575327965,0.15511014678431195,0.013004804587700395,0.014845630013413968,0.81703941861457,1691.7863709764904,141.84340363804822,161.92128655630614,8911.448938829115,1692,142,162,8911,0.9226433789406228,92.26433789406228,0.9126500417159542,91.26500417159542,0.9176195030197017,91.76195030197017,9068,1839
