phase,track,repeat_i,frame,x,time_label,normalized_time_percent,junctionAngleAverageDegrees,occurrence_i,initial_frame,final_frame,normalization_denominator,pairIndex,firstPolygonId,secondPolygonId,fileName,is_real_division,divided_how_many_hours_ago,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
after_division,22.0,4,22,100.0,1 cycle,,136.147254,2.0,,,,3.0,1.0,0.0,sample1_middle_center1,0,-1,0.539387,702.860997,492.552097,913.169898,420.617801,0.755893,103.330334,88.965198,117.695471,28.730273,0.962628,1.106577,1.085505,1.127648,0.042143,0.944017,0.805215,0.782027,0.828404,0.046377,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,26.304370,1.003750,1.287402,0.659212,0.143192,0.819717,21.481604,21.767437,0.830625,13.027914,0.497133,5.028144,0.191869,86.901515,166.360354,105.934153,60.426200,0.636775
after_division,22.0,4,23,120.0,1 cycle + 2h,,115.589535,1.0,,,,1.0,2.0,1.0,sample1_middle_center1,0,-1,0.590144,763.135233,566.438960,959.831505,393.392545,0.781685,106.549742,93.493920,119.605564,26.111644,0.958076,1.071060,1.048128,1.093992,0.045865,0.965815,0.828733,0.814322,0.843145,0.028823,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,32.640189,1.191658,1.426655,0.558562,0.189507,0.507391,13.897720,24.716204,0.902362,15.857320,0.578934,4.071855,0.148659,81.480600,143.084958,88.094113,54.990845,0.615677
after_division,22.0,4,23,120.0,1 cycle + 2h,,134.778725,2.0,,,,3.0,1.0,0.0,sample1_middle_center1,0,-1,0.513033,726.128353,492.425202,959.831505,467.406303,0.740742,104.101198,88.596831,119.605564,31.008733,0.994595,1.096965,1.093992,1.099937,0.005945,0.935000,0.815743,0.788340,0.843145,0.054804,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,27.158021,1.021520,1.067045,0.653959,0.150499,0.773915,20.575238,22.547138,0.848086,13.412276,0.504488,5.709951,0.214774,87.762579,164.911570,104.645881,60.265689,0.634558
after_division,21.0,5,15,100.0,1 cycle,,172.147002,1.0,,,,2.0,0.0,2.0,sample3_middle_left1,0,-1,0.662952,584.006229,465.639459,702.372999,236.733540,0.862144,104.350196,96.625059,112.075333,15.450274,0.960516,1.951353,1.912053,1.990653,0.078600,0.891913,0.664705,0.626729,0.702680,0.075951,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,14.938931,0.621407,1.259734,0.883352,0.002755,1.659652,39.898864,12.517665,0.520691,7.437763,0.309385,2.516981,0.104698,10.543001,173.434214,170.859789,2.574425,0.985156
after_division,21.0,5,15,100.0,1 cycle,,167.046811,2.0,,,,4.0,1.0,3.0,sample3_middle_left1,0,-1,0.908787,667.719993,635.812344,699.627642,63.815298,0.912982,119.345070,113.916296,124.773844,10.857548,0.645497,1.840090,1.443665,2.236515,0.792850,0.917197,0.590206,0.564716,0.615697,0.050982,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,15.770592,0.610485,1.555462,0.787724,0.018786,1.794831,46.365682,11.614159,0.449588,7.832426,0.303196,0.464483,0.017980,3.993257,178.032868,156.060754,21.972114,0.876584
after_division,21.0,5,16,120.0,1 cycle + 2h,,168.191128,1.0,,,,2.0,0.0,2.0,sample3_middle_left1,0,-1,0.669982,646.884078,519.048242,774.719914,255.671673,0.862642,110.573143,102.419093,118.727192,16.308099,0.905983,2.083519,1.980745,2.186292,0.205548,0.900330,0.656226,0.621807,0.690644,0.068837,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,15.543007,0.614149,1.327564,0.873459,0.006296,1.673680,42.357842,12.935471,0.511118,7.698042,0.304172,2.538167,0.100290,11.513727,178.942267,157.439988,21.502279,0.879837
after_division,21.0,5,16,120.0,1 cycle + 2h,,155.354338,2.0,,,,4.0,1.0,3.0,sample3_middle_left1,0,-1,0.892409,740.096513,698.018972,782.174054,84.155082,0.903860,123.851105,117.596930,130.105280,12.508350,0.627813,2.013178,1.552880,2.473476,0.920596,0.915458,0.607474,0.580662,0.634286,0.053624,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,16.743387,0.615708,1.579107,0.794178,0.020650,1.740516,47.331085,12.229798,0.449729,8.288165,0.304782,0.535029,0.019675,4.311611,171.408569,139.300107,32.108463,0.812679
after_division,22.0,5,15,100.0,1 cycle,,125.674232,1.0,,,,1.0,0.0,1.0,sample3_middle_left1,0,-1,0.905235,669.092672,635.812344,702.372999,66.560655,0.983839,112.995814,112.075333,113.916296,1.840963,0.755034,1.677859,1.443665,1.912053,0.468389,0.876213,0.659189,0.615697,0.702680,0.086983,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,41.344034,1.598837,2.068878,0.405684,0.243177,0.433040,11.197902,28.145140,1.088415,20.602861,0.796744,1.066954,0.041261,86.923767,141.442196,109.906268,31.535928,0.777040
after_division,22.0,5,15,100.0,1 cycle,,80.07341,2.0,,,,3.0,0.0,3.0,sample3_middle_left1,0,-1,0.996091,701.000321,699.627642,702.372999,2.745357,0.898228,118.424588,112.075333,124.773844,12.698511,0.854925,2.074284,1.912053,2.236515,0.324462,0.803660,0.633698,0.564716,0.702680,0.137964,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,7.000000,7.000000,7.000000,0.000000,40.157614,1.516733,1.855389,0.329070,0.398898,0.103190,2.732096,31.590068,1.193141,20.063601,0.757792,0.143528,0.005421,73.275805,94.032978,66.113842,27.919136,0.703092
after_division,22.0,5,15,100.0,1 cycle,,135.48894,3.0,,,,5.0,2.0,3.0,sample3_middle_left1,0,-1,0.665553,582.633551,465.639459,699.627642,233.988183,0.774402,110.699452,96.625059,124.773844,28.148785,0.890069,2.113584,1.990653,2.236515,0.245862,0.901052,0.595722,0.564716,0.626729,0.062014,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,37.397615,1.557288,2.858012,0.398286,0.088876,0.617452,14.827858,30.729855,1.279633,17.672292,0.735898,5.711855,0.237850,70.301098,147.951511,123.026369,24.925142,0.831532
after_division,22.0,5,16,120.0,1 cycle + 2h,,135.246152,1.0,,,,1.0,0.0,1.0,sample3_middle_left1,0,-1,0.900995,736.369443,698.018972,774.719914,76.700942,0.990480,118.162061,117.596930,118.727192,1.130262,0.783988,1.766812,1.552880,1.980745,0.427865,0.918398,0.662465,0.634286,0.690644,0.056358,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,43.557116,1.605679,2.312350,0.410972,0.217061,0.444506,12.058069,29.694902,1.094665,21.740259,0.801427,1.575820,0.058091,87.951291,143.468049,127.024255,16.443794,0.885384
after_division,22.0,5,16,120.0,1 cycle + 2h,,79.59462,2.0,,,,3.0,0.0,3.0,sample3_middle_left1,0,-1,0.990470,778.446984,774.719914,782.174054,7.454140,0.912547,124.416236,118.727192,130.105280,11.378087,0.800794,2.227110,1.980745,2.473476,0.492731,0.840755,0.635653,0.580662,0.690644,0.109982,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,7.000000,7.000000,7.000000,0.000000,42.376438,1.518837,1.988885,0.331412,0.401417,0.105085,2.931942,32.802766,1.175702,20.773915,0.744569,0.166785,0.005978,57.502891,93.675638,65.513601,28.162037,0.699366
after_division,22.0,5,16,120.0,1 cycle + 2h,,138.274727,3.0,,,,5.0,2.0,3.0,sample3_middle_left1,0,-1,0.663597,650.611148,519.048242,782.174054,263.125812,0.787202,116.262186,102.419093,130.105280,27.686186,0.883895,2.329884,2.186292,2.473476,0.287184,0.933830,0.601235,0.580662,0.621807,0.041145,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,40.517376,1.596744,3.187620,0.394616,0.098778,0.570721,14.482038,32.473136,1.279729,18.969454,0.747565,5.948837,0.234437,68.093408,139.503043,137.046411,2.456633,0.982390
after_division,21.0,6,11,100.0,1 cycle,,162.692265,1.0,,,,2.0,2.0,0.0,sample2_middle_left1,0,-1,0.587542,844.523298,625.108219,1063.938376,438.830157,0.809994,113.825975,101.876946,125.775004,23.898058,0.951417,1.042803,1.016842,1.068765,0.051923,0.895521,0.801007,0.756856,0.845158,0.088302,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,25.592751,0.888325,1.386344,0.789218,0.055580,1.104790,31.829129,22.694018,0.787710,12.794946,0.444113,5.250734,0.182253,89.826603,174.329385,151.055145,23.274240,0.866493
after_division,21.0,6,12,120.0,1 cycle + 2h,,154.483324,1.0,,,,4.0,2.0,0.0,sample2_middle_left1,0,-1,0.589034,940.826764,697.504146,1184.149383,486.645237,0.800214,118.489068,105.339297,131.638840,26.299543,0.996539,1.048829,1.047011,1.050647,0.003636,0.919872,0.824310,0.789907,0.858713,0.068807,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,27.160276,0.893110,1.387944,0.799336,0.045311,1.068456,32.492704,20.959150,0.689199,13.574191,0.446360,5.659189,0.186091,83.197772,161.816697,147.149952,14.666745,0.909362
after_division,22.0,6,11,100.0,1 cycle,,108.165951,1.0,,,,1.0,2.0,1.0,sample2_middle_left1,0,-1,0.815662,1184.162626,1063.938376,1304.386876,240.448499,0.921570,131.127032,125.775004,136.479061,10.704057,0.967695,1.086605,1.068765,1.104444,0.035679,0.960403,0.862580,0.845158,0.880003,0.034846,1.000000,1.000000,1.000000,1.000000,0.000000,0.750000,7.000000,6.000000,8.000000,2.000000,39.949376,1.162428,1.145929,0.564845,0.179779,0.475929,16.356328,29.928990,0.870860,19.917344,0.579545,2.391846,0.069597,86.864645,125.641013,90.690889,34.950124,0.721826
after_division,22.0,6,11,100.0,1 cycle,,137.632001,2.0,,,,3.0,1.0,0.0,sample2_middle_left1,0,-1,0.479235,964.747547,625.108219,1304.386876,679.278657,0.746466,119.178003,101.876946,136.479061,34.602115,0.920682,1.060643,1.016842,1.104444,0.087602,0.860061,0.818430,0.756856,0.880003,0.123147,1.000000,1.000000,1.000000,1.000000,0.000000,0.500000,6.000000,4.000000,8.000000,4.000000,33.521924,1.096949,1.388664,0.625196,0.187545,0.677749,20.711476,27.881817,0.912386,16.660383,0.545183,8.498084,0.278086,89.839185,157.010035,118.253967,38.756068,0.753162
after_division,22.0,6,12,120.0,1 cycle + 2h,,110.254082,1.0,,,,3.0,2.0,1.0,sample2_middle_left1,0,-1,0.350691,799.710221,415.271059,1184.149383,768.878324,0.714883,112.872634,94.106427,131.638840,37.532413,0.552645,1.470778,1.047011,1.894545,0.847534,0.686206,0.723984,0.589255,0.858713,0.269459,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,38.612313,1.409474,1.887869,0.445455,0.320643,0.243308,6.665371,30.201240,1.102443,19.131490,0.698361,12.135769,0.442995,78.749695,130.190546,90.317619,39.872927,0.693734
after_division,22.0,6,12,120.0,1 cycle + 2h,,138.194669,2.0,,,,5.0,1.0,0.0,sample2_middle_left1,0,-1,0.595367,556.387602,415.271059,697.504146,282.233087,0.893365,99.722862,94.106427,105.339297,11.232869,0.554564,1.472596,1.050647,1.894545,0.843898,0.745980,0.689581,0.589255,0.789907,0.200652,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,24.291732,1.038363,1.177420,0.572439,0.172827,0.922258,21.575548,22.325460,0.954314,12.085308,0.516593,5.967629,0.255090,74.018781,153.856908,122.532430,31.324478,0.796405
after_division,21.0,7,8,100.0,1 cycle,,163.796832,1.0,,,,2.0,2.0,0.0,sample2_upper_right1,0,-1,0.956472,427.681519,418.166294,437.196744,19.030450,0.912559,85.292077,81.392588,89.191565,7.798976,0.768831,1.305771,1.135119,1.476423,0.341304,0.870663,0.741916,0.690620,0.793212,0.102592,1.000000,1.000000,1.000000,1.000000,0.000000,0.800000,4.500000,4.000000,5.000000,1.000000,20.741661,1.003021,1.590254,0.688244,0.044039,1.102878,22.806622,19.017586,0.919649,10.044643,0.485737,1.693229,0.081881,63.936873,168.876533,158.717130,10.159404,0.939841
after_division,21.0,7,9,120.0,1 cycle + 2h,,163.21039,1.0,,,,2.0,2.0,0.0,sample2_upper_right1,0,-1,0.968209,463.920173,456.426813,471.413533,14.986720,0.912071,89.458659,85.344796,93.572521,8.227725,0.671945,1.419164,1.140707,1.697621,0.556914,0.859188,0.732016,0.676574,0.787457,0.110883,1.000000,1.000000,1.000000,1.000000,0.000000,0.800000,4.500000,4.000000,5.000000,1.000000,21.827553,1.013439,1.894237,0.677878,0.044380,1.108921,23.884055,19.632886,0.911542,10.408172,0.483245,1.628803,0.075624,60.058659,168.754967,157.665812,11.089155,0.934288
after_division,22.0,7,8,100.0,1 cycle,,136.989663,1.0,,,,1.0,2.0,1.0,sample2_upper_right1,0,-1,0.625711,567.958062,437.196744,698.719381,261.522637,0.866917,96.037602,89.191565,102.883640,13.692075,0.766247,1.303864,1.131305,1.476423,0.345118,0.832567,0.760064,0.690620,0.829507,0.138887,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,20.406992,0.862099,1.100010,0.696644,0.104545,1.033560,24.465676,18.219291,0.769679,10.164815,0.429416,3.747170,0.158300,84.890431,167.243150,106.736176,60.506973,0.638210
after_division,22.0,7,8,100.0,1 cycle,,121.637499,2.0,,,,3.0,1.0,0.0,sample2_upper_right1,0,-1,0.598475,558.442837,418.166294,698.719381,280.553087,0.791113,92.138114,81.392588,102.883640,21.491051,0.996639,1.133212,1.131305,1.135119,0.003815,0.956245,0.811359,0.793212,0.829507,0.036295,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,30.307493,1.292915,1.642941,0.501396,0.340330,0.361914,8.483698,24.907122,1.062536,14.828310,0.632574,3.210440,0.136957,79.800123,148.728304,94.546694,54.181610,0.635701
after_division,22.0,7,9,120.0,1 cycle + 2h,,132.820328,1.0,,,,1.0,2.0,1.0,sample2_upper_right1,0,-1,0.632351,608.453671,471.413533,745.493808,274.080275,0.883930,99.716075,93.572521,105.859630,12.287109,0.706609,1.448587,1.199554,1.697621,0.498067,0.809323,0.756274,0.676574,0.835975,0.159401,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,21.130773,0.862203,1.088117,0.681906,0.113691,1.013563,24.840295,18.816412,0.767769,10.544768,0.430260,3.805529,0.155278,77.976852,161.786326,103.854331,57.931996,0.641923
after_division,22.0,7,9,120.0,1 cycle + 2h,,121.615971,2.0,,,,3.0,1.0,0.0,sample2_upper_right1,0,-1,0.612248,600.960310,456.426813,745.493808,289.066995,0.806207,95.602213,85.344796,105.859630,20.514834,0.950943,1.170131,1.140707,1.199554,0.058846,0.941963,0.811716,0.787457,0.835975,0.048518,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,31.788995,1.306364,1.528846,0.500274,0.351758,0.358529,8.724412,26.002063,1.068551,15.461363,0.635383,3.087768,0.126891,78.705976,144.752086,98.479857,46.272229,0.680335
after_division,21.0,8,14,100.0,1 cycle,,162.244788,1.0,,,,2.0,0.0,2.0,sample2_middle_center,0,-1,0.541274,616.246588,432.834405,799.658771,366.824366,0.775816,97.059906,84.806765,109.313046,24.506281,0.869066,1.289235,1.198920,1.379550,0.180630,0.899291,0.798605,0.756259,0.840951,0.084692,1.000000,1.000000,1.000000,1.000000,0.000000,0.571429,5.500000,4.000000,7.000000,3.000000,21.877667,0.891458,1.028474,0.796742,0.021313,1.114350,27.347769,17.226719,0.701944,10.830275,0.441305,5.358194,0.218332,79.834583,162.431197,162.058378,0.372819,0.997705
after_division,21.0,8,14,100.0,1 cycle,,150.139404,2.0,,,,4.0,1.0,3.0,sample2_middle_center,0,-1,0.502446,751.237737,502.455974,1000.019500,497.563526,0.723710,109.135962,91.642795,126.629129,34.986334,0.754128,1.523565,1.310010,1.737119,0.427109,0.959313,0.767759,0.751815,0.783702,0.031887,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,20.928242,0.774566,1.125087,0.780560,0.078670,1.161114,31.372499,18.367678,0.679798,10.440724,0.386417,5.000579,0.185074,68.693400,156.201297,144.077510,12.123787,0.922384
after_division,21.0,8,15,120.0,1 cycle + 2h,,170.370576,1.0,,,,2.0,0.0,2.0,sample2_middle_center,0,-1,0.553439,694.635263,494.951468,894.319057,399.367589,0.787770,103.408842,91.132971,115.684713,24.551742,0.934103,1.285816,1.242007,1.329626,0.087619,0.891807,0.794323,0.748896,0.839751,0.090855,1.000000,1.000000,1.000000,1.000000,0.000000,0.571429,5.500000,4.000000,7.000000,3.000000,22.810993,0.874778,1.091601,0.817478,0.010213,1.163520,30.340338,17.756498,0.680943,11.294817,0.433144,5.484705,0.210333,80.955793,175.588798,165.152354,10.436443,0.940563
after_division,21.0,8,15,120.0,1 cycle + 2h,,154.545111,2.0,,,,4.0,1.0,3.0,sample2_middle_center,0,-1,0.495003,832.244481,551.120532,1113.368431,562.247899,0.720489,115.426761,96.674488,134.179035,37.504547,0.711466,1.417905,1.178862,1.656947,0.478085,0.953571,0.759065,0.741025,0.777105,0.036080,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,21.972088,0.773078,1.111859,0.772698,0.090080,1.166812,33.162614,19.311492,0.679466,10.977916,0.386253,5.304780,0.186646,56.771608,155.107642,153.982581,1.125061,0.992747
after_division,22.0,8,14,100.0,1 cycle,,137.93281,1.0,,,,1.0,0.0,1.0,sample2_middle_center,0,-1,0.861437,467.645189,432.834405,502.455974,69.621569,0.925406,88.224780,84.806765,91.642795,6.836029,0.915199,1.254465,1.198920,1.310010,0.111090,0.994124,0.754037,0.751815,0.756259,0.004444,1.000000,1.000000,1.000000,1.000000,0.000000,0.800000,4.500000,4.000000,5.000000,1.000000,23.372654,1.081562,1.928768,0.618658,0.125483,0.893486,19.308322,19.892480,0.920518,11.672638,0.540147,0.895833,0.041454,88.518008,159.478355,116.387265,43.091089,0.729800
after_division,22.0,8,14,100.0,1 cycle,,108.575061,2.0,,,,3.0,1.0,2.0,sample2_middle_center,0,-1,0.628338,651.057373,502.455974,799.658771,297.202797,0.838352,100.477920,91.642795,109.313046,17.670251,0.949593,1.344780,1.310010,1.379550,0.069539,0.894006,0.796383,0.751815,0.840951,0.089135,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,36.917316,1.456483,1.850582,0.439983,0.341975,0.159970,4.054735,28.535295,1.125791,18.367357,0.724640,6.737382,0.265807,71.419934,135.595766,81.554356,54.041410,0.601452
after_division,22.0,8,14,100.0,1 cycle,,112.875532,3.0,,,,5.0,2.0,3.0,sample2_middle_center,0,-1,0.799643,899.839135,799.658771,1000.019500,200.360729,0.863254,117.971088,109.313046,126.629129,17.316083,0.794159,1.558334,1.379550,1.737119,0.357570,0.931924,0.812327,0.783702,0.840951,0.057249,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,7.000000,7.000000,7.000000,0.000000,38.122146,1.272832,2.260473,0.552113,0.192737,0.560129,16.776224,27.174067,0.907294,17.692729,0.590729,3.434059,0.114657,68.586393,145.424341,80.326723,65.097618,0.552361
after_division,22.0,8,15,120.0,1 cycle + 2h,,133.098775,1.0,,,,1.0,0.0,1.0,sample2_middle_center,0,-1,0.898082,523.036000,494.951468,551.120532,56.169064,0.942679,93.903729,91.132971,96.674488,5.541516,0.949159,1.210434,1.178862,1.242007,0.063145,0.989490,0.744960,0.741025,0.748896,0.007871,1.000000,1.000000,1.000000,1.000000,0.000000,0.800000,4.500000,4.000000,5.000000,1.000000,25.075647,1.096839,2.104485,0.607743,0.124550,0.890942,20.368475,21.276983,0.930681,12.537823,0.548420,0.584995,0.025588,87.685874,160.479970,105.717579,54.762391,0.658759
after_division,22.0,8,15,120.0,1 cycle + 2h,,106.446481,2.0,,,,3.0,1.0,2.0,sample2_middle_center,0,-1,0.616246,722.719795,551.120532,894.319057,343.198525,0.835672,106.179601,96.674488,115.684713,19.010226,0.886612,1.254244,1.178862,1.329626,0.150764,0.882434,0.790388,0.741025,0.839751,0.098726,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,39.074305,1.463975,1.600596,0.433618,0.355550,0.144070,3.845300,30.226286,1.132471,19.211731,0.719795,7.826032,0.293213,62.168936,134.199339,78.693623,55.505716,0.586394
after_division,22.0,8,15,120.0,1 cycle + 2h,,109.600062,3.0,,,,5.0,2.0,3.0,sample2_middle_center,0,-1,0.803255,1003.843744,894.319057,1113.368431,219.049373,0.862167,124.931874,115.684713,134.179035,18.494321,0.802455,1.493286,1.329626,1.656947,0.327321,0.925399,0.808428,0.777105,0.839751,0.062646,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,7.000000,7.000000,7.000000,0.000000,40.685237,1.286035,2.562682,0.548977,0.188115,0.560873,17.743888,29.019377,0.917285,18.937863,0.598614,3.829523,0.121049,69.773066,148.507106,70.693019,77.814087,0.476024
after_division,21.0,9,15,100.0,1 cycle,,158.845274,1.0,,,,2.0,3.0,1.0,sample2_lower_left1,0,-1,0.557524,858.273120,614.446507,1102.099733,487.653226,0.761639,113.183393,97.868937,128.497849,30.628912,0.967547,1.017296,1.000516,1.034076,0.033559,0.961092,0.822445,0.806128,0.838763,0.032634,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,25.100488,0.865744,1.078639,0.802811,0.045920,1.076968,31.224491,19.269361,0.664622,12.543279,0.432632,5.702150,0.196674,87.057557,167.979296,149.711252,18.268045,0.891248
after_division,21.0,9,15,100.0,1 cycle,,168.50304,2.0,,,,4.0,2.0,0.0,sample2_lower_left1,0,-1,0.393854,784.816571,443.522865,1126.110278,682.587413,0.699837,110.728442,91.175633,130.281251,39.105617,0.970288,1.713125,1.687291,1.738959,0.051668,0.804158,0.752093,0.670453,0.833733,0.163280,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,20.756133,0.760054,1.043201,0.862321,0.016486,1.285592,35.107954,17.301348,0.633545,10.367906,0.379655,7.446869,0.272691,4.377054,172.318884,164.687195,7.631689,0.955712
after_division,21.0,9,16,120.0,1 cycle + 2h,,162.013591,1.0,,,,2.0,3.0,1.0,sample2_lower_left1,0,-1,0.611898,991.199253,752.544920,1229.853587,477.308668,0.795232,122.297442,108.347947,136.246937,27.898990,0.988758,1.024697,1.018904,1.030489,0.011584,0.967589,0.819057,0.805566,0.832549,0.026983,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,26.449598,0.846362,1.040787,0.818428,0.039764,1.122033,35.064550,20.348018,0.651118,13.220074,0.423030,5.194835,0.166230,86.884916,176.402378,147.624804,28.777575,0.836864
after_division,21.0,9,16,120.0,1 cycle + 2h,,169.925152,2.0,,,,4.0,2.0,0.0,sample2_lower_left1,0,-1,0.425608,888.271970,530.378291,1246.165650,715.787359,0.718319,118.895010,99.404797,138.385223,38.980427,0.896643,1.753709,1.658141,1.849278,0.191136,0.824850,0.746111,0.674498,0.817723,0.143225,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,21.943297,0.752372,1.070471,0.848470,0.019057,1.295728,37.790568,18.173748,0.623125,10.968504,0.376078,7.034474,0.241192,3.448710,178.102369,161.747936,16.354433,0.908174
after_division,22.0,9,15,100.0,1 cycle,,130.796776,1.0,,,,1.0,3.0,2.0,sample2_lower_left1,0,-1,0.721825,528.984686,443.522865,614.446507,170.923642,0.931610,94.522285,91.175633,97.868937,6.693304,0.612861,1.360683,1.034076,1.687291,0.653216,0.831695,0.738291,0.670453,0.806128,0.135675,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,24.437751,1.066033,1.378211,0.629359,0.093648,0.953197,21.851098,20.272084,0.884317,12.216187,0.532899,3.512717,0.153233,86.363462,147.637867,113.955684,33.682183,0.771859
after_division,22.0,9,15,100.0,1 cycle,,100.754862,2.0,,,,3.0,2.0,1.0,sample2_lower_left1,0,-1,0.402434,772.811299,443.522865,1102.099733,658.576868,0.709550,109.836741,91.175633,128.497849,37.322216,0.592972,1.343904,1.000516,1.687291,0.686775,0.799336,0.754608,0.670453,0.838763,0.168310,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,39.315465,1.449208,1.839794,0.426851,0.363574,0.117217,3.179975,30.999317,1.142666,19.741917,0.727707,11.553317,0.425867,69.439893,123.444706,78.065019,45.379686,0.632389
after_division,22.0,9,15,100.0,1 cycle,,107.818722,3.0,,,,5.0,1.0,0.0,sample2_lower_left1,0,-1,0.978678,1114.105005,1102.099733,1126.110278,24.010545,0.986311,129.389550,128.497849,130.281251,1.783402,0.575354,1.369738,1.000516,1.738959,0.738443,0.994003,0.836248,0.833733,0.838763,0.005030,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,43.152817,1.292863,1.422205,0.540424,0.267989,0.466723,15.578139,31.882991,0.955218,21.447994,0.642584,0.730038,0.021872,82.117513,151.401034,64.236410,87.164624,0.424280
after_division,22.0,9,16,120.0,1 cycle + 2h,,127.686371,1.0,,,,1.0,3.0,2.0,sample2_lower_left1,0,-1,0.704780,641.461605,530.378291,752.544920,222.166629,0.917459,103.876372,99.404797,108.347947,8.943150,0.614486,1.338523,1.018904,1.658141,0.639237,0.837298,0.740032,0.674498,0.805566,0.131067,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,27.357555,1.084273,1.543214,0.630530,0.080163,0.948256,23.925675,22.422682,0.888687,13.678769,0.542136,4.211115,0.166901,88.709173,149.159953,106.212790,42.947163,0.712073
after_division,22.0,9,16,120.0,1 cycle + 2h,,99.922907,2.0,,,,3.0,2.0,1.0,sample2_lower_left1,0,-1,0.431253,880.115939,530.378291,1229.853587,699.475297,0.729593,117.825867,99.404797,136.246937,36.842140,0.621472,1.344315,1.030489,1.658141,0.627653,0.810161,0.753524,0.674498,0.832549,0.158051,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,42.465496,1.461827,1.902295,0.419518,0.381591,0.103774,3.014593,33.437470,1.151047,21.283477,0.732660,11.956548,0.411591,63.704103,122.460983,77.384832,45.076151,0.631914
