input_csv,feature_column,observed_label_column,input_row_count,excluded_exception_row_count,analysis_row_count,valid_feature_row_count,mixture_log_likelihood,low_component_mean_angle_deg,high_component_mean_angle_deg,low_component_kappa,high_component_kappa,cutoff_angle_deg,n_total,low_component_weight,high_component_weight,model_estimated_low_component_count,model_estimated_high_component_count,high_angle_above_cutoff_mass_fraction,low_angle_above_cutoff_mass_fraction,high_angle_below_cutoff_mass_fraction,low_angle_below_cutoff_mass_fraction,model_estimated_high_angle_above_cutoff_count,model_estimated_low_angle_above_cutoff_count,model_estimated_high_angle_below_cutoff_count,model_estimated_low_angle_below_cutoff_count,model_estimated_high_angle_above_cutoff_count_rounded,model_estimated_low_angle_above_cutoff_count_rounded,model_estimated_high_angle_below_cutoff_count_rounded,model_estimated_low_angle_below_cutoff_count_rounded,high_angle_fraction_above_cutoff,high_angle_fraction_above_cutoff_percent,high_angle_retention,high_angle_retention_percent,component_separation_score,component_separation_score_percent,observed_below_cutoff_count,observed_above_cutoff_count
/mnt/c/again_and_again/paper_writting/Cell_Divisions_From_Shapes/minor_revision/data_codes/4_Non_model_fixed_sample_analysis/02_Neighbor_pair_geometry_analysis/Ipomoea_coccinea_3samples_neighbor_geometry.csv,junctionAngleAverageDegrees,observed_division,4663,0,4663,4663,-4766.260098108938,114.11726021448828,159.8435288566679,4.612391188598899,11.45969341141009,145.76592273336126,4663.0,0.8400428479594407,0.15995715204055974,3917.1198000348722,745.88019996513,0.1499800319253219,0.012498281334610277,0.009977120115237856,0.8275445666248304,699.356888867776,58.27948586328772,46.523311097354124,3858.8403141715844,699,58,47,3859,0.9230772336083057,92.30772336083058,0.9376262956175414,93.76262956175414,0.9302948841905392,93.02948841905392,3902,761
