genotype,primordium_id,source_file,cell_1_id,cell_2_id,pair_centroid_x,pair_centroid_y,x_norm,y_norm,region,angle,junction_angle_mean
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,20,21,455.3201295,375.601671,0.43553151603551504,0.2380935039994292,basal,9.519265094007679,150.015993
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,23,33,248.519292,391.9106295,0.06949550797668794,0.2624469393641057,basal,77.0373157812288,175.612483
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,25,29,626.130268,400.785171,0.737864243447779,0.27569889366955,basal,22.237394505873954,154.969257
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,27,28,378.74063,396.3589645,0.29998634786798795,0.2690894382645062,basal,17.611877238313618,157.338149
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,30,32,548.803137,418.3146945,0.6009957728552361,0.3018749439385373,basal,23.7070413984183,155.974368
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,34,40,404.0346765,444.26144650000003,0.34475662984769384,0.3406200635459783,basal,64.85126806584964,164.067405
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,35,36,697.8251505000001,436.071054,0.8647636743485203,0.32838971822012064,basal,17.290699990815096,147.902934
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,37,47,294.659856,453.7198025,0.1511639773132438,0.3547438018277392,basal,89.99394694366238,169.059089
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,41,44,228.338365,489.84840099999997,0.03377541105973711,0.40869301559182447,basal,7.472183360948404,165.379943
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,42,51,343.21048299999995,467.3782215,0.23709824097807589,0.3751393055811008,basal,84.37875449764219,172.149973
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,43,56,523.9826815,496.3032535,0.5570637435692244,0.41833175697112657,basal,89.58580322733826,160.528925
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,45,50,658.8793595,496.093529,0.7958299019292793,0.41801858479307863,basal,50.940493669776444,154.413611
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,48,58,728.5001685,511.4172895,0.9190582375214216,0.44090086822525076,basal,82.768652536218,166.449648
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,52,55,433.597578,503.241043,0.3970827547440513,0.42869164648595864,basal,67.35525693764244,171.107845
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,57,67,306.716825,545.5566565,0.17250472648718765,0.49187965191799665,basal,66.32982953258664,158.820605
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,59,64,575.876292,550.9395770000001,0.6489150641963937,0.49991772537743573,basal,62.19386606102374,154.498201
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,60,63,418.2135435,560.548787,0.3698531233542883,0.5142667271632089,apical,4.3769048971212685,146.248449
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,61,69,626.067996,568.670179,0.7377540224517259,0.5263940371409245,apical,55.7091735275012,166.43448
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,62,66,243.98465900000002,569.879539,0.06146923989481028,0.5281999201219025,apical,10.300467262044648,148.800202
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,65,71,684.212889,578.9069105,0.8406700685375048,0.5416800886034259,apical,43.424420898238346,162.664549
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,68,74,487.0003995,588.202395,0.4916053680818145,0.5555606181880773,apical,84.339247441649,166.702538
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,70,76,548.8922915,600.5747125,0.6011535756846396,0.5740356443246333,apical,51.061220423975485,155.583642
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,72,83,361.5325715,614.188889,0.26952820700198316,0.5943650827394803,apical,83.98449974261747,164.434889
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,73,80,735.5591695,599.005459,0.9315526189666771,0.5716923485413345,apical,86.19037704286254,170.429472
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,75,84,304.8244335,632.3033015000001,0.1691552070233487,0.6214145214873832,apical,69.11564827055228,161.388222
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,77,81,607.23402,629.1431225,0.7044180192021465,0.6166955680963797,apical,23.257418545789463,150.488395
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,82,91,694.4599049999999,658.719863,0.8588072138048922,0.6608611865241021,apical,43.441737798629994,146.637568
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,88,97,491.197834,685.5685615,0.49903479722263405,0.7009531423375549,apical,84.46653106637744,171.545645
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,90,95,334.8183805,677.8248845,0.22224427938171393,0.6893898572078251,apical,51.87147707393475,166.712763
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,94,100,386.12721350000004,707.6702295,0.31306054800285543,0.7339565706735544,apical,71.13455369497395,168.628193
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,98,108,695.6936545000001,724.63702,0.8609909416242955,0.7592923170234979,apical,79.00326479830933,167.326912
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,102,106,641.9124895,743.7411305,0.7657986629888033,0.78781962735183,apical,28.54752104973841,160.781814
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,104,112,356.312998,750.316108,0.2602895991181556,0.7976377459993481,apical,64.5242910688301,145.631682
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,105,113,593.9938645,756.9920119999999,0.680983038358328,0.8076065736571525,apical,58.253430774824075,161.154357
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,110,120,497.2120725,794.2279615,0.509679956491168,0.86320934494329,apical,86.96424251399726,165.443819
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,114,118,739.201566,784.7928440000001,0.9379996348044509,0.8491203076700408,apical,54.31039534998418,176.965848
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,115,119,316.9259045,798.963368,0.19057472442003073,0.870280514823526,apical,16.076764559036413,146.658744
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,116,125,680.0671995,806.6172095,0.8333322276777868,0.8817096526352218,apical,82.14844524494389,170.758207
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,117,122,630.664655,811.2173455,0.7458900761114104,0.8885788291522092,apical,47.56456781012729,165.752181
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,123,124,582.2470975,834.5636340000001,0.6601913445129045,0.9234407933904433,apical,5.319564647610807,168.726497
WT,WT__4d-WT-5-polygonal-network,4d-WT-5-polygonal-network.json,126,127,338.75291749999997,864.633059,0.22920838182177172,0.9683421154577283,apical,73.55147247449118,164.32174
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,0,5,575.255391,276.5016045,0.6131672362979195,0.031400330012241545,basal,87.18830080658292,175.370869
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,7,14,476.4216575,335.8541475,0.3848000828310884,0.1386059425207896,basal,82.14309279315604,171.246257
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,8,21,698.145012,364.8326295,0.8971183928975807,0.19094836552999295,basal,74.7324682277925,148.868779
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,10,17,562.5024125,345.5670725,0.583699955288357,0.1561499266745029,basal,82.52582336452413,168.278614
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,11,16,647.6580240000001,345.010158,0.780462173119401,0.15514399909213472,basal,72.73075641802993,158.826192
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,12,18,318.7668135,359.8571425,0.020519723488624717,0.18196138528614195,basal,67.77717134467353,167.165624
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,13,20,518.7144025,349.0558635,0.4825225248144073,0.1624515602215155,basal,88.79602319190305,167.907718
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,15,43,337.28173100000004,447.7535705,0.06330065320173953,0.34072442937430325,basal,84.08938661755465,160.177487
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,19,30,386.4109045,402.8018735,0.17681948029707595,0.2595303647799073,basal,88.73547861013657,159.377417
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,22,31,594.9640059999999,406.9232315,0.6587063467507657,0.26697457334156915,basal,75.71954218979259,162.625599
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,24,32,495.255065,410.3250745,0.4283169217538624,0.2731191569438745,basal,88.18019664364682,174.227637
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,27,29,644.5302745,418.51647049999997,0.7732351340834598,0.2879148772465423,basal,65.83992276273223,170.562993
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,28,36,556.3899544999999,427.353058,0.5695763905426665,0.30387597558436547,basal,87.05762193398085,162.979319
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,33,34,690.6266435,451.4915565,0.8797463039128042,0.34747617173315004,basal,19.719217513234167,154.079297
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,35,47,458.47977549999996,466.1171835,0.3433432201276494,0.3738937306380239,basal,85.62991509939492,160.047414
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,37,42,620.7459235,461.22159899999997,0.7182785484868429,0.36505107439480516,basal,49.77397634675865,158.331866
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,38,50,424.71072949999996,484.385859,0.2653158034024634,0.4068915509116624,basal,85.88608600423633,165.265383
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,39,48,490.2210235,477.62824850000004,0.4166851672194766,0.3946856076423624,basal,86.22899692616458,167.980108
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,40,54,376.7779445,503.0233005,0.15456137492397629,0.44055545528050694,basal,83.7062673618084,164.593021
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,44,46,539.0009135,489.17449350000004,0.5293969330430872,0.41554102857013564,basal,21.83226292323117,168.443039
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,49,60,658.69183,526.9505405,0.8059571005990477,0.4837740654728121,basal,80.40127941796881,155.038254
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,55,57,472.5233525,541.0632985,0.37579258321866593,0.5092652540403333,apical,30.316584667167515,146.426395
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,56,63,544.995017,548.320802,0.5432470255712679,0.522374129729121,apical,82.30520034054462,173.563804
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,58,64,577.3019405,552.031534,0.617896033513133,0.5290766445129453,apical,86.25438707438548,167.116218
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,59,61,321.87268500000005,564.7505020000001,0.027696210790794318,0.5520502979740386,apical,15.745950292463625,168.972054
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,65,71,694.649017,575.563823,0.8890404786226507,0.5715818739177438,apical,63.69851989266108,171.158166
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,70,75,466.2808205,599.339716,0.361368466950048,0.614527113382929,apical,22.29474534373236,168.667702
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,72,73,509.41646149999997,604.26848,0.4610385208809472,0.6234297001437031,apical,6.747156059169989,158.246871
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,76,97,549.330289,665.959153,0.55326418966175,0.7348585631838184,apical,88.3153280303484,154.9328
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,79,85,330.2126095,637.8222725,0.046966603102679104,0.6840362840426818,apical,42.39060471888542,158.829987
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,80,81,698.7137275,632.8056710000001,0.8984324780309474,0.6749750406766005,apical,15.695857571856058,151.31621
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,82,83,422.2308015,650.122972,0.2595856333673237,0.7062544394497902,apical,31.276319135954672,153.307798
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,84,88,650.746786,643.6834145,0.7875991268769611,0.694622979849626,apical,75.21690658503277,159.807852
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,86,96,463.632303,669.9548175,0.3552487507260111,0.7420757376880542,apical,86.27879691061253,167.601364
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,87,94,600.4506325,673.026531,0.6713838530188122,0.747624024426472,apical,21.41252697341009,154.976421
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,89,90,504.98859600000003,669.0105255000001,0.4508074084423083,0.7403701089629815,apical,11.950963249733846,171.496126
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,91,101,733.2235285,690.7138875,0.9781714977157274,0.7795718364560182,apical,73.08759013152051,161.605526
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,92,100,378.92881,689.124507,0.15953120672462373,0.7767010157396818,apical,72.97881310233501,170.524963
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,93,95,692.953526,686.191008,0.885122844028804,0.7714023791321785,apical,25.321005277511944,168.164043
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,98,102,653.3212475,735.280437,0.7935477278621191,0.8600702278482795,apical,60.52060511205447,147.953726
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,99,107,432.82649000000004,731.80402,0.28406823800115805,0.8537909448558031,apical,89.40624623923802,170.289512
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,104,105,597.8877015,736.480566,0.6654618946319839,0.8622379625068309,apical,6.975758594353396,160.216306
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,106,109,467.1506345,768.301082,0.36337827615376084,0.9197138133413614,apical,78.02289062637469,163.62581
WT,WT__4d-WT-7-polygonal-network,4d-WT-7-polygonal-network.json,108,110,543.5311925,789.2057064999999,0.5398646841135307,0.9574728201253452,apical,87.42941315650394,161.220951
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,0,3,495.6136405,107.15891099999999,0.6263578331010774,0.006279747962407897,basal,18.627945994505048,171.676005
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,1,2,414.623928,121.3153095,0.4593767402709524,0.025439291392513032,basal,12.363774944892779,151.107327
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,4,15,557.458605,181.6480875,0.7538671110016538,0.10709483961333283,basal,89.36938171321378,153.474434
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,5,10,355.8536125,158.919358,0.33820664094307507,0.07633333767014001,basal,73.67042055944862,152.283528
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,9,11,414.0901965,167.0511665,0.4582763157059453,0.08733908451465333,basal,55.69626114770208,173.74066
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,12,13,496.94285649999995,197.1126205,0.6290983532663673,0.128024837567247,basal,3.2996889551871234,155.40819
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,14,19,613.5230575,210.3946885,0.8694583788107924,0.14600104519432175,basal,85.26356981946148,172.115643
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,16,21,278.027988,257.86338,0.177749128154683,0.2102460900314328,basal,22.325959506214986,169.913007
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,17,18,419.0036635,226.8761855,0.4684066898475347,0.1683074218878464,basal,11.230889891492293,145.685626
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,20,25,359.979999,240.218093,0.34671424648877297,0.1863646174511597,basal,70.96217072530602,171.53365
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,23,34,323.759188,271.58285,0.2720357420555906,0.2288142859820501,basal,79.64742797786961,159.893314
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,24,26,494.772299,264.6069285,0.6246231915178845,0.21937293895128837,basal,1.9519613126975681,150.028417
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,27,31,608.5687164999999,272.267521,0.859243732420572,0.22974093295089834,basal,68.48068223356466,161.569365
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,28,37,401.250182,283.7819205,0.43180332812539735,0.24532474385392083,basal,79.2757221926841,155.409122
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,29,35,543.987442,297.6671455,0.7260928486910826,0.2641172758262499,basal,30.01605436448479,159.791351
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,38,43,588.43713,325.227526,0.8177372964744736,0.3014180276481185,basal,34.32355862961605,172.277988
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,40,41,485.7336685,315.7664475,0.6059877333591993,0.2886132210854618,basal,5.16332585156801,167.742731
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,42,52,370.0351375,340.53214049999997,0.36744549695824785,0.32213158881226384,basal,88.55726913259015,156.347254
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,46,62,672.2507275,374.857243,0.9905405534878162,0.368587846178257,basal,88.00193725612361,156.836849
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,47,49,533.0819630000001,342.0322405,0.7036084028887103,0.3241618531552393,basal,29.086467304609435,156.227093
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,48,65,617.0303195,389.9301115,0.8766895001905795,0.38898775782541883,basal,71.08303828451673,162.827447
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,53,58,266.48022449999996,374.3770145,0.1539404478982389,0.3679378956416058,basal,41.669705746710555,164.202979
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,54,67,320.1431735,386.6294395,0.2645803994662515,0.3845205645253339,basal,77.33131297811404,156.739396
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,59,60,393.544331,384.4123855,0.41591573720246244,0.38151996077714984,basal,10.748125968179764,165.140112
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,68,77,195.370328,426.447675,0.007329133175926858,0.4384113342979144,basal,80.0116946788169,172.934524
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,69,70,400.032134,418.3813945,0.4292920093432798,0.4274942743155213,basal,0.9629833318011286,158.791221
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,71,81,277.69223050000005,442.5659785,0.17705687783615148,0.4602261578865458,basal,73.23006226001802,162.669552
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,72,76,517.3618155,436.234242,0.6711972814268238,0.4516566632894749,basal,11.31005349766055,155.532197
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,74,85,564.9124115,451.714965,0.7692350474554878,0.472608573102407,basal,78.06365206297737,158.299748
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,78,91,373.706135,474.500214,0.3750142011233189,0.5034465696296494,apical,81.53433191694667,151.303603
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,79,89,330.4101825,475.61668050000003,0.2857484753859769,0.5049576169765441,apical,73.92640686340069,162.02134
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,82,92,602.3994964999999,476.338895,0.8465243009556256,0.5059350760441593,apical,88.85112220037391,170.701405
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,83,97,479.9663175,491.30498250000005,0.5940968580493885,0.5261904682214144,apical,87.86781439802516,149.436953
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,86,99,447.22288749999996,496.696325,0.5265878676401844,0.5334872153972812,apical,89.95150505106523,157.180324
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,87,94,528.025813,494.7875485,0.6931838510974806,0.5309038403778429,apical,46.73383356284256,155.668482
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,88,105,236.146547,516.72703,0.09139978116224369,0.5605971588184927,apical,85.18982606904791,159.215314
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,93,100,286.2538975,517.5072835,0.19470895324150136,0.5616531689908357,apical,71.67096584011986,152.158703
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,95,96,647.306771,520.5147145000001,0.9391121808302753,0.565723484251991,apical,13.120202411779104,157.926978
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,98,110,571.5707454999999,540.86019,0.7829629130501208,0.5932594441536841,apical,87.41116933832235,151.263333
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,101,117,420.19582249999996,558.3219325,0.4708646318071047,0.6168925040590028,apical,87.43116575713891,173.437993
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,102,111,348.36008100000004,550.050964,0.32275680119920686,0.6056984153799662,apical,73.86035246779726,164.859282
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,103,107,525.131307,545.1046555,0.6872160835852382,0.599003985823999,apical,1.677459867743526,171.395743
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,104,116,387.4341555,559.357294,0.40331804113860914,0.618293782330811,apical,88.52089236097143,171.104906
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,108,123,462.84189549999996,584.9812675000001,0.5587904640472585,0.6529737634803324,apical,78.39116500724138,158.309212
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,113,114,205.4117645,589.5324880000001,0.028032133453330058,0.6591334732984571,apical,2.1234707035907237,172.369223
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,115,120,652.075474,581.5550025,0.9489440868062631,0.6483365901858289,apical,88.37270280909084,171.080801
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,118,126,543.174287,597.2799035,0.724416320816752,0.6696189752249053,apical,79.29612566929634,157.736167
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,124,127,338.948628,613.8762320000001,0.3033526737051209,0.6920807670906854,apical,28.153835576731367,158.638798
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,130,135,257.317883,641.511481,0.13504992774047442,0.7294828473879637,apical,35.5930735645549,159.439247
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,131,142,655.3349095,643.727251,0.9556642502072543,0.7324817133457229,apical,76.12308420581398,177.888454
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,132,134,470.25298799999996,655.9252180000001,0.5740703346198963,0.7489906777193586,apical,34.81270554492682,154.927395
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,136,141,350.99177599999996,661.213128,0.32818271633744817,0.7561474373499585,apical,22.53801161019549,167.826339
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,138,140,521.4616035,665.230907,0.679650047333504,0.7615851771284102,apical,21.140395225739898,165.779952
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,139,143,606.9144739999999,664.5063680000001,0.8558330866492829,0.760604572037553,apical,28.88710177243884,159.15075
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,147,148,651.982446,699.2251775,0.9487522856919697,0.8075936800692882,apical,47.57923239582571,161.939039
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,151,156,605.338694,726.935446,0.8525842114731939,0.8450972932082956,apical,70.92009104833137,150.498262
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,152,160,363.700014,731.285142,0.3543840128192122,0.8509842558718399,apical,79.640502652603,154.616095
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,154,158,518.8540184999999,721.4157514999999,0.6742738411524108,0.8376268319540675,apical,86.27442379977772,175.993436
WT,WT__4d-WT-8-polygonal-network,4d-WT-8-polygonal-network.json,155,157,325.5664955,748.198177,0.27576197063591895,0.8738746844379324,apical,32.88244668933974,176.058692
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,0,4,419.166524,130.139057,0.35359676892555775,0.020947628086813577,basal,43.0820738864112,157.944615
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,1,2,478.244143,130.721672,0.47602573042403296,0.021917960023993016,basal,23.25925054673423,168.515015
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,3,5,536.5020835,146.5465065,0.5967560387063447,0.04827385940167614,basal,41.34566005738084,161.244382
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,6,8,446.455744,168.39645050000001,0.41014933352203237,0.08466444064105735,basal,29.15143640893634,172.667188
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,12,16,356.503652,214.6676305,0.22373794127930682,0.16172803104806383,basal,49.80474892284247,174.698259
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,14,15,625.9998275,220.85586849999999,0.7822258670414438,0.1720343996899068,basal,7.387116563618248,166.929537
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,17,18,509.571317,229.751147,0.5409463119305766,0.18684928227730252,basal,3.0473465280675054,177.517516
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,19,30,664.4730125,283.60887149999996,0.8619554188551131,0.2765480887724339,basal,84.11900259304589,159.935057
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,20,27,410.3774195,275.1350845,0.3353827488846252,0.2624351906236464,basal,32.76797686668945,163.416981
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,23,28,619.2935425000001,285.2343305,0.7683281588744508,0.27925525350433367,basal,59.6390599735183,167.833387
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,24,34,298.496761,296.1909245,0.10352789312409519,0.2975032098406939,basal,80.14635151977225,167.15427
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,25,29,516.669263,284.5690915,0.5556556751761105,0.2781473131877313,basal,73.13141480589789,176.620059
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,31,33,579.986077,321.090284,0.6868696935239407,0.33897252274572043,basal,9.396979966738996,168.776825
WT,WT__4d-WT-9-polygonal-network,4d-WT-9-polygonal-network.json,32,36,396.667556,318.753714,0.30697123909458357,0.3350810189319578,basal,34.972868503526286,168.100991
