file_name,first_cell_id,second_cell_id,divided,first_cell_centroid_x,first_cell_centroid_y,second_cell_centroid_x,second_cell_centroid_y
left,151,147,1,403.051,509.739,426.18,511.534
left,173,169,1,528.412,577.674,509.559,565.57
left,190,188,1,508.882,682.66,486.737,661.324
left,6,4,1,343.556,129.395,321.421,130.024
left,193,192,1,492.29,716.557,459.355,696.47
left,45,40,1,540.507,256.401,528.502,235.662
left,125,121,1,229.037,457.837,222.325,433.161
left,165,162,1,226.512,566.555,206.95,541.34
left,167,166,1,141.508,565.725,119.281,558.444
left,149,144,1,118.825,518.559,102.461,496.803
left,143,142,1,271.683,502.972,290.801,495.633
left,44,35,1,393.03,245.643,387.299,223.519
left,186,182,1,331.503,648.183,340.027,628.407
left,13,8,1,292.062,156.995,286.939,135.392
left,41,37,1,205.02,247.381,219.488,231.071
left,31,30,1,547.431,214.858,568.16,209.723
left,129,124,1,107.992,462.393,96.5258,443.072
left,171,168,1,252.042,574.958,274.534,577.575
left,135,134,1,296.673,470.196,318.463,463.874
left,153,150,1,349.481,522.805,370.884,511.731
left,157,148,1,154.385,530.823,149.281,505.677
left,183,179,1,484.643,630.016,465.175,606.991
left,100,88,1,536.128,392.464,550.569,368.73
left,163,160,1,426.809,554.736,400.956,542.214
left,70,58,1,254.722,310.574,256.797,289.671
left,12,10,1,581.821,147.937,555.075,139.136
left,15,11,1,256.788,162.727,256.029,140.002
left,95,83,1,118.364,377.613,119.73,349.299
left,185,180,1,385.171,641.176,370.302,616.069
left,178,172,1,308.465,596.199,306.478,570.838
left,50,39,1,582.385,267.146,578.759,237.436
left,107,92,1,478.384,402.761,457.191,374.46
left,25,19,1,380.764,194.484,349.965,186.419
left,120,113,1,284.369,439.712,254.769,422.045
left,9,7,1,470.205,143.051,496.359,143.806
left,93,91,1,320.868,377.272,297.705,365.547
left,62,55,1,321.82,298.47,328.091,276.642
left,159,156,1,332.134,544.902,297.739,534.08
left,65,57,1,476.898,314.146,445.129,289.283
left,152,140,1,207.193,515.302,195.589,492.539
left,96,85,1,153.22,378.215,151.637,355.33
left,26,22,1,198.467,206.83,231.502,187.694
left,146,138,1,487.667,504.922,491.069,475.86
left,53,49,1,165.33,274.562,186.95,270.644
left,78,69,1,296.061,337.051,292.44,311.25
left,136,130,1,351.746,476.323,339.712,453.169
left,54,51,1,292.528,278.977,272.633,264.996
left,115,106,1,170.777,424.774,163.782,400.232
left,119,111,1,322.429,433.356,310.67,411.484
left,123,110,1,373.622,447.333,350.093,415.479
left,5,3,1,521.227,133.477,501.096,112.836
left,122,117,1,488.406,441.136,461.429,441.186
left,191,189,1,341.312,677.738,375.448,670.349
left,104,103,1,82.9205,410.124,62.9387,393.139
left,132,126,1,164.979,468.355,193.263,454.952
left,48,42,1,146.147,261.544,169.682,241.766
left,116,105,1,400.225,427.3,380.784,401.222
left,24,17,1,576.8,187.723,566.263,165.27
left,2,1,1,563.945,113.398,534.203,109.085
left,176,170,1,431.816,597.579,450.028,576.847
left,38,34,1,336.37,242.056,359.037,228.581
left,73,67,1,382.018,331.578,357.32,309.176
left,72,61,1,521.85,319.367,518.707,294.245
left,127,114,1,518.86,450.686,517.255,419.303
left,59,52,1,386.469,294.052,363.232,272.233
left,112,101,1,202.288,416.777,191.579,393.85
left,68,56,1,223.487,309.757,216.739,283.145
left,108,99,1,438.462,415.695,416.669,394.27
left,89,82,1,390.903,369.077,420.045,351.722
left,118,109,1,140.287,434.057,126.256,409.423
left,175,164,1,391.753,585.461,370.226,554.84
left,21,16,1,543.908,183.916,530.345,161.674
left,33,32,1,257.771,220.626,237.54,215.424
left,87,76,1,267.231,362.535,268.046,332.511
left,187,184,1,421.314,666.946,448.816,644.4
left,64,63,1,166.472,299.1,186.932,309.063
left,98,80,1,506.919,385.119,506.457,349.529
left,161,155,1,481.796,555.726,456.736,532.235
left,43,36,1,307.218,246.172,279.23,233.539
