file_name,first_cell_id,second_cell_id,divided,first_cell_centroid_x,first_cell_centroid_y,second_cell_centroid_x,second_cell_centroid_y
right,349,343,1,880.533,510.693,899.507,494.782
right,320,306,1,1231.21,445.941,1220.19,422.023
right,271,266,1,1079.11,332.556,1098.8,316.61
right,264,258,1,1003.56,316.215,997.188,292.904
right,304,303,1,1264.73,420.256,1243.65,404.633
right,442,432,1,975.186,696.252,957.947,677.485
right,452,445,1,1190.99,727.038,1186.46,707.023
right,444,438,1,1002.58,702.12,1024.68,684.212
right,471,466,1,1039.42,799.107,1068.52,781.028
right,235,234,1,1116.44,249.454,1081.41,250.266
right,328,321,1,905.54,464.759,933.782,445.803
right,393,388,1,1219.8,586.335,1198.37,584.268
right,395,394,1,1056.23,600.774,1079.81,598.043
right,368,366,1,1041.72,544.77,1012.32,545.739
right,460,451,1,1091.56,754.601,1091.09,724.502
right,268,263,1,1167.91,327.435,1173.29,305.458
right,299,293,1,885.578,404.247,913.992,386.394
right,391,386,1,931.507,588.343,902.735,585.194
right,354,341,1,1109.92,511.365,1112.41,488.22
right,465,463,1,1012.3,772.947,1036.82,764.056
right,404,400,1,1000.23,618.349,1024.29,605.328
right,458,457,1,1126.97,743.9,1152.52,737.759
right,291,281,1,1223.77,380.665,1240.05,355.458
right,284,283,1,1069.04,366.357,1096,365.255
right,336,326,1,1280.47,480.299,1262.29,461.479
right,472,468,1,1003.27,801.843,981.985,777.522
right,344,340,1,975.811,493.551,954.962,492.788
right,210,209,1,964.965,174.132,992.174,179.899
right,243,238,1,1241.58,268.213,1217.95,253.989
right,434,433,1,1098.57,684.322,1129.58,677.62
right,430,426,1,1076.66,663.674,1047.18,660.712
right,427,423,1,988.703,668.795,1010.84,655.769
right,403,397,1,1115.33,611.632,1144.47,601.448
right,228,223,1,1150.77,235.442,1169.86,214.03
right,219,211,1,899.728,202.687,893.564,182.453
right,450,448,1,955.107,716.617,932.513,715.217
right,237,236,1,1016.97,250.481,993.523,259.998
right,260,254,1,1134.51,304.408,1105.54,285.943
right,360,356,1,1201.81,528.45,1179.01,522.941
right,415,412,1,1139.37,640.241,1163.34,631.023
right,357,350,1,924.241,531.172,931.37,504.946
right,220,218,1,962.299,207.422,932.953,202.349
right,217,213,1,1135.26,191.837,1096,184.835
right,278,269,1,1025.07,352.856,1046.92,330.424
right,277,275,1,952.123,341.485,984.434,348.081
right,334,323,1,1177.98,471.388,1195.28,453.517
right,225,222,1,988.671,222.069,1017.47,219.421
right,351,345,1,1231.69,508.4,1258.66,501.202
right,449,447,1,1116.55,711.568,1145.94,709.293
right,406,396,1,1194.58,619.181,1177.35,601.387
right,311,301,1,953.868,421.482,944.451,399.564
right,372,370,1,960.189,556.783,984.528,552.863
right,428,422,1,1159.88,662.244,1188.28,651.156
right,429,420,1,928.691,673.289,903.833,655.248
right,418,408,1,941.211,645.478,928.464,620.294
right,355,352,1,966.14,524.071,995.684,513.511
right,302,297,1,1081.66,409.304,1114.82,397.885
right,298,296,1,1169.54,406.6,1151.02,388.386
