file_name,first_cell_id,second_cell_id,divided,first_cell_centroid_x,first_cell_centroid_y,second_cell_centroid_x,second_cell_centroid_y
right,414,407,1,882.152,638.729,863.508,624.369
right,473,467,1,1114.14,795.936,1114.75,774.415
right,381,374,1,1279.64,574.478,1290.25,555.531
right,310,300,1,1189.57,423.125,1199.52,400.242
right,313,308,1,899.681,433.586,918.276,419.501
right,319,315,1,1100.7,442.624,1110.26,425.628
right,443,437,1,1226.06,702.213,1242.15,682.649
right,425,419,1,1251.31,657.384,1271.58,648.307
right,424,416,1,1106.51,651.578,1112.54,632.709
right,270,267,1,871.156,336.117,899.221,323.141
right,325,317,1,1296.11,455.427,1288.25,436.667
right,440,435,1,907.271,703.187,889.169,687.824
right,214,208,1,928.441,176.479,947.328,164.072
right,358,348,1,1285.82,526.503,1291.29,502.377
right,233,231,1,1176.1,248.825,1194.05,241.66
right,439,436,1,1163.09,687.822,1187.38,679.508
right,378,377,1,936.874,561.699,912.309,560.208
right,462,459,1,957.139,758.159,953.087,739.787
right,295,292,1,980.114,394.225,1002.63,381.609
right,259,256,1,1235.87,292.568,1254.24,297.909
right,288,282,1,1195.57,371.869,1179.37,359.318
right,312,309,1,1132.85,431.789,1145.34,419.341
right,337,329,1,924.852,479.413,949.523,464.795
right,206,203,1,917.687,156.414,941.417,143.921
right,389,384,1,875.748,582.861,857.24,582.757
right,215,212,1,1020,185.067,1038.24,179.121
right,333,330,1,1059.67,470.958,1084.77,468.503
right,371,365,1,1214.47,558.397,1229.34,537.21
right,216,207,1,1059.87,183.628,1065.59,162.652
right,251,248,1,910.811,286.712,932.893,275.413
right,474,247,1,1212.05,288.819,1189.11,279.237
right,280,274,1,907.894,355.488,921.949,338.981
right,249,242,1,967.034,276.35,959.47,258.832
right,307,294,1,1043.88,412.081,1039.36,388.474
right,331,327,1,1122.26,466.054,1149.1,463.156
right,241,240,1,900.047,260.947,878.235,262.255
right,273,272,1,1108.68,341.703,1129.41,331.279
right,318,316,1,1036.41,445.334,1062.62,438.312
right,413,409,1,1071,634.074,1088.67,619.404
right,369,367,1,888.156,547.892,863.511,547.852
right,379,375,1,1095.8,560.681,1070.56,564.147
right,290,286,1,963.698,372.253,939.615,367.804
right,470,469,1,938.256,787.583,962.7,792.983
right,255,250,1,1041.45,294.393,1025.88,277.037
right,200,198,1,1057.4,135.896,1037.04,124.049
right,346,342,1,1145.09,497.161,1169.58,494.784
right,383,382,1,1025.68,578.75,1048.62,572.379
right,464,461,1,1148.13,778.737,1172.07,756.895
right,229,221,1,1052.5,227.15,1050.8,205.939
right,362,359,1,1128.43,535.527,1152.19,529.33
right,232,230,1,929.287,245.159,956.529,234.23
right,364,361,1,1103.96,538.81,1074.87,531.55
right,262,257,1,930.914,312.562,958.611,305.402
right,314,305,1,977.111,437.38,1007.24,419.286
right,421,411,1,964.86,649.991,971.685,629.271
right,285,279,1,1128,366.364,1153.5,354.123
right,245,244,1,1160.38,276.631,1137.42,270.643
right,385,376,1,1159.14,581.221,1135.05,562.836
right,332,324,1,986.885,471.022,1012.61,458.641
right,405,398,1,1283.97,618.05,1273.87,598.346
right,226,224,1,1089.06,217.954,1120.59,216.633
right,246,239,1,1066.67,276.503,1045.01,255.141
right,456,453,1,1044.53,739.742,1063.11,727.013
right,380,363,1,1248.64,573.913,1257.69,539.953
right,202,199,1,1088.44,144.946,1108.18,132.201
