fileName,pairIndex,firstPolygonId,secondPolygonId,is_real_division,divided_how_many_hours_ago,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
left,1,428,427,0,-1,0.521875,730.500000,501.000000,960.000000,459.000000,0.817594,109.981633,98.944355,121.018910,22.074554,0.957612,1.232571,1.205882,1.259259,0.053377,0.780712,0.733396,0.643081,0.823711,0.180630,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,22.659725,0.849205,1.463415,0.795337,0.001027,1.274749,34.014703,19.033283,0.713299,11.176355,0.418850,5.433160,0.203615,46.754033,172.080125,178.781125,165.379126,13.401999,0.925037
left,2,428,426,0,-1,0.684426,616.500000,501.000000,732.000000,231.000000,0.899731,104.457716,98.944355,109.971077,11.026722,0.860294,1.171296,1.083333,1.259259,0.175926,0.845477,0.701847,0.643081,0.760613,0.117533,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,4.000000,4.000000,4.000000,0.000000,25.690074,1.039273,1.133333,0.590002,0.165450,0.947874,23.430749,25.474221,1.030541,12.470489,0.504485,5.469189,0.221252,83.370264,142.371781,168.178512,116.565051,51.613460,0.693103
left,3,428,425,0,-1,0.411499,859.250000,501.000000,1217.500000,716.500000,0.703688,119.776299,98.944355,140.608242,41.663887,0.902406,1.197811,1.136364,1.259259,0.122896,0.831014,0.708466,0.643081,0.773851,0.130770,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,34.914216,1.219163,1.420000,0.473873,0.326447,0.455286,13.038405,31.648469,1.105127,17.296790,0.603983,12.700742,0.443495,86.627788,101.581784,122.005383,81.158185,40.847198,0.665202
left,4,427,425,0,-1,0.788501,1088.750000,960.000000,1217.500000,257.500000,0.860681,130.813576,121.018910,140.608242,19.589333,0.942350,1.171123,1.136364,1.205882,0.069519,0.939469,0.798781,0.773851,0.823711,0.049860,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,43.735013,1.327787,1.041667,0.475081,0.266131,0.328392,10.816654,32.423626,0.984375,21.818870,0.662417,4.089985,0.124171,71.938020,102.066752,144.920013,59.213492,85.706521,0.408594
left,5,427,424,0,-1,0.663442,1203.500000,960.000000,1447.000000,487.000000,0.793837,136.733485,121.018910,152.448059,31.429149,0.986631,1.214052,1.205882,1.222222,0.016340,0.949861,0.803060,0.782410,0.823711,0.041300,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,45.863268,1.328921,1.465517,0.449778,0.419194,0.204889,7.071068,36.582883,1.060015,22.268905,0.645257,6.442985,0.186690,62.467084,90.591910,104.283664,76.900157,27.383507,0.737413
left,6,426,425,0,-1,0.601232,974.750000,732.000000,1217.500000,485.500000,0.782110,125.289660,109.971077,140.608242,30.637165,0.953333,1.109848,1.083333,1.136364,0.053030,0.982894,0.767232,0.760613,0.773851,0.013237,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,25.333092,0.817880,1.050847,0.751034,0.079764,1.129515,34.985711,22.267880,0.718919,12.662852,0.408821,4.600332,0.148522,45.968960,161.520264,162.276763,160.763764,1.513000,0.990676
left,7,425,424,0,-1,0.841396,1332.250000,1217.500000,1447.000000,229.500000,0.922335,146.528151,140.608242,152.448059,11.839817,0.929752,1.179293,1.136364,1.222222,0.085859,0.989060,0.778131,0.773851,0.782410,0.008559,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,29.011445,0.795574,1.263158,0.816517,0.050103,1.241618,45.276926,21.778053,0.597214,14.133686,0.387585,2.121746,0.058184,33.771839,140.054982,141.930133,138.179830,3.750303,0.973576
left,8,425,420,0,-1,0.809035,1101.250000,985.000000,1217.500000,232.500000,0.859087,130.701447,120.794652,140.608242,19.813590,0.949474,1.107656,1.078947,1.136364,0.057416,0.912235,0.811077,0.773851,0.848302,0.074451,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,40.166129,1.212061,1.218750,0.539619,0.186379,0.527005,17.464249,31.670279,0.955689,20.029293,0.604408,4.640512,0.140033,78.358598,107.929518,110.949701,104.909334,6.040368,0.945558
left,9,424,423,0,-1,0.716655,1242.000000,1037.000000,1447.000000,410.000000,0.862939,142.000706,131.553352,152.448059,20.894707,0.806667,1.368687,1.222222,1.515152,0.292929,0.962388,0.767696,0.752982,0.782410,0.029428,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,7.000000,7.000000,7.000000,0.000000,41.050339,1.168827,1.709091,0.462049,0.287238,0.342861,12.041595,32.249426,0.918239,19.005693,0.541149,6.078685,0.173079,49.718991,83.798507,98.914927,68.682088,30.232839,0.694355
left,10,424,421,0,-1,0.305114,944.250000,441.500000,1447.000000,1005.500000,0.584616,120.785840,89.123620,152.448059,63.324439,0.909091,1.166667,1.111111,1.222222,0.111111,0.892730,0.740446,0.698482,0.782410,0.083929,1.000000,1.000000,1.000000,1.000000,0.000000,0.571429,5.500000,4.000000,7.000000,3.000000,24.622342,0.833930,1.181818,0.729346,0.088695,1.036187,30.594117,22.911167,0.775974,12.310253,0.416934,10.001508,0.338739,61.249331,134.983898,148.374440,121.593355,26.781085,0.819503
left,11,424,420,0,-1,0.680719,1216.000000,985.000000,1447.000000,462.000000,0.792366,136.621356,120.794652,152.448059,31.653407,0.882775,1.150585,1.078947,1.222222,0.143275,0.922325,0.815356,0.782410,0.848302,0.065892,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,7.000000,7.000000,7.000000,0.000000,47.041428,1.355189,1.303030,0.514536,0.246711,0.425351,14.764823,33.928863,0.977437,23.464601,0.675978,9.408591,0.271047,86.539001,127.923030,142.685527,113.160533,29.524994,0.793076
