estimated_pairs,real_pairs,neighbor_pairs,true_positive,false_positive,false_negative,true_negative,precision,recall,f1,specificity,accuracy
10,12,67,9,1,3,54,0.900000,0.750000,0.818182,0.981818,0.940299
