fileName,pairIndex,firstPolygonId,secondPolygonId,observed_division,division_timing,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
sample2_12h,52,20,23,1,4,0.846137,2821.666667,2586.500000,3056.833333,470.333333,0.839684,208.530423,190.358363,226.702483,36.344120,0.789778,1.207390,1.065574,1.349206,0.283633,0.833279,0.822199,0.747427,0.896971,0.149544,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,62.954526,1.186184,1.270833,0.621240,0.226875,0.746102,39.597980,48.262184,0.909352,31.186434,0.587612,8.036714,0.151427,78.551282,144.671909,148.688851,140.654966,8.033885,0.945968
sample2_12h,53,20,24,0,-1,0.588331,3491.416667,2586.500000,4396.333333,1809.833333,0.707681,229.673594,190.358363,268.988826,78.630463,0.814648,1.186795,1.065574,1.308017,0.242443,0.851243,0.830256,0.763540,0.896971,0.133431,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,71.561984,1.221585,1.974684,0.550153,0.467432,0.511888,29.987034,57.806109,0.986768,33.697490,0.575227,12.749227,0.217633,56.551750,113.894788,125.131992,102.657583,22.474409,0.820394
sample2_12h,54,21,22,0,-1,0.622995,3861.916667,2964.833333,4759.000000,1794.166667,0.805625,247.254784,220.637920,273.871648,53.233728,0.921731,1.330429,1.276243,1.384615,0.108372,0.959883,0.781325,0.765332,0.797318,0.031986,1.000000,1.000000,1.000000,1.000000,0.000000,0.571429,5.500000,4.000000,7.000000,3.000000,56.670258,0.918214,1.364583,0.634270,0.360054,0.837055,51.661290,47.201812,0.764799,27.789297,0.450263,5.458245,0.088439,54.545405,109.305870,128.611739,90.000000,38.611739,0.699781
sample2_12h,55,21,25,0,-1,0.836310,4369.500000,3980.000000,4759.000000,779.000000,0.884463,258.050469,242.229290,273.871648,31.642358,0.778030,1.230944,1.077273,1.384615,0.307343,0.935388,0.824855,0.797318,0.852393,0.055075,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,67.639015,1.024269,1.068306,0.647561,0.318038,0.789658,52.146162,54.298144,0.822246,32.198677,0.487590,3.337443,0.050539,64.953339,126.588303,135.000000,118.176606,16.823394,0.875382
sample2_12h,56,21,26,0,-1,0.749807,4163.666667,3568.333333,4759.000000,1190.666667,0.827627,250.267549,226.663450,273.871648,47.208197,0.787549,1.237534,1.090452,1.384615,0.294163,0.913522,0.835056,0.797318,0.872795,0.075477,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,68.466939,1.063803,1.260870,0.554277,0.491114,0.512972,33.015148,54.139985,0.841199,32.039731,0.497817,4.157928,0.064604,51.852592,87.848269,100.248670,75.447867,24.800803,0.752607
sample2_12h,57,22,23,0,-1,0.969903,3010.833333,2964.833333,3056.833333,92.000000,0.973249,223.670201,220.637920,226.702483,6.064563,0.945921,1.312725,1.276243,1.349206,0.072963,0.976606,0.756380,0.747427,0.765332,0.017904,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,48.032542,0.875397,1.261993,0.654913,0.340382,0.978909,53.712196,39.414415,0.718331,23.972063,0.436893,3.338412,0.060843,59.373025,97.584436,105.168872,90.000000,15.168872,0.855767
sample2_12h,58,22,26,1,10,0.830873,3266.583333,2964.833333,3568.333333,603.500000,0.973416,223.650685,220.637920,226.663450,6.025530,0.854424,1.183348,1.090452,1.276243,0.185791,0.876875,0.819064,0.765332,0.872795,0.107463,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,56.470054,0.989091,1.204861,0.698003,0.210975,0.913823,52.172790,48.642029,0.851980,27.859832,0.487974,3.900174,0.068313,71.310217,155.254269,156.178633,154.329904,1.848729,0.988163
sample2_12h,59,23,24,0,-1,0.695314,3726.583333,3056.833333,4396.333333,1339.500000,0.842795,247.845654,226.702483,268.988826,42.286343,0.969471,1.328612,1.308017,1.349206,0.041189,0.978897,0.755484,0.747427,0.763540,0.016113,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,44.116003,0.725631,1.112150,0.715050,0.222679,1.100190,66.887966,37.451581,0.616013,22.036913,0.362469,5.674402,0.093334,6.308389,107.166286,110.084512,104.248061,5.836450,0.946982
sample2_12h,60,23,26,0,-1,0.856656,3312.583333,3056.833333,3568.333333,511.500000,0.999828,226.682967,226.663450,226.702483,0.039032,0.808218,1.219829,1.090452,1.349206,0.258754,0.856361,0.810111,0.747427,0.872795,0.125368,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,71.569168,1.244420,1.205438,0.531326,0.559533,0.500094,28.761471,56.601409,0.984166,33.681201,0.585637,6.580702,0.114423,57.963320,119.118022,135.241206,102.994838,32.246369,0.761564
sample2_12h,61,23,27,0,-1,0.969958,3010.916667,2965.000000,3056.833333,91.833333,0.936098,219.459161,212.215839,226.702483,14.486644,0.774529,1.197103,1.045000,1.349206,0.304206,0.903421,0.787379,0.747427,0.827330,0.079903,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,76.403174,1.392434,1.591696,0.503918,0.377792,0.468401,25.701275,57.707509,1.051709,35.913397,0.654515,4.326409,0.078848,69.006015,130.100526,146.728378,113.472675,33.255702,0.773352
sample2_12h,62,24,27,0,-1,0.674426,3680.666667,2965.000000,4396.333333,1431.333333,0.788939,240.602332,212.215839,268.988826,56.772987,0.798919,1.176508,1.045000,1.308017,0.263017,0.922897,0.795435,0.763540,0.827330,0.063790,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,84.140271,1.393551,1.019370,0.485337,0.436470,0.369560,22.313424,61.811500,1.023736,39.504444,0.654282,10.830659,0.179380,61.834835,105.470103,115.473719,95.466487,20.007232,0.826738
sample2_12h,63,24,29,0,-1,0.638904,3602.583333,2808.833333,4396.333333,1587.500000,0.775907,238.849631,208.710436,268.988826,60.278390,0.949610,1.275061,1.242105,1.308017,0.065912,0.942290,0.786922,0.763540,0.810303,0.046763,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,6.000000,5.000000,7.000000,2.000000,88.033561,1.475794,1.523952,0.483028,0.387916,0.375063,22.373099,66.512554,1.115016,43.529183,0.729723,17.987075,0.301535,83.378903,128.533814,131.623078,125.444551,6.178527,0.953059
sample2_12h,64,26,27,0,-1,0.830920,3266.666667,2965.000000,3568.333333,603.333333,0.936260,219.439645,212.215839,226.663450,14.447611,0.958318,1.067726,1.045000,1.090452,0.045452,0.947909,0.850063,0.827330,0.872795,0.045465,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,51.420115,0.900627,1.058065,0.670925,0.272602,0.780006,44.533383,41.039042,0.718802,25.617862,0.448699,4.627124,0.081044,73.917416,100.248670,110.497341,90.000000,20.497341,0.814499
sample2_12h,65,26,28,0,-1,0.721672,3071.750000,2575.166667,3568.333333,993.166667,0.877705,212.803600,198.943749,226.663450,27.719702,0.943974,1.122812,1.090452,1.155172,0.064720,0.936790,0.845210,0.817626,0.872795,0.055169,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,64.943300,1.175640,1.444030,0.596680,0.363908,0.596530,32.952828,52.065565,0.942520,31.895349,0.577387,5.825738,0.105461,76.263357,137.620098,144.073598,131.166598,12.907000,0.910414
sample2_12h,66,27,28,0,-1,0.868522,2770.083333,2575.166667,2965.000000,389.833333,0.937459,205.579794,198.943749,212.215839,13.272090,0.904627,1.100086,1.045000,1.155172,0.110172,0.988270,0.822478,0.817626,0.827330,0.009705,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,59.352835,1.128403,1.347015,0.584057,0.365332,0.626492,32.952828,48.134172,0.915116,28.602775,0.543790,4.375819,0.083192,62.783158,119.976275,138.521474,101.431076,37.090398,0.732241
sample2_12h,67,27,29,1,10,0.947330,2886.916667,2808.833333,2965.000000,156.166667,0.983482,210.463137,208.710436,212.215839,3.505404,0.841314,1.143553,1.045000,1.242105,0.197105,0.979419,0.818817,0.810303,0.827330,0.017027,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,44.088032,0.820622,1.101083,0.800918,0.148832,1.116262,59.971289,35.965873,0.669442,21.935470,0.408291,0.060178,0.001120,64.775224,146.934126,160.957816,132.910436,28.047381,0.825747
