file_name,first_cell_id,second_cell_id,divided,first_cell_centroid_x,first_cell_centroid_y,second_cell_centroid_x,second_cell_centroid_y
IC_small_3_278um_cells,143,130,1,266.12,550.052,239.493,534.396
IC_small_3_278um_cells,289,283,1,442.917,772.157,459.052,762.93
IC_small_3_278um_cells,107,102,1,580.686,492.997,593.124,465.093
IC_small_3_278um_cells,142,134,1,473.6,546.24,452.451,537.513
IC_small_3_278um_cells,220,199,1,427.281,661.921,423.17,637.065
IC_small_3_278um_cells,323,316,1,319.767,840.895,335.032,832.285
IC_small_3_278um_cells,244,230,1,347.455,687.918,352.901,670.366
IC_small_3_278um_cells,207,188,1,343.401,645.037,327.069,624.412
IC_small_3_278um_cells,202,191,1,295.383,638.966,261.466,626.067
IC_small_3_278um_cells,351,340,1,306.744,897.717,302.639,867.777
IC_small_3_278um_cells,261,256,1,526.147,728.461,538.899,707.737
