fileName,pairIndex,firstPolygonId,secondPolygonId,observed_division,division_timing,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
sample2_54h,1,0,2,1,6,0.645060,742.333333,582.166667,902.500000,320.333333,0.831794,106.048405,96.310398,115.786413,19.476015,0.989011,1.127106,1.120879,1.133333,0.012454,0.932329,0.817321,0.788698,0.845945,0.057246,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,23.413605,0.864453,1.285714,0.836681,0.042209,1.158754,31.384710,20.614926,0.761123,11.666162,0.430726,4.855399,0.179266,80.058548,171.047776,180.000000,162.095552,17.904448,0.900531
sample2_54h,2,0,3,0,-1,0.365389,1087.722222,582.166667,1593.277778,1011.111111,0.594807,129.114502,96.310398,161.918607,65.608209,0.825594,1.239272,1.120879,1.357664,0.236785,0.968271,0.776186,0.763674,0.788698,0.025024,0.986991,0.993496,0.986991,1.000000,0.013009,0.500000,7.500000,5.000000,10.000000,5.000000,42.089672,1.314398,1.293478,0.522670,0.443281,0.461084,14.764823,34.938510,1.091078,19.632173,0.613084,10.767953,0.336267,56.769680,121.331137,150.461218,92.201056,58.260162,0.612790
sample2_54h,3,1,3,0,-1,0.700495,1354.680556,1116.083333,1593.277778,477.194444,0.827847,147.981212,134.043818,161.918607,27.874788,0.900758,1.432455,1.357664,1.507246,0.149582,0.978352,0.772123,0.763674,0.780572,0.016898,0.986991,0.993496,0.986991,1.000000,0.013009,0.600000,8.000000,6.000000,10.000000,4.000000,37.509352,1.023116,1.108046,0.499572,0.558352,0.476013,17.451520,33.298070,0.908248,18.865286,0.514575,1.758299,0.047960,69.531005,91.772193,111.153182,72.391204,38.761979,0.651274
sample2_54h,4,1,4,0,-1,0.505549,1661.875000,1116.083333,2207.666667,1091.583333,0.751771,156.173979,134.043818,178.304140,44.260322,0.900081,1.431945,1.356643,1.507246,0.150603,0.894525,0.826591,0.780572,0.872611,0.092039,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,7.500000,6.000000,9.000000,3.000000,54.115689,1.346268,1.048356,0.518898,0.416698,0.356193,14.317821,43.502228,1.082230,26.870339,0.668469,9.112555,0.226698,69.367372,122.829364,155.658727,90.000000,65.658727,0.578188
sample2_54h,5,1,5,1,6,0.879664,1048.930556,981.777778,1116.083333,134.305556,0.949244,130.642037,127.240256,134.043818,6.803562,0.700665,1.281661,1.056075,1.507246,0.451172,0.976250,0.771303,0.762033,0.780572,0.018539,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,28.094933,0.867916,1.259615,0.767159,0.125737,1.172504,37.954651,25.275708,0.780823,13.621882,0.420811,0.014564,0.000450,61.428463,179.767321,180.000000,179.534642,0.465358,0.997415
sample2_54h,6,2,3,0,-1,0.566442,1247.888889,902.500000,1593.277778,690.777778,0.715090,138.852510,115.786413,161.918607,46.132194,0.834767,1.245499,1.133333,1.357664,0.224331,0.902747,0.804809,0.763674,0.845945,0.082271,0.986991,0.993496,0.986991,1.000000,0.013009,0.600000,8.000000,6.000000,10.000000,4.000000,35.746620,1.021952,1.066667,0.618280,0.317870,0.750179,26.240342,29.815645,0.852393,17.866528,0.510782,7.120487,0.203566,73.280284,127.563780,170.782526,84.345034,86.437492,0.493874
sample2_54h,7,2,6,0,-1,0.682850,1112.083333,902.500000,1321.666667,419.166667,0.789212,131.248936,115.786413,146.711460,30.925048,0.701250,1.374747,1.133333,1.616162,0.482828,0.912141,0.808782,0.771620,0.845945,0.074324,0.958656,0.979328,0.958656,1.000000,0.041344,0.750000,7.000000,6.000000,8.000000,2.000000,41.974755,1.264369,2.552381,0.545230,0.332709,0.543498,18.043158,33.240768,1.001283,20.153517,0.607067,7.016267,0.211345,68.951416,103.031254,112.500000,93.562508,18.937492,0.831667
sample2_54h,8,3,5,0,-1,0.616200,1287.527778,981.777778,1593.277778,611.500000,0.785829,144.579431,127.240256,161.918607,34.678351,0.777862,1.206869,1.056075,1.357664,0.301589,0.997852,0.762854,0.762033,0.763674,0.001640,0.986991,0.993496,0.986991,1.000000,0.013009,0.500000,7.500000,5.000000,10.000000,5.000000,32.889007,0.923210,1.198925,0.645152,0.321892,0.915105,32.600273,24.179237,0.678723,15.081486,0.423345,3.876269,0.108809,33.612071,112.649202,118.154966,107.143438,11.011528,0.906804
sample2_54h,9,3,6,0,-1,0.829527,1457.472222,1321.666667,1593.277778,271.611111,0.906082,154.315033,146.711460,161.918607,15.207146,0.840055,1.486913,1.357664,1.616162,0.258497,0.989701,0.767647,0.763674,0.771620,0.007947,0.971291,0.972823,0.958656,0.986991,0.028335,0.800000,9.000000,8.000000,10.000000,2.000000,40.102899,1.051595,1.282178,0.469681,0.628943,0.384993,14.681810,33.256143,0.872056,19.895915,0.521719,0.917171,0.024050,73.010241,97.287018,104.574036,90.000000,14.574036,0.860634
sample2_54h,10,3,8,0,-1,0.146658,913.472222,233.666667,1593.277778,1359.611111,0.438826,116.486339,71.054071,161.918607,90.864536,0.902879,1.291735,1.225806,1.357664,0.131858,0.761589,0.672640,0.581606,0.763674,0.182068,0.986991,0.993496,0.986991,1.000000,0.013009,0.300000,6.500000,3.000000,10.000000,7.000000,26.984971,0.977680,1.562044,0.612991,0.294116,0.714578,19.723083,26.539205,0.961530,13.201796,0.478308,15.128319,0.548107,52.507970,94.213485,98.426969,90.000000,8.426969,0.914384
sample2_54h,11,3,9,0,-1,0.202587,958.027778,322.777778,1593.277778,1270.500000,0.460328,118.227176,74.535746,161.918607,87.382861,0.799693,1.221689,1.085714,1.357664,0.271950,0.956041,0.746888,0.730103,0.763674,0.033570,0.986991,0.993496,0.986991,1.000000,0.013009,0.400000,7.000000,4.000000,10.000000,6.000000,40.746545,1.407920,1.181347,0.515220,0.449825,0.350297,10.137938,33.307778,1.150887,19.792526,0.683893,20.878581,0.721420,59.302851,116.932460,118.154966,115.709954,2.445012,0.979307
sample2_54h,12,3,11,0,-1,0.410788,1123.888889,654.500000,1593.277778,938.777778,0.622972,131.394668,100.870729,161.918607,61.047877,0.996451,1.360082,1.357664,1.362500,0.004836,0.944754,0.786002,0.763674,0.808331,0.044657,0.986991,0.993496,0.986991,1.000000,0.013009,0.600000,8.000000,6.000000,10.000000,4.000000,43.178246,1.318438,2.021898,0.467448,0.467227,0.259096,8.485281,32.562572,0.994291,20.945950,0.639580,4.781396,0.145999,43.325814,95.859057,115.000639,76.717474,38.283165,0.667105
