pairIndex,fileName,firstPolygonId,secondPolygonId,observed_division,predicted,classification,junctionAngleAverageDegrees,threshold_op,threshold,division_timing
1,sample10_22h.json,0,1,1,1,TP,164.62665,>=,145.0,8
8,sample10_22h.json,2,7,1,1,TP,168.334934,>=,145.0,8
9,sample10_22h.json,3,6,1,1,TP,159.499474,>=,145.0,7
21,sample10_22h.json,8,15,1,1,TP,163.735924,>=,145.0,7
32,sample10_22h.json,11,19,1,1,TP,150.014386,>=,145.0,22
34,sample10_22h.json,12,13,1,1,TP,152.011373,>=,145.0,8
37,sample10_22h.json,14,16,1,1,TP,158.706089,>=,145.0,12
43,sample10_22h.json,17,18,1,1,TP,161.967039,>=,145.0,8
54,sample10_22h.json,20,23,1,1,TP,168.553968,>=,145.0,4
60,sample10_22h.json,22,29,1,1,TP,157.784309,>=,145.0,22
65,sample10_22h.json,24,30,1,1,TP,163.409421,>=,145.0,2
69,sample10_22h.json,25,28,1,1,TP,175.687516,>=,145.0,8
73,sample10_22h.json,27,33,1,1,TP,165.199337,>=,145.0,8
81,sample10_22h.json,31,36,1,1,TP,145.247964,>=,145.0,12
83,sample10_22h.json,32,35,1,1,TP,162.564573,>=,145.0,4
99,sample10_22h.json,37,43,1,1,TP,148.591475,>=,145.0,7
100,sample10_22h.json,38,40,1,1,TP,174.188596,>=,145.0,2
103,sample10_22h.json,39,49,1,1,TP,163.181711,>=,145.0,14
109,sample10_22h.json,41,46,1,1,TP,168.224803,>=,145.0,10
111,sample10_22h.json,42,48,1,1,TP,158.181775,>=,145.0,8
115,sample10_22h.json,45,47,1,1,TP,155.994448,>=,145.0,12
125,sample10_22h.json,50,52,1,1,TP,168.943064,>=,145.0,8
126,sample10_22h.json,51,53,1,1,TP,171.379754,>=,145.0,7
128,sample10_22h.json,55,56,1,1,TP,164.740873,>=,145.0,7
1,sample10_44h.json,0,1,1,1,TP,171.752567,>=,145.0,2
6,sample10_44h.json,2,3,1,1,TP,169.893832,>=,145.0,12
15,sample10_44h.json,4,5,1,1,TP,172.995731,>=,145.0,10
21,sample10_44h.json,6,7,1,1,TP,164.062373,>=,145.0,2
27,sample10_44h.json,8,9,1,1,TP,173.781079,>=,145.0,2
32,sample10_44h.json,10,12,1,1,TP,169.441707,>=,145.0,22
35,sample10_44h.json,11,13,1,1,TP,177.624395,>=,145.0,2
47,sample10_44h.json,15,22,1,1,TP,177.57964,>=,145.0,8
52,sample10_44h.json,17,19,1,1,TP,170.881831,>=,145.0,10
60,sample10_44h.json,20,21,1,1,TP,163.474374,>=,145.0,2
69,sample10_44h.json,23,34,1,1,TP,149.843915,>=,145.0,10
71,sample10_44h.json,24,32,1,1,TP,157.76337,>=,145.0,22
74,sample10_44h.json,25,31,1,1,TP,163.133763,>=,145.0,6
77,sample10_44h.json,26,28,1,1,TP,164.340071,>=,145.0,4
83,sample10_44h.json,27,36,1,1,TP,151.802288,>=,145.0,14
87,sample10_44h.json,29,30,1,1,TP,154.658924,>=,145.0,10
98,sample10_44h.json,33,35,1,1,TP,171.871912,>=,145.0,6
109,sample10_44h.json,37,41,1,1,TP,159.893642,>=,145.0,10
112,sample10_44h.json,38,43,1,1,TP,148.051303,>=,145.0,12
118,sample10_44h.json,39,45,1,1,TP,174.295035,>=,145.0,8
120,sample10_44h.json,40,51,1,1,TP,152.629389,>=,145.0,8
125,sample10_44h.json,42,46,1,1,TP,160.441731,>=,145.0,4
129,sample10_44h.json,44,47,1,1,TP,175.947055,>=,145.0,2
140,sample10_44h.json,48,59,1,1,TP,150.439971,>=,145.0,12
149,sample10_44h.json,52,55,1,1,TP,155.358501,>=,145.0,6
153,sample10_44h.json,53,61,1,1,TP,173.260654,>=,145.0,8
163,sample10_44h.json,56,57,1,1,TP,165.648708,>=,145.0,2
169,sample10_44h.json,58,65,1,1,TP,176.792417,>=,145.0,10
175,sample10_44h.json,60,64,1,1,TP,156.209469,>=,145.0,6
180,sample10_44h.json,63,66,1,1,TP,167.319216,>=,145.0,22
187,sample10_44h.json,67,69,1,1,TP,167.91956,>=,145.0,6
198,sample10_44h.json,71,74,1,1,TP,152.608046,>=,145.0,4
204,sample10_44h.json,75,82,1,1,TP,155.10246,>=,145.0,2
213,sample10_44h.json,78,81,1,1,TP,147.808616,>=,145.0,8
215,sample10_44h.json,79,80,1,1,TP,152.578375,>=,145.0,6
226,sample10_44h.json,83,88,1,1,TP,155.22265,>=,145.0,10
228,sample10_44h.json,84,85,1,1,TP,169.741035,>=,145.0,10
240,sample10_44h.json,87,93,1,1,TP,162.246209,>=,145.0,10
246,sample10_44h.json,89,99,1,1,TP,166.590116,>=,145.0,6
261,sample10_44h.json,95,97,1,1,TP,169.921989,>=,145.0,4
276,sample10_44h.json,101,104,1,1,TP,173.260937,>=,145.0,2
287,sample10_44h.json,105,106,1,1,TP,168.176596,>=,145.0,10
296,sample10_44h.json,109,112,1,1,TP,151.775106,>=,145.0,12
298,sample10_44h.json,110,119,1,1,TP,162.918854,>=,145.0,4
302,sample10_44h.json,111,125,1,1,TP,164.318512,>=,145.0,20
318,sample10_44h.json,116,124,1,1,TP,155.875779,>=,145.0,10
321,sample10_44h.json,117,122,1,1,TP,178.841381,>=,145.0,6
331,sample10_44h.json,121,127,1,1,TP,153.567172,>=,145.0,8
344,sample10_44h.json,126,139,1,1,TP,170.692296,>=,145.0,6
349,sample10_44h.json,129,137,1,1,TP,154.540036,>=,145.0,22
366,sample10_44h.json,135,143,1,1,TP,148.258458,>=,145.0,14
386,sample10_44h.json,146,173,1,1,TP,152.893231,>=,145.0,4
388,sample10_44h.json,149,153,1,1,TP,162.542892,>=,145.0,20
417,sample10_44h.json,168,169,1,1,TP,166.658044,>=,145.0,16
418,sample10_44h.json,170,171,1,1,TP,173.328922,>=,145.0,4
1,sample11_42h.json,0,1,1,1,TP,151.923172,>=,145.0,36
7,sample11_42h.json,2,3,1,1,TP,149.743694,>=,145.0,12
23,sample11_42h.json,7,9,1,1,TP,169.4095,>=,145.0,24
26,sample11_42h.json,8,10,1,1,TP,147.706908,>=,145.0,36
38,sample11_42h.json,12,15,1,1,TP,169.207396,>=,145.0,12
39,sample11_42h.json,13,14,1,1,TP,168.31946,>=,145.0,12
44,sample11_42h.json,16,23,1,1,TP,159.019305,>=,145.0,12
61,sample11_42h.json,21,30,1,1,TP,167.10333,>=,145.0,12
62,sample11_42h.json,22,24,1,1,TP,152.163164,>=,145.0,12
70,sample11_42h.json,25,28,1,1,TP,159.386539,>=,145.0,12
74,sample11_42h.json,26,34,1,1,TP,170.275414,>=,145.0,12
75,sample11_42h.json,27,29,1,1,TP,175.103095,>=,145.0,12
87,sample11_42h.json,31,37,1,1,TP,164.110875,>=,145.0,24
93,sample11_42h.json,33,36,1,1,TP,155.42528,>=,145.0,36
98,sample11_42h.json,35,42,1,1,TP,156.138745,>=,145.0,12
112,sample11_42h.json,39,43,1,1,TP,151.882424,>=,145.0,12
116,sample11_42h.json,40,45,1,1,TP,160.15587,>=,145.0,12
117,sample11_42h.json,41,48,1,1,TP,174.561699,>=,145.0,24
132,sample11_42h.json,47,57,1,1,TP,158.5307,>=,145.0,12
140,sample11_42h.json,50,55,1,1,TP,164.359503,>=,145.0,12
141,sample11_42h.json,51,54,1,1,TP,169.582921,>=,145.0,12
143,sample11_42h.json,52,58,1,1,TP,154.557755,>=,145.0,12
166,sample11_42h.json,60,67,1,1,TP,161.407647,>=,145.0,12
169,sample11_42h.json,62,64,1,1,TP,160.423449,>=,145.0,12
179,sample11_42h.json,69,72,1,1,TP,171.027288,>=,145.0,12
181,sample11_42h.json,70,73,1,1,TP,159.527128,>=,145.0,12
1,sample12_42h.json,0,1,1,1,TP,147.123766,>=,145.0,12
9,sample12_42h.json,3,4,1,1,TP,159.943022,>=,145.0,12
13,sample12_42h.json,5,6,1,1,TP,161.860102,>=,145.0,12
28,sample12_42h.json,10,12,1,1,TP,172.886738,>=,145.0,12
29,sample12_42h.json,11,15,1,1,TP,169.527992,>=,145.0,12
35,sample12_42h.json,14,17,1,1,TP,175.492036,>=,145.0,12
48,sample12_42h.json,19,20,1,1,TP,176.479902,>=,145.0,12
56,sample12_42h.json,23,25,1,1,TP,166.283971,>=,145.0,12
62,sample12_42h.json,26,27,1,1,TP,162.980459,>=,145.0,12
66,sample12_42h.json,28,29,1,1,TP,162.907442,>=,145.0,12
4,sample1_18h.json,1,2,1,1,TP,158.837551,>=,145.0,4
11,sample1_18h.json,3,4,1,1,TP,172.557282,>=,145.0,2
15,sample1_18h.json,5,7,1,1,TP,157.699534,>=,145.0,2
23,sample1_18h.json,8,12,1,1,TP,147.082937,>=,145.0,2
28,sample1_18h.json,10,14,1,1,TP,159.623758,>=,145.0,10
31,sample1_18h.json,11,15,1,1,TP,161.678283,>=,145.0,8
47,sample1_18h.json,18,22,1,1,TP,158.151227,>=,145.0,14
49,sample1_18h.json,19,23,1,1,TP,165.03693,>=,145.0,10
53,sample1_18h.json,21,24,1,1,TP,159.706639,>=,145.0,2
2,sample1_38h.json,0,2,1,1,TP,159.032377,>=,145.0,6
12,sample1_38h.json,3,9,1,1,TP,162.119743,>=,145.0,8
13,sample1_38h.json,4,6,1,1,TP,171.271835,>=,145.0,10
15,sample1_38h.json,5,10,1,1,TP,174.419287,>=,145.0,2
25,sample1_38h.json,8,12,1,1,TP,150.548666,>=,145.0,6
37,sample1_38h.json,13,16,1,1,TP,173.132859,>=,145.0,2
38,sample1_38h.json,14,18,1,1,TP,169.98414,>=,145.0,6
49,sample1_38h.json,17,22,1,1,TP,159.253944,>=,145.0,8
52,sample1_38h.json,19,20,1,1,TP,168.774964,>=,145.0,2
58,sample1_38h.json,21,28,1,1,TP,172.096687,>=,145.0,8
63,sample1_38h.json,23,25,1,1,TP,153.989123,>=,145.0,6
67,sample1_38h.json,24,26,1,1,TP,175.742775,>=,145.0,4
75,sample1_38h.json,27,31,1,1,TP,160.961571,>=,145.0,10
80,sample1_38h.json,29,36,1,1,TP,166.785455,>=,145.0,2
82,sample1_38h.json,30,34,1,1,TP,150.613851,>=,145.0,2
88,sample1_38h.json,32,37,1,1,TP,170.234599,>=,145.0,2
90,sample1_38h.json,33,35,1,1,TP,155.254715,>=,145.0,2
104,sample1_38h.json,38,45,1,1,TP,170.956203,>=,145.0,2
106,sample1_38h.json,39,44,1,1,TP,172.641714,>=,145.0,2
109,sample1_38h.json,40,42,1,1,TP,162.274812,>=,145.0,4
111,sample1_38h.json,41,43,1,1,TP,167.77428,>=,145.0,2
125,sample1_38h.json,46,51,1,1,TP,176.783067,>=,145.0,6
135,sample1_38h.json,50,52,1,1,TP,155.945262,>=,145.0,12
149,sample1_38h.json,55,56,1,1,TP,176.739499,>=,145.0,2
153,sample1_38h.json,57,59,1,1,TP,161.164356,>=,145.0,6
155,sample1_38h.json,58,62,1,1,TP,165.570903,>=,145.0,20
160,sample1_38h.json,60,63,1,1,TP,174.362395,>=,145.0,20
163,sample1_38h.json,61,66,1,1,TP,155.418598,>=,145.0,20
167,sample1_38h.json,64,65,1,1,TP,162.114138,>=,145.0,12
174,sample1_38h.json,67,69,1,1,TP,153.131494,>=,145.0,16
8,sample1_58h.json,2,5,1,1,TP,157.085065,>=,145.0,10
22,sample1_58h.json,7,9,1,1,TP,158.259164,>=,145.0,2
24,sample1_58h.json,8,10,1,1,TP,167.727078,>=,145.0,8
35,sample1_58h.json,12,17,1,1,TP,153.291648,>=,145.0,4
60,sample1_58h.json,21,22,1,1,TP,175.501325,>=,145.0,2
73,sample1_58h.json,26,32,1,1,TP,147.046779,>=,145.0,6
75,sample1_58h.json,27,29,1,1,TP,171.275617,>=,145.0,20
83,sample1_58h.json,30,35,1,1,TP,168.97464,>=,145.0,2
85,sample1_58h.json,31,34,1,1,TP,150.756554,>=,145.0,2
98,sample1_58h.json,36,39,1,1,TP,147.385143,>=,145.0,8
101,sample1_58h.json,37,40,1,1,TP,164.402017,>=,145.0,12
103,sample1_58h.json,38,41,1,1,TP,150.251474,>=,145.0,12
114,sample1_58h.json,42,46,1,1,TP,151.943839,>=,145.0,18
115,sample1_58h.json,43,44,1,1,TP,164.983279,>=,145.0,4
131,sample1_58h.json,48,54,1,1,TP,154.200951,>=,145.0,18
132,sample1_58h.json,49,50,1,1,TP,149.179036,>=,145.0,10
139,sample1_58h.json,51,55,1,1,TP,153.03141,>=,145.0,12
143,sample1_58h.json,53,56,1,1,TP,168.687429,>=,145.0,4
152,sample1_58h.json,57,61,1,1,TP,147.603169,>=,145.0,24
157,sample1_58h.json,58,63,1,1,TP,168.085298,>=,145.0,2
159,sample1_58h.json,59,64,1,1,TP,166.877092,>=,145.0,14
161,sample1_58h.json,60,62,1,1,TP,169.422574,>=,145.0,20
174,sample1_58h.json,65,67,1,1,TP,158.458944,>=,145.0,14
176,sample1_58h.json,66,70,1,1,TP,163.033473,>=,145.0,2
1,sample2_12h.json,0,1,1,1,TP,160.258484,>=,145.0,2
7,sample2_12h.json,2,6,1,1,TP,150.482794,>=,145.0,12
8,sample2_12h.json,3,4,1,1,TP,165.17214,>=,145.0,6
14,sample2_12h.json,5,7,1,1,TP,149.953465,>=,145.0,6
23,sample2_12h.json,8,12,1,1,TP,164.143165,>=,145.0,2
32,sample2_12h.json,11,17,1,1,TP,147.704173,>=,145.0,12
37,sample2_12h.json,14,16,1,1,TP,178.545325,>=,145.0,6
51,sample2_12h.json,19,25,1,1,TP,152.900629,>=,145.0,12
52,sample2_12h.json,20,23,1,1,TP,149.25413,>=,145.0,4
7,sample2_26h.json,2,4,1,1,TP,147.023826,>=,145.0,8
9,sample2_26h.json,3,9,1,1,TP,155.805707,>=,145.0,12
14,sample2_26h.json,5,6,1,1,TP,161.48055,>=,145.0,2
22,sample2_26h.json,7,12,1,1,TP,154.251092,>=,145.0,6
23,sample2_26h.json,8,10,1,1,TP,170.451733,>=,145.0,2
33,sample2_26h.json,11,19,1,1,TP,165.752313,>=,145.0,14
36,sample2_26h.json,13,14,1,1,TP,166.307091,>=,145.0,4
42,sample2_26h.json,15,16,1,1,TP,158.766475,>=,145.0,2
46,sample2_26h.json,17,18,1,1,TP,171.279494,>=,145.0,4
57,sample2_26h.json,21,22,1,1,TP,159.749363,>=,145.0,2
63,sample2_26h.json,23,25,1,1,TP,169.517449,>=,145.0,14
71,sample2_26h.json,26,30,1,1,TP,156.737413,>=,145.0,12
73,sample2_26h.json,27,28,1,1,TP,162.477838,>=,145.0,2
79,sample2_26h.json,29,35,1,1,TP,152.154183,>=,145.0,12
90,sample2_26h.json,34,36,1,1,TP,159.922841,>=,145.0,12
98,sample2_26h.json,37,39,1,1,TP,155.824132,>=,145.0,6
100,sample2_26h.json,38,40,1,1,TP,164.711465,>=,145.0,6
108,sample2_26h.json,41,43,1,1,TP,163.958906,>=,145.0,4
111,sample2_26h.json,42,45,1,1,TP,163.744313,>=,145.0,8
121,sample2_26h.json,46,47,1,1,TP,162.569113,>=,145.0,10
124,sample2_26h.json,48,49,1,1,TP,167.234033,>=,145.0,8
1,sample2_40h.json,0,2,1,1,TP,155.042885,>=,145.0,12
6,sample2_40h.json,3,5,1,1,TP,160.100723,>=,145.0,2
9,sample2_40h.json,4,6,1,1,TP,147.160811,>=,145.0,10
18,sample2_40h.json,7,8,1,1,TP,166.701256,>=,145.0,8
23,sample2_40h.json,9,12,1,1,TP,174.503017,>=,145.0,4
36,sample2_40h.json,14,16,1,1,TP,161.98001,>=,145.0,2
51,sample2_40h.json,19,24,1,1,TP,155.232519,>=,145.0,2
54,sample2_40h.json,20,25,1,1,TP,156.251793,>=,145.0,8
56,sample2_40h.json,21,26,1,1,TP,168.231944,>=,145.0,2
73,sample2_40h.json,27,30,1,1,TP,171.719236,>=,145.0,4
81,sample2_40h.json,29,39,1,1,TP,158.63832,>=,145.0,2
87,sample2_40h.json,31,37,1,1,TP,152.930192,>=,145.0,8
95,sample2_40h.json,35,38,1,1,TP,168.577739,>=,145.0,2
98,sample2_40h.json,36,44,1,1,TP,156.743615,>=,145.0,8
108,sample2_40h.json,40,46,1,1,TP,149.009285,>=,145.0,12
114,sample2_40h.json,42,48,1,1,TP,170.579166,>=,145.0,2
120,sample2_40h.json,45,53,1,1,TP,151.462066,>=,145.0,4
140,sample2_40h.json,51,55,1,1,TP,158.417468,>=,145.0,6
149,sample2_40h.json,56,61,1,1,TP,159.250467,>=,145.0,10
150,sample2_40h.json,57,60,1,1,TP,167.940971,>=,145.0,4
154,sample2_40h.json,58,62,1,1,TP,159.54903,>=,145.0,8
157,sample2_40h.json,59,63,1,1,TP,153.336204,>=,145.0,4
179,sample2_40h.json,67,72,1,1,TP,163.15118,>=,145.0,10
180,sample2_40h.json,68,69,1,1,TP,163.173185,>=,145.0,6
188,sample2_40h.json,70,77,1,1,TP,146.542446,>=,145.0,6
189,sample2_40h.json,71,76,1,1,TP,170.757185,>=,145.0,2
196,sample2_40h.json,75,79,1,1,TP,167.882863,>=,145.0,4
1,sample2_54h.json,0,2,1,1,TP,169.691655,>=,145.0,6
5,sample2_54h.json,1,5,1,1,TP,164.465528,>=,145.0,6
27,sample2_54h.json,7,12,1,1,TP,165.487006,>=,145.0,12
28,sample2_54h.json,8,11,1,1,TP,162.670634,>=,145.0,12
29,sample2_54h.json,9,10,1,1,TP,163.413409,>=,145.0,8
49,sample2_54h.json,15,18,1,1,TP,152.221781,>=,145.0,8
50,sample2_54h.json,16,17,1,1,TP,171.553615,>=,145.0,8
58,sample2_54h.json,20,26,1,1,TP,166.314542,>=,145.0,8
86,sample2_54h.json,28,30,1,1,TP,170.549095,>=,145.0,4
88,sample2_54h.json,29,35,1,1,TP,162.546752,>=,145.0,8
91,sample2_54h.json,31,44,1,1,TP,150.713095,>=,145.0,14
92,sample2_54h.json,32,38,1,1,TP,153.18597,>=,145.0,8
97,sample2_54h.json,34,36,1,1,TP,174.029288,>=,145.0,6
106,sample2_54h.json,37,41,1,1,TP,169.532744,>=,145.0,8
113,sample2_54h.json,40,49,1,1,TP,174.677851,>=,145.0,14
120,sample2_54h.json,43,45,1,1,TP,152.328646,>=,145.0,2
132,sample2_54h.json,46,52,1,1,TP,158.330583,>=,145.0,8
138,sample2_54h.json,48,64,1,1,TP,155.189119,>=,145.0,14
142,sample2_54h.json,50,55,1,1,TP,176.662719,>=,145.0,6
143,sample2_54h.json,51,59,1,1,TP,172.127593,>=,145.0,8
154,sample2_54h.json,54,62,1,1,TP,145.427229,>=,145.0,6
157,sample2_54h.json,56,58,1,1,TP,149.673191,>=,145.0,4
161,sample2_54h.json,57,70,1,1,TP,149.801519,>=,145.0,14
166,sample2_54h.json,60,65,1,1,TP,157.544979,>=,145.0,8
170,sample2_54h.json,61,69,1,1,TP,165.988569,>=,145.0,2
175,sample2_54h.json,63,68,1,1,TP,175.680747,>=,145.0,4
188,sample2_54h.json,67,73,1,1,TP,159.286101,>=,145.0,14
196,sample2_54h.json,71,75,1,1,TP,175.643059,>=,145.0,4
199,sample2_54h.json,72,82,1,1,TP,161.717989,>=,145.0,12
205,sample2_54h.json,74,76,1,1,TP,175.455718,>=,145.0,4
213,sample2_54h.json,77,81,1,1,TP,160.094878,>=,145.0,6
214,sample2_54h.json,78,80,1,1,TP,174.263929,>=,145.0,14
216,sample2_54h.json,79,85,1,1,TP,165.179613,>=,145.0,2
236,sample2_54h.json,86,89,1,1,TP,154.619923,>=,145.0,6
238,sample2_54h.json,87,91,1,1,TP,166.552837,>=,145.0,6
255,sample2_54h.json,92,104,1,1,TP,151.996444,>=,145.0,14
265,sample2_54h.json,96,98,1,1,TP,152.069133,>=,145.0,14
268,sample2_54h.json,97,101,1,1,TP,170.454181,>=,145.0,4
276,sample2_54h.json,100,103,1,1,TP,169.589635,>=,145.0,12
281,sample2_54h.json,102,107,1,1,TP,152.133296,>=,145.0,10
290,sample2_54h.json,105,108,1,1,TP,162.497,>=,145.0,10
302,sample2_54h.json,109,118,1,1,TP,150.704699,>=,145.0,14
304,sample2_54h.json,111,112,1,1,TP,158.573594,>=,145.0,12
312,sample2_54h.json,113,114,1,1,TP,157.677334,>=,145.0,8
318,sample2_54h.json,115,121,1,1,TP,153.909732,>=,145.0,10
323,sample2_54h.json,117,122,1,1,TP,172.947321,>=,145.0,4
332,sample2_54h.json,120,127,1,1,TP,159.485838,>=,145.0,2
342,sample2_54h.json,123,133,1,1,TP,162.160225,>=,145.0,14
343,sample2_54h.json,124,130,1,1,TP,175.505042,>=,145.0,8
346,sample2_54h.json,126,129,1,1,TP,171.130023,>=,145.0,8
358,sample2_54h.json,132,134,1,1,TP,170.60708,>=,145.0,10
366,sample2_54h.json,135,137,1,1,TP,160.602522,>=,145.0,8
368,sample2_54h.json,136,138,1,1,TP,167.089504,>=,145.0,10
1,sample3_18h.json,0,1,1,1,TP,165.839903,>=,145.0,10
7,sample3_18h.json,2,4,1,1,TP,155.594001,>=,145.0,6
10,sample3_18h.json,3,6,1,1,TP,164.156012,>=,145.0,10
15,sample3_18h.json,5,7,1,1,TP,177.486288,>=,145.0,8
23,sample3_18h.json,8,13,1,1,TP,168.52397,>=,145.0,2
24,sample3_18h.json,9,12,1,1,TP,174.933344,>=,145.0,2
34,sample3_18h.json,14,16,1,1,TP,158.696823,>=,145.0,16
36,sample3_18h.json,15,17,1,1,TP,168.620086,>=,145.0,4
5,sample3_40h.json,1,4,1,1,TP,145.561237,>=,145.0,10
11,sample3_40h.json,3,5,1,1,TP,154.738483,>=,145.0,4
20,sample3_40h.json,6,7,1,1,TP,151.697425,>=,145.0,4
25,sample3_40h.json,8,9,1,1,TP,167.735487,>=,145.0,4
30,sample3_40h.json,10,11,1,1,TP,175.498074,>=,145.0,6
35,sample3_40h.json,12,17,1,1,TP,155.310066,>=,145.0,12
36,sample3_40h.json,13,14,1,1,TP,163.784409,>=,145.0,10
45,sample3_40h.json,16,20,1,1,TP,150.56752,>=,145.0,10
50,sample3_40h.json,18,21,1,1,TP,153.551284,>=,145.0,10
54,sample3_40h.json,19,23,1,1,TP,158.306756,>=,145.0,4
69,sample3_40h.json,26,27,1,1,TP,146.808904,>=,145.0,12
1,sample3_58h.json,0,2,1,1,TP,171.119222,>=,145.0,10
3,sample3_58h.json,1,3,1,1,TP,160.925572,>=,145.0,4
8,sample3_58h.json,4,5,1,1,TP,152.49116,>=,145.0,16
33,sample3_58h.json,12,14,1,1,TP,164.31893,>=,145.0,6
41,sample3_58h.json,15,17,1,1,TP,167.007557,>=,145.0,6
49,sample3_58h.json,18,22,1,1,TP,171.87495,>=,145.0,14
63,sample3_58h.json,23,31,1,1,TP,170.406351,>=,145.0,6
74,sample3_58h.json,27,32,1,1,TP,175.46674,>=,145.0,8
92,sample3_58h.json,34,41,1,1,TP,172.768713,>=,145.0,6
96,sample3_58h.json,35,45,1,1,TP,161.626298,>=,145.0,10
98,sample3_58h.json,36,43,1,1,TP,153.173729,>=,145.0,4
103,sample3_58h.json,38,42,1,1,TP,160.314992,>=,145.0,2
106,sample3_58h.json,39,46,1,1,TP,157.70759,>=,145.0,8
108,sample3_58h.json,40,51,1,1,TP,171.951067,>=,145.0,8
121,sample3_58h.json,44,50,1,1,TP,163.648184,>=,145.0,12
130,sample3_58h.json,48,52,1,1,TP,156.976844,>=,145.0,6
142,sample3_58h.json,53,55,1,1,TP,169.65678,>=,145.0,6
144,sample3_58h.json,54,57,1,1,TP,173.182565,>=,145.0,6
150,sample3_58h.json,56,61,1,1,TP,170.451922,>=,145.0,4
156,sample3_58h.json,58,63,1,1,TP,159.442792,>=,145.0,16
159,sample3_58h.json,59,65,1,1,TP,166.520251,>=,145.0,16
166,sample3_58h.json,62,66,1,1,TP,177.538669,>=,145.0,6
171,sample3_58h.json,64,68,1,1,TP,151.425798,>=,145.0,18
179,sample3_58h.json,67,71,1,1,TP,171.700223,>=,145.0,16
183,sample3_58h.json,69,73,1,1,TP,178.189661,>=,145.0,14
185,sample3_58h.json,70,74,1,1,TP,159.980651,>=,145.0,2
189,sample3_58h.json,72,75,1,1,TP,163.410744,>=,145.0,12
1,sample4_20h.json,0,1,1,1,TP,170.501331,>=,145.0,8
7,sample4_20h.json,2,5,1,1,TP,160.789857,>=,145.0,10
10,sample4_20h.json,3,7,1,1,TP,168.141197,>=,145.0,4
12,sample4_20h.json,4,6,1,1,TP,160.305707,>=,145.0,8
23,sample4_20h.json,8,14,1,1,TP,168.093739,>=,145.0,8
28,sample4_20h.json,10,11,1,1,TP,161.322879,>=,145.0,12
31,sample4_20h.json,12,16,1,1,TP,165.449255,>=,145.0,12
41,sample4_20h.json,15,22,1,1,TP,156.724951,>=,145.0,10
46,sample4_20h.json,17,24,1,1,TP,161.797956,>=,145.0,2
52,sample4_20h.json,19,20,1,1,TP,157.592761,>=,145.0,8
58,sample4_20h.json,21,28,1,1,TP,161.447289,>=,145.0,8
62,sample4_20h.json,23,25,1,1,TP,164.302728,>=,145.0,4
70,sample4_20h.json,26,32,1,1,TP,167.602765,>=,145.0,8
79,sample4_20h.json,29,34,1,1,TP,177.433418,>=,145.0,2
81,sample4_20h.json,30,36,1,1,TP,152.466471,>=,145.0,8
98,sample4_20h.json,35,39,1,1,TP,175.612641,>=,145.0,10
109,sample4_20h.json,38,45,1,1,TP,158.458555,>=,145.0,8
112,sample4_20h.json,40,48,1,1,TP,163.687194,>=,145.0,6
115,sample4_20h.json,41,47,1,1,TP,165.116657,>=,145.0,8
118,sample4_20h.json,42,44,1,1,TP,158.681696,>=,145.0,8
128,sample4_20h.json,46,51,1,1,TP,157.017131,>=,145.0,10
138,sample4_20h.json,49,59,1,1,TP,167.187247,>=,145.0,6
140,sample4_20h.json,50,54,1,1,TP,158.427726,>=,145.0,8
146,sample4_20h.json,52,55,1,1,TP,162.014407,>=,145.0,6
158,sample4_20h.json,56,65,1,1,TP,165.978819,>=,145.0,6
161,sample4_20h.json,57,63,1,1,TP,167.402224,>=,145.0,8
171,sample4_20h.json,60,67,1,1,TP,152.922257,>=,145.0,10
173,sample4_20h.json,61,64,1,1,TP,163.822385,>=,145.0,12
174,sample4_20h.json,62,71,1,1,TP,149.147692,>=,145.0,10
195,sample4_20h.json,69,75,1,1,TP,170.939599,>=,145.0,2
198,sample4_20h.json,70,72,1,1,TP,160.439168,>=,145.0,10
215,sample4_20h.json,76,77,1,1,TP,172.961468,>=,145.0,10
219,sample4_20h.json,78,87,1,1,TP,162.388137,>=,145.0,8
224,sample4_20h.json,80,82,1,1,TP,156.699843,>=,145.0,2
234,sample4_20h.json,84,90,1,1,TP,152.643604,>=,145.0,8
248,sample4_20h.json,88,94,1,1,TP,145.597381,>=,145.0,10
250,sample4_20h.json,89,92,1,1,TP,177.648113,>=,145.0,4
263,sample4_20h.json,95,99,1,1,TP,150.241209,>=,145.0,10
267,sample4_20h.json,96,102,1,1,TP,146.488479,>=,145.0,10
272,sample4_20h.json,98,104,1,1,TP,148.200296,>=,145.0,12
275,sample4_20h.json,100,101,1,1,TP,153.164524,>=,145.0,8
287,sample4_20h.json,105,110,1,1,TP,159.626424,>=,145.0,8
289,sample4_20h.json,106,107,1,1,TP,146.233242,>=,145.0,10
291,sample4_20h.json,109,111,1,1,TP,167.716047,>=,145.0,6
299,sample4_20h.json,112,125,1,1,TP,167.506448,>=,145.0,2
302,sample4_20h.json,113,132,1,1,TP,170.540891,>=,145.0,6
305,sample4_20h.json,114,119,1,1,TP,170.919877,>=,145.0,2
308,sample4_20h.json,115,120,1,1,TP,168.914127,>=,145.0,2
310,sample4_20h.json,117,121,1,1,TP,166.721683,>=,145.0,8
323,sample4_20h.json,124,126,1,1,TP,165.258377,>=,145.0,8
326,sample4_20h.json,127,130,1,1,TP,161.971503,>=,145.0,12
327,sample4_20h.json,128,129,1,1,TP,165.655793,>=,145.0,16
335,sample4_20h.json,133,134,1,1,TP,169.483564,>=,145.0,10
