pairIndex,fileName,firstPolygonId,secondPolygonId,observed_division,predicted,classification,junctionAngleAverageDegrees,threshold_op,threshold,division_timing
47,sample9_44h.json,16,196,1,1,TP,161.869274,>=,145.0,16
48,sample9_44h.json,17,22,1,1,TP,176.66864,>=,145.0,16
50,sample9_44h.json,18,27,1,1,TP,164.413123,>=,145.0,22
54,sample9_44h.json,21,28,1,1,TP,164.029394,>=,145.0,16
60,sample9_44h.json,24,39,1,1,TP,175.259863,>=,145.0,24
63,sample9_44h.json,26,31,1,1,TP,172.761097,>=,145.0,2
111,sample9_44h.json,41,43,1,1,TP,157.770255,>=,145.0,8
113,sample9_44h.json,42,46,1,1,TP,172.333128,>=,145.0,12
120,sample9_44h.json,44,56,1,1,TP,168.734009,>=,145.0,14
123,sample9_44h.json,45,50,1,1,TP,171.975794,>=,145.0,18
126,sample9_44h.json,47,48,1,1,TP,157.92446,>=,145.0,12
141,sample9_44h.json,53,59,1,1,TP,175.656804,>=,145.0,16
146,sample9_44h.json,55,61,1,1,TP,165.25596,>=,145.0,6
153,sample9_44h.json,57,68,1,1,TP,173.266091,>=,145.0,12
154,sample9_44h.json,58,65,1,1,TP,158.980981,>=,145.0,4
166,sample9_44h.json,63,69,1,1,TP,165.898589,>=,145.0,16
168,sample9_44h.json,64,67,1,1,TP,150.752859,>=,145.0,24
177,sample9_44h.json,66,78,1,1,TP,174.564787,>=,145.0,12
188,sample9_44h.json,70,76,1,1,TP,158.887169,>=,145.0,14
199,sample9_44h.json,73,79,1,1,TP,165.060165,>=,145.0,6
212,sample9_44h.json,77,83,1,1,TP,163.426725,>=,145.0,2
221,sample9_44h.json,81,87,1,1,TP,163.778795,>=,145.0,26
229,sample9_44h.json,84,90,1,1,TP,168.740645,>=,145.0,14
231,sample9_44h.json,85,89,1,1,TP,167.927229,>=,145.0,8
241,sample9_44h.json,91,96,1,1,TP,159.416368,>=,145.0,20
244,sample9_44h.json,92,95,1,1,TP,160.759122,>=,145.0,8
246,sample9_44h.json,93,98,1,1,TP,168.374602,>=,145.0,4
250,sample9_44h.json,94,200,1,1,TP,165.354537,>=,145.0,16
256,sample9_44h.json,97,101,1,1,TP,167.963925,>=,145.0,26
280,sample9_44h.json,105,110,1,1,TP,161.188016,>=,145.0,16
285,sample9_44h.json,107,117,1,1,TP,154.72555,>=,145.0,20
290,sample9_44h.json,109,111,1,1,TP,161.618626,>=,145.0,16
303,sample9_44h.json,114,116,1,1,TP,167.781496,>=,145.0,8
314,sample9_44h.json,119,121,1,1,TP,171.684375,>=,145.0,16
318,sample9_44h.json,120,124,1,1,TP,166.392523,>=,145.0,12
324,sample9_44h.json,122,125,1,1,TP,163.402665,>=,145.0,8
342,sample9_44h.json,128,132,1,1,TP,170.860108,>=,145.0,6
348,sample9_44h.json,130,134,1,1,TP,152.376199,>=,145.0,2
360,sample9_44h.json,136,141,1,1,TP,145.670664,>=,145.0,24
366,sample9_44h.json,138,142,1,1,TP,157.806142,>=,145.0,4
369,sample9_44h.json,139,150,1,1,TP,157.708486,>=,145.0,10
371,sample9_44h.json,140,145,1,1,TP,160.608801,>=,145.0,6
398,sample9_44h.json,148,155,1,1,TP,164.919566,>=,145.0,6
400,sample9_44h.json,149,158,1,1,TP,156.604838,>=,145.0,12
409,sample9_44h.json,152,160,1,1,TP,159.465849,>=,145.0,20
411,sample9_44h.json,153,159,1,1,TP,178.078607,>=,145.0,8
414,sample9_44h.json,154,156,1,1,TP,159.107592,>=,145.0,18
429,sample9_44h.json,161,162,1,1,TP,165.621413,>=,145.0,2
438,sample9_44h.json,164,169,1,1,TP,172.49258,>=,145.0,12
446,sample9_44h.json,166,172,1,1,TP,157.775116,>=,145.0,8
448,sample9_44h.json,167,168,1,1,TP,172.11953,>=,145.0,2
456,sample9_44h.json,171,175,1,1,TP,154.31832,>=,145.0,2
464,sample9_44h.json,173,177,1,1,TP,172.424559,>=,145.0,12
474,sample9_44h.json,179,180,1,1,TP,166.378838,>=,145.0,16
477,sample9_44h.json,181,184,1,1,TP,176.26942,>=,145.0,16
489,sample9_44h.json,187,197,1,1,TP,150.351555,>=,145.0,16
497,sample9_44h.json,193,195,1,1,TP,163.214078,>=,145.0,12
