fileName,pairIndex,firstPolygonId,secondPolygonId,observed_division,division_timing,areaRatio,areaMean,areaMin,areaMax,areaDiff,perimeterRatio,perimeterMean,perimeterMin,perimeterMax,perimeterDiff,aspectRatio,aspectMean,aspectMin,aspectMax,aspectDiff,circularityRatio,circularityMean,circularityMin,circularityMax,circularityDiff,solidityRatio,solidityMean,solidityMin,solidityMax,solidityDiff,vertexCountRatio,vertexCountMean,vertexCountMin,vertexCountMax,vertexCountDiff,centroidDistance,centroidDistanceNormalized,unionAspectRatio,unionCircularity,unionConvexDeficiency,normalizedSharedEdgeLength,sharedEdgeLength,sharedEdgeUnsharedVerticesDistance,sharedEdgeUnsharedVerticesDistanceNormalized,centroidSharedEdgeDistance,centroidSharedEdgeDistanceNormalized,sharedEdgeUnionCentroidDistance,sharedEdgeUnionCentroidDistanceNormalized,sharedEdgeUnionAxisAngleDegrees,junctionAngleAverageDegrees,junctionAngleMaxDegrees,junctionAngleMinDegrees,junctionAngleDifferenceDegrees,junctionAngleRatio
sample2_40h,1,0,2,1,12,0.397185,703.250000,399.833333,1006.666667,606.833333,0.655603,103.170846,81.709362,124.632330,42.922968,0.723860,1.426643,1.198113,1.655172,0.457059,0.924083,0.783480,0.752567,0.814393,0.061826,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,26.403986,1.020960,1.033557,0.721088,0.124896,0.962453,24.890873,20.915917,0.808753,12.114410,0.468427,9.092888,0.351594,52.451193,155.042885,168.420759,141.665010,26.755749,0.841137
sample2_40h,2,0,4,0,-1,0.326854,811.555556,399.833333,1223.277778,823.444444,0.598371,109.131233,81.709362,136.553104,54.843742,0.841518,1.524015,1.392857,1.655172,0.262315,0.912879,0.788478,0.752567,0.824388,0.071821,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,30.623471,1.114164,1.875000,0.660401,0.234871,0.773506,21.260292,23.530189,0.856091,13.774743,0.501162,11.210392,0.407864,56.725188,139.643294,144.217474,135.069114,9.148360,0.936566
sample2_40h,3,1,2,0,-1,0.513576,761.833333,517.000000,1006.666667,489.666667,0.841581,114.760290,104.888250,124.632330,19.744080,0.961107,1.174814,1.151515,1.198113,0.046598,0.725125,0.702465,0.590536,0.814393,0.223857,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,5.000000,4.000000,6.000000,2.000000,20.733987,0.761360,1.144828,0.726973,0.187486,1.234373,33.615473,19.594140,0.719505,10.275929,0.377336,5.746127,0.211000,28.015966,128.247868,146.309932,110.185803,36.124129,0.753099
sample2_40h,4,2,4,0,-1,0.822926,1114.972222,1006.666667,1223.277778,216.611111,0.912702,130.592717,124.632330,136.553104,11.920774,0.860184,1.295485,1.198113,1.392857,0.194744,0.987876,0.819391,0.814393,0.824388,0.009995,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,34.555235,1.036086,1.058511,0.485480,0.563641,0.313833,10.466879,29.523719,0.885224,17.022936,0.510407,2.830888,0.084880,87.868778,83.008205,92.201056,73.815355,18.385702,0.800591
sample2_40h,5,2,6,0,-1,0.765914,1160.500000,1006.666667,1314.333333,307.666667,0.902066,131.397781,124.632330,138.163232,13.530902,0.985802,1.189608,1.181102,1.198113,0.017011,0.941247,0.839810,0.814393,0.865228,0.050835,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,37.643643,1.107463,1.872180,0.638254,0.241850,0.721165,24.513035,28.196456,0.829530,18.077824,0.531843,4.921626,0.144793,71.511291,136.466403,157.500000,115.432807,42.067193,0.732907
sample2_40h,6,3,5,1,2,0.903871,774.611111,735.500000,813.722222,78.222222,0.938097,110.776967,107.238747,114.315188,7.076441,0.972287,1.389084,1.369565,1.408602,0.039037,0.973619,0.793090,0.782489,0.803691,0.021202,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,26.077874,0.937279,1.415385,0.754609,0.062182,1.095022,30.466740,20.574493,0.739479,12.665968,0.455234,1.278622,0.045956,66.826399,160.100723,161.019394,159.182053,1.837341,0.988589
sample2_40h,7,3,7,0,-1,0.830350,673.111111,610.722222,735.500000,124.777778,0.926073,103.274845,99.310944,107.238747,7.927803,0.867391,1.474256,1.369565,1.578947,0.209382,0.968212,0.790917,0.778143,0.803691,0.025548,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,36.436304,1.405914,1.923729,0.493857,0.513536,0.414183,10.734161,24.742599,0.954706,16.942394,0.653731,2.440416,0.094165,64.204571,114.067914,118.154966,109.980861,8.174105,0.930819
sample2_40h,8,4,5,0,-1,0.665198,1018.500000,813.722222,1223.277778,409.555556,0.837148,125.434146,114.315188,136.553104,22.237916,0.988822,1.400730,1.392857,1.408602,0.015745,0.949175,0.803439,0.782489,0.824388,0.041899,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.500000,6.000000,7.000000,1.000000,25.620989,0.806945,1.211538,0.783776,0.150166,1.104688,35.074524,20.547214,0.647144,12.805805,0.403325,4.302046,0.135495,61.349211,126.508947,135.000000,118.017894,16.982106,0.874207
sample2_40h,9,4,6,1,10,0.930721,1268.805556,1223.277778,1314.333333,91.055556,0.988346,137.358168,136.553104,138.163232,1.610128,0.847971,1.286980,1.181102,1.392857,0.211755,0.952799,0.844808,0.824388,0.865228,0.040839,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,34.225093,0.960986,1.124352,0.737591,0.154914,0.937677,33.394943,25.617932,0.719311,16.760324,0.470603,0.844496,0.023712,64.466977,149.743705,149.872441,149.614969,0.257472,0.998282
sample2_40h,10,4,9,0,-1,0.314319,803.888889,384.500000,1223.277778,838.777778,0.641982,112.108870,87.664635,136.553104,48.888468,0.767462,1.230911,1.068966,1.392857,0.323892,0.762650,0.726554,0.628720,0.824388,0.195668,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.500000,5.000000,6.000000,1.000000,32.321370,1.184279,1.905983,0.569716,0.404285,0.657721,17.950549,28.133493,1.030832,15.219683,0.557660,15.310361,0.560983,64.651904,112.289994,120.127559,104.452428,15.675131,0.869513
