filename,cell_1_id,cell_2_id,division_timing,observed_division,estimated_division,distance,distance_normalized,area_ratio,area_diff,convex_deficiency,area_min,area_max,area_mean,perimeter_ratio,perimeter_min,perimeter_max,perimeter_mean,perimeter_diff,aspect_ratio,compactness_min,compactness_max,compactness_mean,compactness_diff,elongation_ratio,elongation_min,elongation_max,elongation_mean,elongation_diff,solidity_ratio,solidity_min,solidity_max,solidity_mean,solidity_diff,vertex_count_ratio,vertex_count_min,vertex_count_max,vertex_count_mean,vertex_count_diff,union_aspect_ratio,union_circularity,shared_edge_length,shared_edge_length_normalized,shared_edge_vertex_distance,shared_edge_vertex_distance_normalized,centroid_shared_edge_distance,centroid_shared_edge_distance_normalized,union_centroid_edge_distance,union_centroid_edge_distance_normalized,union_axis_shared_edge_angle,junction_angle_ratio,junction_angle_diff,junction_angle_min,junction_angle_max,junction_angle_mean
sample6_22h.json,10,18,-1,0,0,33.177277,1.093941,0.498572,633.805556,0.353360,630.194444,1264.000000,947.097222,0.682433,105.404460,154.453826,129.929143,49.049366,0.977954,0.665824,0.712798,0.689311,0.046974,0.977954,1.197080,1.224066,1.210573,0.026986,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.000000,6.000000,5.500000,1.000000,1.200000,0.540483,25.000000,0.824315,28.020304,0.923902,13.037255,0.429872,7.253545,0.239168,32.317773,0.757986,32.838303,102.849213,135.687516,119.268365
sample6_22h.json,11,14,-1,0,0,54.939138,1.184609,0.677894,833.555556,0.536554,1754.277778,2587.833333,2171.055556,0.807680,168.209432,208.262516,188.235974,40.053084,0.655280,0.749763,0.779126,0.764444,0.029363,0.655280,1.019324,1.555556,1.287440,0.536232,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.000000,7.000000,6.500000,1.000000,1.394958,0.480074,19.669491,0.424118,41.765911,0.900566,26.154036,0.563939,10.273687,0.221523,52.455510,0.968583,2.933274,90.433187,93.366461,91.899824
sample6_22h.json,11,15,-1,0,1,27.753285,0.636726,0.509306,1269.833333,0.039798,1318.000000,2587.833333,1952.916667,0.779813,162.405723,208.262516,185.334120,45.856794,0.954511,0.627946,0.749763,0.688855,0.121816,0.954511,1.019324,1.067901,1.043612,0.048578,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.000000,7.000000,6.500000,1.000000,1.013100,0.868480,66.469709,1.524971,21.641629,0.496510,13.834282,0.317391,7.723094,0.177186,6.371084,0.752985,40.380594,123.093610,163.474204,143.283907
sample6_22h.json,11,23,-1,0,0,59.790838,1.470769,0.357936,1661.555556,0.345781,926.277778,2587.833333,1757.055556,0.596482,124.224926,208.262516,166.243721,84.037590,0.710012,0.749763,0.754282,0.752022,0.004519,0.710012,1.019324,1.435644,1.227484,0.416320,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,5.000000,7.000000,6.000000,2.000000,1.204545,0.511837,19.379256,0.476702,44.621917,1.097635,29.770076,0.732301,23.466072,0.577232,84.814858,0.992868,0.996536,138.726215,139.722751,139.224483
sample6_22h.json,11,26,-1,0,0,59.606912,1.393730,0.464352,1386.166667,0.663998,1201.666667,2587.833333,1894.750000,0.653633,136.127188,208.262516,172.194852,72.135329,0.816809,0.749763,0.814900,0.782331,0.065137,0.816809,1.019324,1.247934,1.133629,0.228610,0.993660,0.993660,1.000000,0.996830,0.006340,1.000000,7.000000,7.000000,7.000000,0.000000,1.660377,0.443526,8.359957,0.195473,43.447925,1.015900,28.475617,0.665817,11.744334,0.274606,47.254130,0.746435,26.773264,78.814171,105.587434,92.200803
sample6_22h.json,12,14,-1,0,1,36.470058,0.800652,0.724220,668.020421,0.127138,1754.277778,2422.298199,2088.287988,0.863856,168.209432,194.719336,181.464384,26.509904,0.748739,0.779126,0.802822,0.790974,0.023696,0.748739,1.164706,1.555556,1.360131,0.390850,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.156682,0.797055,53.160135,1.167060,29.138331,0.639693,18.228415,0.400181,4.949304,0.108655,79.450005,0.698525,44.491364,103.087571,147.578935,125.333253
sample6_22h.json,12,21,14,1,0,49.788106,1.242004,0.395630,1463.964866,0.252126,958.333333,2422.298199,1690.315766,0.669047,130.276410,194.719336,162.497873,64.442926,0.960095,0.709569,0.802822,0.756196,0.093253,0.960095,1.164706,1.213115,1.188910,0.048409,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,4.000000,6.000000,5.000000,2.000000,1.236052,0.583441,27.578172,0.687960,46.714550,1.165332,24.605293,0.613799,16.032675,0.399948,80.920233,0.894508,17.529936,148.642915,166.172851,157.407883
sample6_22h.json,12,24,-1,0,0,55.424614,1.206197,0.752109,600.464866,0.411156,1821.833333,2422.298199,2122.065766,0.877995,170.962700,194.719336,182.841018,23.756637,0.962030,0.783278,0.802822,0.793050,0.019544,0.962030,1.120482,1.164706,1.142594,0.044224,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.967213,0.524554,23.409400,0.509455,42.748844,0.930336,25.415282,0.553109,7.095678,0.154422,54.386205,0.734263,34.689286,95.850496,130.539782,113.195139
sample6_22h.json,13,16,-1,0,0,33.197957,0.939861,0.755308,349.555556,0.409208,1079.000000,1428.555556,1253.777778,0.907314,131.386908,144.808566,138.097737,13.421658,0.754652,0.785466,0.856088,0.820777,0.070623,0.754652,1.036765,1.373832,1.205298,0.337067,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.000000,7.000000,6.500000,1.000000,1.172973,0.561118,19.610088,0.555178,28.123811,0.796208,16.540666,0.468280,4.177189,0.118260,50.956709,0.638887,38.139946,67.477800,105.617745,86.547773
sample6_22h.json,13,18,-1,0,0,44.612492,1.418523,0.441141,798.361111,0.502927,630.194444,1428.555556,1029.375000,0.727888,105.404460,144.808566,125.106513,39.404106,0.846984,0.712798,0.856088,0.784443,0.143290,0.846984,1.036765,1.224066,1.130416,0.187302,1.000000,1.000000,1.000000,1.000000,0.000000,0.714286,5.000000,7.000000,6.000000,2.000000,1.352875,0.501626,11.556624,0.367461,34.446107,1.095267,22.062864,0.701523,10.445913,0.332144,84.815113,0.617465,57.448897,92.730384,150.179281,121.454832
