filename,cell_1_id,cell_2_id,division_timing,observed_division,estimated_division,distance,distance_normalized,area_ratio,area_diff,convex_deficiency,area_min,area_max,area_mean,perimeter_ratio,perimeter_min,perimeter_max,perimeter_mean,perimeter_diff,aspect_ratio,compactness_min,compactness_max,compactness_mean,compactness_diff,elongation_ratio,elongation_min,elongation_max,elongation_mean,elongation_diff,solidity_ratio,solidity_min,solidity_max,solidity_mean,solidity_diff,vertex_count_ratio,vertex_count_min,vertex_count_max,vertex_count_mean,vertex_count_diff,union_aspect_ratio,union_circularity,shared_edge_length,shared_edge_length_normalized,shared_edge_vertex_distance,shared_edge_vertex_distance_normalized,centroid_shared_edge_distance,centroid_shared_edge_distance_normalized,union_centroid_edge_distance,union_centroid_edge_distance_normalized,union_axis_shared_edge_angle,junction_angle_ratio,junction_angle_diff,junction_angle_min,junction_angle_max,junction_angle_mean
18-84h.json,7,15,24,1,1,23.202741,0.842762,0.902194,78.000000,0.044825,719.500000,797.500000,758.500000,0.973074,105.881591,108.811481,107.346536,2.929891,0.986987,0.806491,0.846430,0.826461,0.039939,0.986987,1.259259,1.275862,1.267561,0.016603,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.432432,0.842613,32.140317,1.167390,18.120000,0.658149,11.575187,0.420430,0.813646,0.029553,84.775650,0.950537,8.343892,160.346176,168.690068,164.518122
18-84h.json,8,11,16,1,1,24.865617,0.909616,0.803851,163.000000,0.121414,668.000000,831.000000,749.500000,0.911503,100.129939,109.851404,104.990671,9.721465,0.926290,0.837256,0.865366,0.851311,0.028109,0.926290,1.181818,1.275862,1.228840,0.094044,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.106383,0.794835,28.017851,1.024929,19.867749,0.726788,12.431010,0.454742,2.679805,0.098031,84.009702,0.961629,5.946863,149.036243,154.983107,152.009675
18-84h.json,8,13,-1,0,0,28.147033,1.015147,0.853189,122.000000,0.281818,709.000000,831.000000,770.000000,0.916774,100.708864,109.851404,105.280134,9.142540,0.872596,0.865366,0.878457,0.871912,0.013092,0.872596,1.031250,1.181818,1.106534,0.150568,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.276596,0.656224,19.416488,0.700272,22.542761,0.813024,14.053817,0.506863,2.159866,0.077897,89.116832,0.833823,20.990051,105.321510,126.311561,115.816535
18-84h.json,8,18,-1,0,0,31.442591,1.134050,0.853043,122.121607,0.562382,708.878393,831.000000,769.939196,0.928328,101.978175,109.851404,105.914790,7.873228,0.957162,0.856578,0.865366,0.860972,0.008787,0.957162,1.181818,1.234710,1.208264,0.052892,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.000000,7.000000,6.500000,1.000000,1.496070,0.552829,12.369317,0.446128,25.336933,0.913836,15.228756,0.549261,2.620344,0.094509,67.869585,0.862588,15.958213,100.175511,116.133723,108.154617
18-84h.json,9,12,8,1,1,18.282356,0.884410,0.852814,68.000000,0.078271,394.000000,462.000000,428.000000,0.914558,77.111654,84.315737,80.713696,7.204083,0.905806,0.816647,0.832657,0.824652,0.016009,0.905806,1.080000,1.192308,1.136154,0.112308,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.000000,6.000000,5.500000,1.000000,1.026316,0.807966,23.021729,1.113678,15.153786,0.733065,8.960299,0.433455,1.218340,0.058937,61.333956,0.976489,3.955706,164.291362,168.247068,166.269215
18-84h.json,9,13,-1,0,0,25.994557,1.118611,0.555712,315.000000,0.338169,394.000000,709.000000,551.500000,0.765689,77.111654,100.708864,88.910259,23.597210,0.954861,0.832657,0.878457,0.855557,0.045801,0.954861,1.031250,1.080000,1.055625,0.048750,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.268293,0.601346,13.000000,0.559423,21.105291,0.908214,12.956999,0.557572,6.371039,0.274162,74.963642,0.601036,54.711686,82.422573,137.134259,109.778416
18-84h.json,9,17,-1,0,0,26.834870,1.286301,0.823406,84.500000,0.646418,394.000000,478.500000,436.250000,0.902958,77.111654,85.398984,81.255319,8.287330,0.975484,0.824492,0.832657,0.828574,0.008165,0.975484,1.080000,1.107143,1.093571,0.027143,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.575758,0.528225,9.219544,0.441929,21.315608,1.021741,12.018347,0.576087,1.185824,0.056841,60.665874,0.900072,12.426680,111.929588,124.356267,118.142928
18-84h.json,10,15,-1,0,0,34.668665,1.231125,0.988715,9.000000,0.315259,788.500000,797.500000,793.000000,0.999935,108.804442,108.811481,108.807962,0.007039,0.979730,0.836986,0.846430,0.841708,0.009444,0.979730,1.250000,1.275862,1.262931,0.025862,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.642857,0.569808,15.297059,0.543217,25.182626,0.894265,17.199423,0.610772,0.515145,0.018293,83.648785,0.796325,24.389056,95.355825,119.744881,107.550353
18-84h.json,10,19,-1,0,0,21.653231,0.836075,0.713380,226.000000,0.147298,562.500000,788.500000,675.500000,0.867422,94.379348,108.804442,101.591895,14.425094,0.659722,0.793558,0.836986,0.815272,0.043429,0.659722,1.250000,1.894737,1.572368,0.644737,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.305556,0.783692,28.000000,1.081137,17.361589,0.670366,10.824255,0.417946,3.685048,0.142287,56.087718,0.953837,6.724597,138.945186,145.669783,142.307485
18-84h.json,11,15,-1,0,0,29.514636,1.091402,0.837618,129.500000,0.429887,668.000000,797.500000,732.750000,0.920215,100.129939,108.811481,104.470710,8.681543,1.000000,0.837256,0.846430,0.841843,0.009174,1.000000,1.275862,1.275862,1.275862,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.641026,0.589875,16.124515,0.596258,23.950398,0.885646,14.749505,0.545412,4.390404,0.162350,89.255259,0.824010,20.753970,97.172983,117.926953,107.549968
18-84h.json,11,18,-1,0,0,26.984519,1.028560,0.942334,40.878393,0.317435,668.000000,708.878393,688.439196,0.981876,100.129939,101.978175,101.054057,1.848237,0.967746,0.837256,0.856578,0.846917,0.019322,0.967746,1.234710,1.275862,1.255286,0.041152,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.000000,7.000000,6.500000,1.000000,1.034196,0.655156,19.798990,0.754672,20.824008,0.793742,13.454025,0.512823,0.903332,0.034432,87.233782,0.853941,18.949359,110.788246,129.737605,120.262925
18-84h.json,11,20,-1,0,0,22.917734,1.050401,0.473802,351.500000,0.494667,316.500000,668.000000,492.250000,0.779572,78.058488,100.129939,89.094213,22.071450,0.617353,0.652745,0.837256,0.745000,0.184512,0.617353,1.275862,2.066667,1.671264,0.790805,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.000000,6.000000,5.500000,1.000000,1.000000,0.567416,15.264338,0.699619,20.200764,0.925873,11.455552,0.525049,6.916043,0.316987,87.519290,0.893360,13.529369,113.340529,126.869898,120.105213
