real_division_pair
0 2 8
1 4 12
5 7 2
6 8 12
10 13 8
11 17 12
14 15 8
16 20 6
18 21 6
19 24 6
22 23 4
25 26 2
28 31 2
29 38 6
30 32 4
34 37 6
35 41 14
39 40 2
42 45 10
43 52 10
44 48 2
46 50 20
47 49 10
53 58 10
54 64 10
55 63 12
56 60 6
59 66 10
61 67 12
62 69 6
65 72 4
68 70 10
71 76 10
73 74 8
75 77 8
78 86 8
79 83 4
80 82 8
87 90 8
