feature,daughter_pair_mean_plus_minus_sd,non_daughter_pair_mean_plus_minus_sd,low_angle_component_axial_mean_deg,low_angle_component_kappa,high_angle_component_axial_mean_deg,high_angle_component_kappa,non_daughter_vs_low_component_wasserstein_deg,daughter_vs_high_component_wasserstein_deg
junctionAngleAverageDegrees,161.56 ± 9.76786,114.404 ± 16.721,112.91818008715703,4.03544804344906,159.8172152416255,8.058552812161047,1.3378295854193107,1.842682360834793
