job_index,split_index,split_id,model_name,feature_mode,status,elapsed_seconds,worker_pid,worker_log,summary_json,error
148,18,split_019,lightgbm,all,succeeded,234.86258471757174,3101794,output/all_satisfying_primordia_splits/split_019/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_019/models/all/lightgbm/training_summary.json,
149,18,split_019,lr,selected4,succeeded,221.54793799854815,3101783,output/all_satisfying_primordia_splits/split_019/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_019/models/selected4/lr/training_summary.json,
150,18,split_019,svm,selected4,succeeded,169.27098352462053,3101787,output/all_satisfying_primordia_splits/split_019/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_019/models/selected4/svm/training_summary.json,
151,18,split_019,xgboost,selected4,succeeded,189.56117831915617,3101765,output/all_satisfying_primordia_splits/split_019/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_019/models/selected4/xgboost/training_summary.json,
152,18,split_019,lightgbm,selected4,succeeded,199.49224248342216,3101790,output/all_satisfying_primordia_splits/split_019/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_019/models/selected4/lightgbm/training_summary.json,
153,19,split_020,lr,all,succeeded,209.1481650006026,3101764,output/all_satisfying_primordia_splits/split_020/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_020/models/all/lr/training_summary.json,
154,19,split_020,svm,all,succeeded,177.01024296320975,3101772,output/all_satisfying_primordia_splits/split_020/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_020/models/all/svm/training_summary.json,
155,19,split_020,xgboost,all,succeeded,205.71855115517974,3101778,output/all_satisfying_primordia_splits/split_020/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_020/models/all/xgboost/training_summary.json,
156,19,split_020,lightgbm,all,succeeded,241.22974119707942,3101798,output/all_satisfying_primordia_splits/split_020/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_020/models/all/lightgbm/training_summary.json,
157,19,split_020,lr,selected4,succeeded,222.98520747572184,3101774,output/all_satisfying_primordia_splits/split_020/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_020/models/selected4/lr/training_summary.json,
158,19,split_020,svm,selected4,succeeded,177.70896866172552,3101793,output/all_satisfying_primordia_splits/split_020/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_020/models/selected4/svm/training_summary.json,
159,19,split_020,xgboost,selected4,succeeded,193.75711641646922,3101771,output/all_satisfying_primordia_splits/split_020/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_020/models/selected4/xgboost/training_summary.json,
160,19,split_020,lightgbm,selected4,succeeded,205.8339354917407,3101781,output/all_satisfying_primordia_splits/split_020/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_020/models/selected4/lightgbm/training_summary.json,
161,20,split_021,lr,all,succeeded,200.95065578632057,3101782,output/all_satisfying_primordia_splits/split_021/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_021/models/all/lr/training_summary.json,
162,20,split_021,svm,all,succeeded,168.66011974029243,3101784,output/all_satisfying_primordia_splits/split_021/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_021/models/all/svm/training_summary.json,
163,20,split_021,xgboost,all,succeeded,197.04962113685906,3101775,output/all_satisfying_primordia_splits/split_021/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_021/models/all/xgboost/training_summary.json,
164,20,split_021,lightgbm,all,succeeded,236.53187580779195,3101785,output/all_satisfying_primordia_splits/split_021/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_021/models/all/lightgbm/training_summary.json,
165,20,split_021,lr,selected4,succeeded,211.64560125768185,3101779,output/all_satisfying_primordia_splits/split_021/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_021/models/selected4/lr/training_summary.json,
166,20,split_021,svm,selected4,succeeded,168.39784474857152,3101797,output/all_satisfying_primordia_splits/split_021/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_021/models/selected4/svm/training_summary.json,
167,20,split_021,xgboost,selected4,succeeded,188.81459594145417,3101789,output/all_satisfying_primordia_splits/split_021/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_021/models/selected4/xgboost/training_summary.json,
168,20,split_021,lightgbm,selected4,succeeded,196.69882394000888,3101769,output/all_satisfying_primordia_splits/split_021/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_021/models/selected4/lightgbm/training_summary.json,
169,21,split_022,lr,all,succeeded,204.4495300091803,3101767,output/all_satisfying_primordia_splits/split_022/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_022/models/all/lr/training_summary.json,
170,21,split_022,svm,all,succeeded,172.31531090661883,3101788,output/all_satisfying_primordia_splits/split_022/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_022/models/all/svm/training_summary.json,
171,21,split_022,xgboost,all,succeeded,200.3965832516551,3101776,output/all_satisfying_primordia_splits/split_022/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_022/models/all/xgboost/training_summary.json,
172,21,split_022,lightgbm,all,succeeded,232.97185127995908,3101792,output/all_satisfying_primordia_splits/split_022/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_022/models/all/lightgbm/training_summary.json,
173,21,split_022,lr,selected4,succeeded,213.80491072498262,3101780,output/all_satisfying_primordia_splits/split_022/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_022/models/selected4/lr/training_summary.json,
174,21,split_022,svm,selected4,succeeded,171.51862533017993,3101791,output/all_satisfying_primordia_splits/split_022/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_022/models/selected4/svm/training_summary.json,
175,21,split_022,xgboost,selected4,succeeded,193.01071196235716,3101777,output/all_satisfying_primordia_splits/split_022/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_022/models/selected4/xgboost/training_summary.json,
176,21,split_022,lightgbm,selected4,succeeded,198.17054571397603,3101768,output/all_satisfying_primordia_splits/split_022/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_022/models/selected4/lightgbm/training_summary.json,
177,22,split_023,lr,all,succeeded,206.2997912634164,3101773,output/all_satisfying_primordia_splits/split_023/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_023/models/all/lr/training_summary.json,
178,22,split_023,svm,all,succeeded,171.93290235474706,3101796,output/all_satisfying_primordia_splits/split_023/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_023/models/all/svm/training_summary.json,
179,22,split_023,xgboost,all,succeeded,199.2438928987831,3101763,output/all_satisfying_primordia_splits/split_023/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_023/models/all/xgboost/training_summary.json,
180,22,split_023,lightgbm,all,succeeded,235.39664440229535,3101795,output/all_satisfying_primordia_splits/split_023/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_023/models/all/lightgbm/training_summary.json,
181,22,split_023,lr,selected4,succeeded,213.45608155615628,3101800,output/all_satisfying_primordia_splits/split_023/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_023/models/selected4/lr/training_summary.json,
182,22,split_023,svm,selected4,succeeded,174.01255849003792,3101799,output/all_satisfying_primordia_splits/split_023/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_023/models/selected4/svm/training_summary.json,
183,22,split_023,xgboost,selected4,succeeded,200.58864288032055,3101787,output/all_satisfying_primordia_splits/split_023/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_023/models/selected4/xgboost/training_summary.json,
184,22,split_023,lightgbm,selected4,succeeded,202.40624566748738,3101786,output/all_satisfying_primordia_splits/split_023/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_023/models/selected4/lightgbm/training_summary.json,
185,23,split_024,lr,all,succeeded,207.9132199715823,3101772,output/all_satisfying_primordia_splits/split_024/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_024/models/all/lr/training_summary.json,
186,23,split_024,svm,all,succeeded,172.7150834593922,3101765,output/all_satisfying_primordia_splits/split_024/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_024/models/all/svm/training_summary.json,
187,23,split_024,xgboost,all,succeeded,201.8530001770705,3101790,output/all_satisfying_primordia_splits/split_024/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_024/models/all/xgboost/training_summary.json,
188,23,split_024,lightgbm,all,succeeded,236.28612523525953,3101784,output/all_satisfying_primordia_splits/split_024/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_024/models/all/lightgbm/training_summary.json,
189,23,split_024,lr,selected4,succeeded,221.42135707475245,3101793,output/all_satisfying_primordia_splits/split_024/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_024/models/selected4/lr/training_summary.json,
190,23,split_024,svm,selected4,succeeded,170.8026050645858,3101764,output/all_satisfying_primordia_splits/split_024/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_024/models/selected4/svm/training_summary.json,
191,23,split_024,xgboost,selected4,succeeded,192.37784350849688,3101783,output/all_satisfying_primordia_splits/split_024/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_024/models/selected4/xgboost/training_summary.json,
192,23,split_024,lightgbm,selected4,succeeded,204.4048240929842,3101797,output/all_satisfying_primordia_splits/split_024/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_024/models/selected4/lightgbm/training_summary.json,
193,24,split_025,lr,all,succeeded,198.45894922688603,3101794,output/all_satisfying_primordia_splits/split_025/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_025/models/all/lr/training_summary.json,
194,24,split_025,svm,all,succeeded,171.1807563956827,3101778,output/all_satisfying_primordia_splits/split_025/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_025/models/all/svm/training_summary.json,
195,24,split_025,xgboost,all,succeeded,196.7459894362837,3101771,output/all_satisfying_primordia_splits/split_025/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_025/models/all/xgboost/training_summary.json,
196,24,split_025,lightgbm,all,succeeded,234.06056302413344,3101782,output/all_satisfying_primordia_splits/split_025/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_025/models/all/lightgbm/training_summary.json,
197,24,split_025,lr,selected4,succeeded,207.39305387809873,3101781,output/all_satisfying_primordia_splits/split_025/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_025/models/selected4/lr/training_summary.json,
198,24,split_025,svm,selected4,succeeded,166.68130510486662,3101788,output/all_satisfying_primordia_splits/split_025/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_025/models/selected4/svm/training_summary.json,
199,24,split_025,xgboost,selected4,succeeded,185.4574246108532,3101775,output/all_satisfying_primordia_splits/split_025/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_025/models/selected4/xgboost/training_summary.json,
200,24,split_025,lightgbm,selected4,succeeded,200.85784585028887,3101789,output/all_satisfying_primordia_splits/split_025/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_025/models/selected4/lightgbm/training_summary.json,
201,25,split_026,lr,all,succeeded,203.06539336033165,3101791,output/all_satisfying_primordia_splits/split_026/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_026/models/all/lr/training_summary.json,
202,25,split_026,svm,all,succeeded,169.465038029477,3101774,output/all_satisfying_primordia_splits/split_026/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_026/models/all/svm/training_summary.json,
203,25,split_026,xgboost,all,succeeded,198.6460061967373,3101769,output/all_satisfying_primordia_splits/split_026/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_026/models/all/xgboost/training_summary.json,
204,25,split_026,lightgbm,all,succeeded,235.2259193956852,3101779,output/all_satisfying_primordia_splits/split_026/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_026/models/all/lightgbm/training_summary.json,
205,25,split_026,lr,selected4,succeeded,215.29968085885048,3101767,output/all_satisfying_primordia_splits/split_026/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_026/models/selected4/lr/training_summary.json,
206,25,split_026,svm,selected4,succeeded,170.25077263265848,3101798,output/all_satisfying_primordia_splits/split_026/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_026/models/selected4/svm/training_summary.json,
207,25,split_026,xgboost,selected4,succeeded,196.35747068747878,3101776,output/all_satisfying_primordia_splits/split_026/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_026/models/selected4/xgboost/training_summary.json,
208,25,split_026,lightgbm,selected4,succeeded,198.6322804223746,3101777,output/all_satisfying_primordia_splits/split_026/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_026/models/selected4/lightgbm/training_summary.json,
209,26,split_027,lr,all,succeeded,209.81587311066687,3101785,output/all_satisfying_primordia_splits/split_027/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_027/models/all/lr/training_summary.json,
210,26,split_027,svm,all,succeeded,174.24878138676286,3101796,output/all_satisfying_primordia_splits/split_027/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_027/models/all/svm/training_summary.json,
211,26,split_027,xgboost,all,succeeded,204.94225256703794,3101780,output/all_satisfying_primordia_splits/split_027/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_027/models/all/xgboost/training_summary.json,
212,26,split_027,lightgbm,all,succeeded,239.53501424193382,3101768,output/all_satisfying_primordia_splits/split_027/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_027/models/all/lightgbm/training_summary.json,
213,26,split_027,lr,selected4,succeeded,225.18872905895114,3101773,output/all_satisfying_primordia_splits/split_027/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_027/models/selected4/lr/training_summary.json,
214,26,split_027,svm,selected4,succeeded,176.07901463471353,3101792,output/all_satisfying_primordia_splits/split_027/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_027/models/selected4/svm/training_summary.json,
215,26,split_027,xgboost,selected4,succeeded,194.30399365536869,3101763,output/all_satisfying_primordia_splits/split_027/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_027/models/selected4/xgboost/training_summary.json,
216,26,split_027,lightgbm,selected4,succeeded,205.48553736135364,3101799,output/all_satisfying_primordia_splits/split_027/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_027/models/selected4/lightgbm/training_summary.json,
217,27,split_028,lr,all,succeeded,206.5080259013921,3101765,output/all_satisfying_primordia_splits/split_028/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_028/models/all/lr/training_summary.json,
218,27,split_028,svm,all,succeeded,174.73110411316156,3101787,output/all_satisfying_primordia_splits/split_028/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_028/models/all/svm/training_summary.json,
219,27,split_028,xgboost,all,succeeded,203.80528007633984,3101800,output/all_satisfying_primordia_splits/split_028/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_028/models/all/xgboost/training_summary.json,
220,27,split_028,lightgbm,all,succeeded,244.03215388581157,3101795,output/all_satisfying_primordia_splits/split_028/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_028/models/all/lightgbm/training_summary.json,
221,27,split_028,lr,selected4,succeeded,211.9445144366473,3101786,output/all_satisfying_primordia_splits/split_028/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_028/models/selected4/lr/training_summary.json,
222,27,split_028,svm,selected4,succeeded,173.6546970307827,3101764,output/all_satisfying_primordia_splits/split_028/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_028/models/selected4/svm/training_summary.json,
223,27,split_028,xgboost,selected4,succeeded,191.09354305453598,3101778,output/all_satisfying_primordia_splits/split_028/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_028/models/selected4/xgboost/training_summary.json,
224,27,split_028,lightgbm,selected4,succeeded,204.93239174596965,3101772,output/all_satisfying_primordia_splits/split_028/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_028/models/selected4/lightgbm/training_summary.json,
225,28,split_029,lr,all,succeeded,208.7815914787352,3101790,output/all_satisfying_primordia_splits/split_029/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_029/models/all/lr/training_summary.json,
226,28,split_029,svm,all,succeeded,169.19693148881197,3101788,output/all_satisfying_primordia_splits/split_029/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_029/models/all/svm/training_summary.json,
227,28,split_029,xgboost,all,succeeded,197.89678291603923,3101783,output/all_satisfying_primordia_splits/split_029/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_029/models/all/xgboost/training_summary.json,
228,28,split_029,lightgbm,all,succeeded,235.02655529603362,3101794,output/all_satisfying_primordia_splits/split_029/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_029/models/all/lightgbm/training_summary.json,
229,28,split_029,lr,selected4,succeeded,211.08702429383993,3101771,output/all_satisfying_primordia_splits/split_029/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_029/models/selected4/lr/training_summary.json,
230,28,split_029,svm,selected4,succeeded,168.9863906931132,3101774,output/all_satisfying_primordia_splits/split_029/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_029/models/selected4/svm/training_summary.json,
231,28,split_029,xgboost,selected4,succeeded,194.58227978274226,3101797,output/all_satisfying_primordia_splits/split_029/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_029/models/selected4/xgboost/training_summary.json,
232,28,split_029,lightgbm,selected4,succeeded,203.29379515908659,3101775,output/all_satisfying_primordia_splits/split_029/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_029/models/selected4/lightgbm/training_summary.json,
233,29,split_030,lr,all,succeeded,205.42342386767268,3101793,output/all_satisfying_primordia_splits/split_030/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_030/models/all/lr/training_summary.json,
234,29,split_030,svm,all,succeeded,178.71439097821712,3101798,output/all_satisfying_primordia_splits/split_030/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_030/models/all/svm/training_summary.json,
235,29,split_030,xgboost,all,succeeded,202.28619159944355,3101784,output/all_satisfying_primordia_splits/split_030/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_030/models/all/xgboost/training_summary.json,
236,29,split_030,lightgbm,all,succeeded,236.8996740002185,3101781,output/all_satisfying_primordia_splits/split_030/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_030/models/all/lightgbm/training_summary.json,
237,29,split_030,lr,selected4,succeeded,221.1502915211022,3101789,output/all_satisfying_primordia_splits/split_030/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_030/models/selected4/lr/training_summary.json,
238,29,split_030,svm,selected4,succeeded,173.55219694972038,3101769,output/all_satisfying_primordia_splits/split_030/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_030/models/selected4/svm/training_summary.json,
239,29,split_030,xgboost,selected4,succeeded,192.97813024558127,3101791,output/all_satisfying_primordia_splits/split_030/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_030/models/selected4/xgboost/training_summary.json,
240,29,split_030,lightgbm,selected4,succeeded,203.8710945211351,3101796,output/all_satisfying_primordia_splits/split_030/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_030/models/selected4/lightgbm/training_summary.json,
241,30,split_031,lr,all,succeeded,206.54107746854424,3101776,output/all_satisfying_primordia_splits/split_031/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_031/models/all/lr/training_summary.json,
242,30,split_031,svm,all,succeeded,170.55919474549592,3101782,output/all_satisfying_primordia_splits/split_031/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_031/models/all/svm/training_summary.json,
243,30,split_031,xgboost,all,succeeded,195.86021884344518,3101767,output/all_satisfying_primordia_splits/split_031/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_031/models/all/xgboost/training_summary.json,
244,30,split_031,lightgbm,all,succeeded,238.39619787223637,3101777,output/all_satisfying_primordia_splits/split_031/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_031/models/all/lightgbm/training_summary.json,
245,30,split_031,lr,selected4,succeeded,211.1178501546383,3101792,output/all_satisfying_primordia_splits/split_031/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_031/models/selected4/lr/training_summary.json,
246,30,split_031,svm,selected4,succeeded,167.13751519471407,3101785,output/all_satisfying_primordia_splits/split_031/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_031/models/selected4/svm/training_summary.json,
247,30,split_031,xgboost,selected4,succeeded,189.87364650145173,3101780,output/all_satisfying_primordia_splits/split_031/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_031/models/selected4/xgboost/training_summary.json,
248,30,split_031,lightgbm,selected4,succeeded,200.62232090719044,3101779,output/all_satisfying_primordia_splits/split_031/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_031/models/selected4/lightgbm/training_summary.json,
249,31,split_032,lr,all,succeeded,200.17827428132296,3101763,output/all_satisfying_primordia_splits/split_032/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_032/models/all/lr/training_summary.json,
250,31,split_032,svm,all,succeeded,172.12297753244638,3101773,output/all_satisfying_primordia_splits/split_032/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_032/models/all/svm/training_summary.json,
251,31,split_032,xgboost,all,succeeded,198.66472573578358,3101768,output/all_satisfying_primordia_splits/split_032/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_032/models/all/xgboost/training_summary.json,
252,31,split_032,lightgbm,all,succeeded,239.766452902928,3101787,output/all_satisfying_primordia_splits/split_032/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_032/models/all/lightgbm/training_summary.json,
253,31,split_032,lr,selected4,succeeded,209.25254228897393,3101799,output/all_satisfying_primordia_splits/split_032/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_032/models/selected4/lr/training_summary.json,
254,31,split_032,svm,selected4,succeeded,171.72213905118406,3101764,output/all_satisfying_primordia_splits/split_032/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_032/models/selected4/svm/training_summary.json,
255,31,split_032,xgboost,selected4,succeeded,189.58213009871542,3101765,output/all_satisfying_primordia_splits/split_032/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_032/models/selected4/xgboost/training_summary.json,
256,31,split_032,lightgbm,selected4,succeeded,200.29517277143896,3101788,output/all_satisfying_primordia_splits/split_032/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_032/models/selected4/lightgbm/training_summary.json,
257,32,split_033,lr,all,succeeded,205.64035364054143,3101800,output/all_satisfying_primordia_splits/split_033/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_033/models/all/lr/training_summary.json,
258,32,split_033,svm,all,succeeded,174.6826143655926,3101778,output/all_satisfying_primordia_splits/split_033/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_033/models/all/svm/training_summary.json,
259,32,split_033,xgboost,all,succeeded,207.54433869570494,3101774,output/all_satisfying_primordia_splits/split_033/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_033/models/all/xgboost/training_summary.json,
260,32,split_033,lightgbm,all,succeeded,236.8833116274327,3101786,output/all_satisfying_primordia_splits/split_033/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_033/models/all/lightgbm/training_summary.json,
261,32,split_033,lr,selected4,succeeded,214.63341060839593,3101772,output/all_satisfying_primordia_splits/split_033/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_033/models/selected4/lr/training_summary.json,
262,32,split_033,svm,selected4,succeeded,174.61897540837526,3101783,output/all_satisfying_primordia_splits/split_033/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_033/models/selected4/svm/training_summary.json,
263,32,split_033,xgboost,selected4,succeeded,195.92310602217913,3101790,output/all_satisfying_primordia_splits/split_033/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_033/models/selected4/xgboost/training_summary.json,
264,32,split_033,lightgbm,selected4,succeeded,200.3521779924631,3101798,output/all_satisfying_primordia_splits/split_033/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_033/models/selected4/lightgbm/training_summary.json,
265,33,split_034,lr,all,succeeded,208.7880674339831,3101797,output/all_satisfying_primordia_splits/split_034/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_034/models/all/lr/training_summary.json,
266,33,split_034,svm,all,succeeded,174.30021109618247,3101795,output/all_satisfying_primordia_splits/split_034/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_034/models/all/svm/training_summary.json,
267,33,split_034,xgboost,all,succeeded,199.50564058683813,3101769,output/all_satisfying_primordia_splits/split_034/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_034/models/all/xgboost/training_summary.json,
268,33,split_034,lightgbm,all,succeeded,234.33396785892546,3101775,output/all_satisfying_primordia_splits/split_034/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_034/models/all/lightgbm/training_summary.json,
269,33,split_034,lr,selected4,succeeded,217.7089934423566,3101771,output/all_satisfying_primordia_splits/split_034/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_034/models/selected4/lr/training_summary.json,
270,33,split_034,svm,selected4,succeeded,170.3599458038807,3101793,output/all_satisfying_primordia_splits/split_034/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_034/models/selected4/svm/training_summary.json,
271,33,split_034,xgboost,selected4,succeeded,192.0431669279933,3101782,output/all_satisfying_primordia_splits/split_034/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_034/models/selected4/xgboost/training_summary.json,
272,33,split_034,lightgbm,selected4,succeeded,201.28784929960966,3101784,output/all_satisfying_primordia_splits/split_034/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_034/models/selected4/lightgbm/training_summary.json,
273,34,split_035,lr,all,succeeded,200.01229796744883,3101791,output/all_satisfying_primordia_splits/split_035/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_035/models/all/lr/training_summary.json,
274,34,split_035,svm,all,succeeded,166.67117556743324,3101794,output/all_satisfying_primordia_splits/split_035/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_035/models/all/svm/training_summary.json,
275,34,split_035,xgboost,all,succeeded,194.72658325359225,3101785,output/all_satisfying_primordia_splits/split_035/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_035/models/all/xgboost/training_summary.json,
276,34,split_035,lightgbm,all,succeeded,231.49881154857576,3101796,output/all_satisfying_primordia_splits/split_035/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_035/models/all/lightgbm/training_summary.json,
277,34,split_035,lr,selected4,succeeded,209.24421228468418,3101789,output/all_satisfying_primordia_splits/split_035/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_035/models/selected4/lr/training_summary.json,
278,34,split_035,svm,selected4,succeeded,166.2993908394128,3101767,output/all_satisfying_primordia_splits/split_035/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_035/models/selected4/svm/training_summary.json,
279,34,split_035,xgboost,selected4,succeeded,185.79027027264237,3101776,output/all_satisfying_primordia_splits/split_035/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_035/models/selected4/xgboost/training_summary.json,
280,34,split_035,lightgbm,selected4,succeeded,192.81445287540555,3101781,output/all_satisfying_primordia_splits/split_035/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_035/models/selected4/lightgbm/training_summary.json,
281,35,split_036,lr,all,succeeded,205.03829591348767,3101780,output/all_satisfying_primordia_splits/split_036/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_036/models/all/lr/training_summary.json,
