feature_mode,model_name,n_features,chosen_threshold,selected_hyperparameters,hyperparameter_search_csv,train_cv_pr_auc,train_cv_roc_auc,train_cv_precision_after_matching,train_cv_recall_after_matching,train_cv_F1_after_matching,summary_json,test_precision_after_matching,test_recall_after_matching,test_F1_after_matching,test_TP,test_FP,test_FN,split_index,split_id,split_name,train_csv,test_csv,assignment_csv,train_rows,test_rows,total_rows,total_input_rows,excluded_exception_rows,exception_column,exception_positive_value,train_fraction,test_fraction,n_train_primordia,n_test_primordia,train_set,test_set,train_daughter_pairs,test_daughter_pairs,total_daughter_pairs,train_non_daughter_pairs,test_non_daughter_pairs,train_daughter_pair_frequency,test_daughter_pair_frequency,daughter_pair_frequency_difference
all,lightgbm,49,0.3165829145728643,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_040/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.941414624908734,0.9912942866306724,0.9564068692206076,0.9258312020460358,0.9408706952566602,output/all_satisfying_primordia_splits/split_040/models/all/lightgbm/training_summary.json,0.9501557632398754,0.9186746987951808,0.9341500765696784,305,16,27,39,split_040,split_040,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_040/primordium_assignment.csv,5383,2190,7573,7624,51,exception_label,1,0.7108147365641093,0.2891852634358907,7,5,sample1;sample10;sample4;sample5;sample7;sample8;sample9,sample11;sample12;sample2;sample3;sample6,782,332,1114,4601,1858,0.1452721530744938,0.15159817351598173,0.006326020441487945
selected4,lr,4,0.4974874371859296,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_040/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9335397893427916,0.9904124033972376,0.9220297029702972,0.9526854219948848,0.9371069182389938,output/all_satisfying_primordia_splits/split_040/models/selected4/lr/training_summary.json,0.935672514619883,0.963855421686747,0.9495548961424332,320,22,12,39,split_040,split_040,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_040/primordium_assignment.csv,5383,2190,7573,7624,51,exception_label,1,0.7108147365641093,0.2891852634358907,7,5,sample1;sample10;sample4;sample5;sample7;sample8;sample9,sample11;sample12;sample2;sample3;sample6,782,332,1114,4601,1858,0.1452721530744938,0.15159817351598173,0.006326020441487945
selected4,svm,4,0.1658291457286432,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_040/models/selected4/svm/hyperparameter_search_train_cv.csv,0.9328961019981024,0.9903859997076138,0.9245049504950495,0.955242966751918,0.939622641509434,output/all_satisfying_primordia_splits/split_040/models/selected4/svm/training_summary.json,0.9298245614035088,0.9578313253012049,0.9436201780415432,318,24,14,39,split_040,split_040,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_040/primordium_assignment.csv,5383,2190,7573,7624,51,exception_label,1,0.7108147365641093,0.2891852634358907,7,5,sample1;sample10;sample4;sample5;sample7;sample8;sample9,sample11;sample12;sample2;sample3;sample6,782,332,1114,4601,1858,0.1452721530744938,0.15159817351598173,0.006326020441487945
selected4,xgboost,4,0.1708542713567839,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_040/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9183693534806788,0.9891664271805696,0.9246231155778896,0.9411764705882352,0.9328263624841572,output/all_satisfying_primordia_splits/split_040/models/selected4/xgboost/training_summary.json,0.9191616766467066,0.9246987951807228,0.921921921921922,307,27,25,39,split_040,split_040,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_040/primordium_assignment.csv,5383,2190,7573,7624,51,exception_label,1,0.7108147365641093,0.2891852634358907,7,5,sample1;sample10;sample4;sample5;sample7;sample8;sample9,sample11;sample12;sample2;sample3;sample6,782,332,1114,4601,1858,0.1452721530744938,0.15159817351598173,0.006326020441487945
selected4,lightgbm,4,0.0402010050251256,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_040/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.9085390168958803,0.987666697609938,0.926489226869455,0.9347826086956522,0.9306174411203056,output/all_satisfying_primordia_splits/split_040/models/selected4/lightgbm/training_summary.json,0.9207317073170732,0.9096385542168676,0.9151515151515152,302,26,30,39,split_040,split_040,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_040/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_040/primordium_assignment.csv,5383,2190,7573,7624,51,exception_label,1,0.7108147365641093,0.2891852634358907,7,5,sample1;sample10;sample4;sample5;sample7;sample8;sample9,sample11;sample12;sample2;sample3;sample6,782,332,1114,4601,1858,0.1452721530744938,0.15159817351598173,0.006326020441487945
all,lr,49,0.4020100502512563,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_041/models/all/lr/hyperparameter_search_train_cv.csv,0.959252779757874,0.993595766114628,0.9304123711340206,0.9601063829787234,0.9450261780104712,output/all_satisfying_primordia_splits/split_041/models/all/lr/training_summary.json,0.922872340425532,0.9585635359116024,0.940379403794038,347,29,15,40,split_041,split_041,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_041/primordium_assignment.csv,5219,2354,7573,7624,51,exception_label,1,0.6891588538227915,0.3108411461772085,7,5,sample1;sample11;sample2;sample4;sample7;sample8;sample9,sample10;sample12;sample3;sample5;sample6,752,362,1114,4467,1992,0.14408890592067447,0.15378079864061173,0.009691892719937256
all,svm,49,0.1507537688442211,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_041/models/all/svm/hyperparameter_search_train_cv.csv,0.9584340027193916,0.993609162225112,0.9282051282051282,0.9627659574468084,0.9451697127937336,output/all_satisfying_primordia_splits/split_041/models/all/svm/training_summary.json,0.9329758713136728,0.9613259668508288,0.946938775510204,348,25,14,40,split_041,split_041,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_041/primordium_assignment.csv,5219,2354,7573,7624,51,exception_label,1,0.6891588538227915,0.3108411461772085,7,5,sample1;sample11;sample2;sample4;sample7;sample8;sample9,sample10;sample12;sample3;sample5;sample6,752,362,1114,4467,1992,0.14408890592067447,0.15378079864061173,0.009691892719937256
all,xgboost,49,0.1608040201005025,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_041/models/all/xgboost/hyperparameter_search_train_cv.csv,0.9476227506565504,0.992224153246741,0.9453333333333334,0.9428191489361702,0.9440745672436752,output/all_satisfying_primordia_splits/split_041/models/all/xgboost/training_summary.json,0.9501385041551248,0.947513812154696,0.9488243430152145,343,18,19,40,split_041,split_041,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_041/primordium_assignment.csv,5219,2354,7573,7624,51,exception_label,1,0.6891588538227915,0.3108411461772085,7,5,sample1;sample11;sample2;sample4;sample7;sample8;sample9,sample10;sample12;sample3;sample5;sample6,752,362,1114,4467,1992,0.14408890592067447,0.15378079864061173,0.009691892719937256
all,lightgbm,49,0.0402010050251256,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_041/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.9450816655277468,0.991456556116009,0.9445178335535006,0.9507978723404256,0.9476474486414844,output/all_satisfying_primordia_splits/split_041/models/all/lightgbm/training_summary.json,0.93646408839779,0.93646408839779,0.93646408839779,339,23,23,40,split_041,split_041,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_041/primordium_assignment.csv,5219,2354,7573,7624,51,exception_label,1,0.6891588538227915,0.3108411461772085,7,5,sample1;sample11;sample2;sample4;sample7;sample8;sample9,sample10;sample12;sample3;sample5;sample6,752,362,1114,4467,1992,0.14408890592067447,0.15378079864061173,0.009691892719937256
selected4,lr,4,0.457286432160804,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_041/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9444395491985186,0.9918176557163882,0.9235668789808916,0.964095744680851,0.9433962264150942,output/all_satisfying_primordia_splits/split_041/models/selected4/lr/training_summary.json,0.9171122994652406,0.947513812154696,0.9320652173913044,343,31,19,40,split_041,split_041,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_041/primordium_assignment.csv,5219,2354,7573,7624,51,exception_label,1,0.6891588538227915,0.3108411461772085,7,5,sample1;sample11;sample2;sample4;sample7;sample8;sample9,sample10;sample12;sample3;sample5;sample6,752,362,1114,4467,1992,0.14408890592067447,0.15378079864061173,0.009691892719937256
selected4,svm,4,0.1608040201005025,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_041/models/selected4/svm/hyperparameter_search_train_cv.csv,0.943424407608066,0.991782528137786,0.9243589743589744,0.9587765957446808,0.941253263707572,output/all_satisfying_primordia_splits/split_041/models/selected4/svm/training_summary.json,0.9247311827956988,0.9502762430939228,0.9373297002724796,344,28,18,40,split_041,split_041,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_041/primordium_assignment.csv,5219,2354,7573,7624,51,exception_label,1,0.6891588538227915,0.3108411461772085,7,5,sample1;sample11;sample2;sample4;sample7;sample8;sample9,sample10;sample12;sample3;sample5;sample6,752,362,1114,4467,1992,0.14408890592067447,0.15378079864061173,0.009691892719937256
selected4,xgboost,4,0.0854271356783919,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_041/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9144627352462668,0.9889604141958284,0.9115384615384616,0.9454787234042552,0.9281984334203656,output/all_satisfying_primordia_splits/split_041/models/selected4/xgboost/training_summary.json,0.904,0.93646408839779,0.9199457259158752,339,36,23,40,split_041,split_041,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_041/primordium_assignment.csv,5219,2354,7573,7624,51,exception_label,1,0.6891588538227915,0.3108411461772085,7,5,sample1;sample11;sample2;sample4;sample7;sample8;sample9,sample10;sample12;sample3;sample5;sample6,752,362,1114,4467,1992,0.14408890592067447,0.15378079864061173,0.009691892719937256
selected4,lightgbm,4,0.0050251256281407,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_041/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.9106546935807764,0.9870453657793083,0.9044585987261148,0.9441489361702128,0.9238776837996096,output/all_satisfying_primordia_splits/split_041/models/selected4/lightgbm/training_summary.json,0.9078947368421052,0.9530386740331492,0.9299191374663072,345,35,17,40,split_041,split_041,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_041/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_041/primordium_assignment.csv,5219,2354,7573,7624,51,exception_label,1,0.6891588538227915,0.3108411461772085,7,5,sample1;sample11;sample2;sample4;sample7;sample8;sample9,sample10;sample12;sample3;sample5;sample6,752,362,1114,4467,1992,0.14408890592067447,0.15378079864061173,0.009691892719937256
all,lr,49,0.678391959798995,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_042/models/all/lr/hyperparameter_search_train_cv.csv,0.9590158013650903,0.9935334329865578,0.9559014267185474,0.9485199485199484,0.9521963824289406,output/all_satisfying_primordia_splits/split_042/models/all/lr/training_summary.json,0.9429429429429428,0.9317507418397626,0.9373134328358208,314,19,23,41,split_042,split_042,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_042/primordium_assignment.csv,5385,2188,7573,7624,51,exception_label,1,0.711078832695101,0.288921167304899,7,5,sample1;sample11;sample2;sample4;sample5;sample6;sample8,sample10;sample12;sample3;sample7;sample9,777,337,1114,4608,1851,0.14428969359331476,0.1540219378427788,0.009732244249464034
all,svm,49,0.2663316582914573,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_042/models/all/svm/hyperparameter_search_train_cv.csv,0.958642388486669,0.9934691946410696,0.9496124031007752,0.945945945945946,0.9477756286266924,output/all_satisfying_primordia_splits/split_042/models/all/svm/training_summary.json,0.9432835820895522,0.9376854599406528,0.9404761904761904,316,19,21,41,split_042,split_042,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_042/primordium_assignment.csv,5385,2188,7573,7624,51,exception_label,1,0.711078832695101,0.288921167304899,7,5,sample1;sample11;sample2;sample4;sample5;sample6;sample8,sample10;sample12;sample3;sample7;sample9,777,337,1114,4608,1851,0.14428969359331476,0.1540219378427788,0.009732244249464034
all,xgboost,49,0.3165829145728643,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_042/models/all/xgboost/hyperparameter_search_train_cv.csv,0.9529010675395394,0.9924740588803088,0.9569752281616688,0.9446589446589446,0.9507772020725388,output/all_satisfying_primordia_splits/split_042/models/all/xgboost/training_summary.json,0.9427710843373494,0.9287833827893176,0.9357249626307922,313,19,24,41,split_042,split_042,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_042/primordium_assignment.csv,5385,2188,7573,7624,51,exception_label,1,0.711078832695101,0.288921167304899,7,5,sample1;sample11;sample2;sample4;sample5;sample6;sample8,sample10;sample12;sample3;sample7;sample9,777,337,1114,4608,1851,0.14428969359331476,0.1540219378427788,0.009732244249464034
all,lightgbm,49,0.1959798994974874,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_042/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.9446545882869484,0.992200626966252,0.9540682414698164,0.9356499356499356,0.9447693307342432,output/all_satisfying_primordia_splits/split_042/models/all/lightgbm/training_summary.json,0.9483282674772036,0.9258160237388724,0.936936936936937,312,17,25,41,split_042,split_042,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_042/primordium_assignment.csv,5385,2188,7573,7624,51,exception_label,1,0.711078832695101,0.288921167304899,7,5,sample1;sample11;sample2;sample4;sample5;sample6;sample8,sample10;sample12;sample3;sample7;sample9,777,337,1114,4608,1851,0.14428969359331476,0.1540219378427788,0.009732244249464034
selected4,lr,4,0.6030150753768845,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_042/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9435294822015232,0.9916417533605034,0.9414012738853504,0.9510939510939512,0.9462227912932138,output/all_satisfying_primordia_splits/split_042/models/selected4/lr/training_summary.json,0.9203539823008848,0.9258160237388724,0.923076923076923,312,27,25,41,split_042,split_042,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_042/primordium_assignment.csv,5385,2188,7573,7624,51,exception_label,1,0.711078832695101,0.288921167304899,7,5,sample1;sample11;sample2;sample4;sample5;sample6;sample8,sample10;sample12;sample3;sample7;sample9,777,337,1114,4608,1851,0.14428969359331476,0.1540219378427788,0.009732244249464034
selected4,svm,4,0.236180904522613,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_042/models/selected4/svm/hyperparameter_search_train_cv.csv,0.9430396075692068,0.9916194095881596,0.9470967741935484,0.9446589446589446,0.945876288659794,output/all_satisfying_primordia_splits/split_042/models/selected4/svm/training_summary.json,0.9201183431952664,0.9228486646884272,0.9214814814814816,311,27,26,41,split_042,split_042,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_042/primordium_assignment.csv,5385,2188,7573,7624,51,exception_label,1,0.711078832695101,0.288921167304899,7,5,sample1;sample11;sample2;sample4;sample5;sample6;sample8,sample10;sample12;sample3;sample7;sample9,777,337,1114,4608,1851,0.14428969359331476,0.1540219378427788,0.009732244249464034
selected4,xgboost,4,0.0653266331658291,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_042/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9142349012205492,0.988926147129272,0.9103194103194104,0.9536679536679536,0.9314896291640478,output/all_satisfying_primordia_splits/split_042/models/selected4/xgboost/training_summary.json,0.8892045454545454,0.9287833827893176,0.9085631349782292,313,39,24,41,split_042,split_042,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_042/primordium_assignment.csv,5385,2188,7573,7624,51,exception_label,1,0.711078832695101,0.288921167304899,7,5,sample1;sample11;sample2;sample4;sample5;sample6;sample8,sample10;sample12;sample3;sample7;sample9,777,337,1114,4608,1851,0.14428969359331476,0.1540219378427788,0.009732244249464034
selected4,lightgbm,4,0.0050251256281407,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_042/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.9146943216747054,0.9878879996067496,0.8990267639902676,0.9510939510939512,0.9243277048155096,output/all_satisfying_primordia_splits/split_042/models/selected4/lightgbm/training_summary.json,0.886685552407932,0.9287833827893176,0.9072463768115944,313,40,24,41,split_042,split_042,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_042/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_042/primordium_assignment.csv,5385,2188,7573,7624,51,exception_label,1,0.711078832695101,0.288921167304899,7,5,sample1;sample11;sample2;sample4;sample5;sample6;sample8,sample10;sample12;sample3;sample7;sample9,777,337,1114,4608,1851,0.14428969359331476,0.1540219378427788,0.009732244249464034
all,lr,49,0.3919597989949749,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_043/models/all/lr/hyperparameter_search_train_cv.csv,0.9578812757383266,0.993616146668311,0.933500627352572,0.9725490196078432,0.9526248399487836,output/all_satisfying_primordia_splits/split_043/models/all/lr/training_summary.json,0.9173553719008264,0.9541547277936964,0.9353932584269664,333,30,16,42,split_043,split_043,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_043/primordium_assignment.csv,5217,2356,7573,7624,51,exception_label,1,0.6888947576917999,0.3111052423082002,7,5,sample1;sample10;sample2;sample3;sample4;sample7;sample8,sample11;sample12;sample5;sample6;sample9,765,349,1114,4452,2007,0.1466359976998275,0.14813242784380307,0.0014964301439755745
all,svm,49,0.1658291457286432,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_043/models/all/svm/hyperparameter_search_train_cv.csv,0.9565647457202364,0.9933272260686246,0.9272271016311168,0.9660130718954248,0.9462227912932136,output/all_satisfying_primordia_splits/split_043/models/all/svm/training_summary.json,0.922437673130194,0.9541547277936964,0.9380281690140844,333,28,16,42,split_043,split_043,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_043/primordium_assignment.csv,5217,2356,7573,7624,51,exception_label,1,0.6888947576917999,0.3111052423082002,7,5,sample1;sample10;sample2;sample3;sample4;sample7;sample8,sample11;sample12;sample5;sample6;sample9,765,349,1114,4452,2007,0.1466359976998275,0.14813242784380307,0.0014964301439755745
all,xgboost,49,0.2412060301507537,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_043/models/all/xgboost/hyperparameter_search_train_cv.csv,0.956193403290618,0.993427056357134,0.9463350785340314,0.9450980392156862,0.945716154349248,output/all_satisfying_primordia_splits/split_043/models/all/xgboost/training_summary.json,0.95,0.9255014326647564,0.9375907111756168,323,17,26,42,split_043,split_043,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_043/primordium_assignment.csv,5217,2356,7573,7624,51,exception_label,1,0.6888947576917999,0.3111052423082002,7,5,sample1;sample10;sample2;sample3;sample4;sample7;sample8,sample11;sample12;sample5;sample6;sample9,765,349,1114,4452,2007,0.1466359976998275,0.14813242784380307,0.0014964301439755745
all,lightgbm,49,0.0251256281407035,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_043/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.9504210737893528,0.9930852844282368,0.935897435897436,0.954248366013072,0.9449838187702266,output/all_satisfying_primordia_splits/split_043/models/all/lightgbm/training_summary.json,0.9312320916905444,0.9312320916905444,0.9312320916905444,325,24,24,42,split_043,split_043,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_043/primordium_assignment.csv,5217,2356,7573,7624,51,exception_label,1,0.6888947576917999,0.3111052423082002,7,5,sample1;sample10;sample2;sample3;sample4;sample7;sample8,sample11;sample12;sample5;sample6;sample9,765,349,1114,4452,2007,0.1466359976998275,0.14813242784380307,0.0014964301439755745
selected4,lr,4,0.4221105527638191,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_043/models/selected4/lr/hyperparameter_search_train_cv.csv,0.939157438328946,0.9912017217788582,0.9189526184538652,0.9633986928104576,0.9406509253350352,output/all_satisfying_primordia_splits/split_043/models/selected4/lr/training_summary.json,0.9192200557103064,0.9455587392550144,0.9322033898305084,330,29,19,42,split_043,split_043,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_043/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_043/primordium_assignment.csv,5217,2356,7573,7624,51,exception_label,1,0.6888947576917999,0.3111052423082002,7,5,sample1;sample10;sample2;sample3;sample4;sample7;sample8,sample11;sample12;sample5;sample6;sample9,765,349,1114,4452,2007,0.1466359976998275,0.14813242784380307,0.0014964301439755745
