feature_mode,model_name,n_features,chosen_threshold,selected_hyperparameters,hyperparameter_search_csv,train_cv_pr_auc,train_cv_roc_auc,train_cv_precision_after_matching,train_cv_recall_after_matching,train_cv_F1_after_matching,summary_json,test_precision_after_matching,test_recall_after_matching,test_F1_after_matching,test_TP,test_FP,test_FN,split_index,split_id,split_name,train_csv,test_csv,assignment_csv,train_rows,test_rows,total_rows,total_input_rows,excluded_exception_rows,exception_column,exception_positive_value,train_fraction,test_fraction,n_train_primordia,n_test_primordia,train_set,test_set,train_daughter_pairs,test_daughter_pairs,total_daughter_pairs,train_non_daughter_pairs,test_non_daughter_pairs,train_daughter_pair_frequency,test_daughter_pair_frequency,daughter_pair_frequency_difference
all,lr,49,0.2964824120603015,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_001/models/all/lr/hyperparameter_search_train_cv.csv,0.9562598638257032,0.9933227925969343,0.9352078239608802,0.9732824427480916,0.9538653366583542,output/all_satisfying_primordia_splits/split_001/models/all/lr/training_summary.json,0.9005681818181818,0.9664634146341464,0.9323529411764704,317,35,11,0,split_001,split_001,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_001/primordium_assignment.csv,5305,2268,7573,7624,51,exception_label,1,0.7005149874554337,0.2994850125445662,8,4,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,sample10;sample11;sample6;sample9,786,328,1114,4519,1940,0.1481621112158341,0.14462081128747795,0.0035412999283561675
all,svm,49,0.135678391959799,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_001/models/all/svm/hyperparameter_search_train_cv.csv,0.9560089626186926,0.9932991435088604,0.935881627620222,0.965648854961832,0.9505322479649344,output/all_satisfying_primordia_splits/split_001/models/all/svm/training_summary.json,0.8971428571428571,0.9573170731707316,0.9262536873156344,314,36,14,0,split_001,split_001,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_001/primordium_assignment.csv,5305,2268,7573,7624,51,exception_label,1,0.7005149874554337,0.2994850125445662,8,4,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,sample10;sample11;sample6;sample9,786,328,1114,4519,1940,0.1481621112158341,0.14462081128747795,0.0035412999283561675
all,xgboost,49,0.050251256281407,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_001/models/all/xgboost/hyperparameter_search_train_cv.csv,0.9442247658472518,0.9922644959056108,0.9343246592317224,0.9592875318066156,0.9466415568110484,output/all_satisfying_primordia_splits/split_001/models/all/xgboost/training_summary.json,0.9152046783625732,0.9542682926829268,0.9343283582089552,313,29,15,0,split_001,split_001,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_001/primordium_assignment.csv,5305,2268,7573,7624,51,exception_label,1,0.7005149874554337,0.2994850125445662,8,4,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,sample10;sample11;sample6;sample9,786,328,1114,4519,1940,0.1481621112158341,0.14462081128747795,0.0035412999283561675
all,lightgbm,49,0.0150753768844221,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_001/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.9427707862555448,0.9918343077320694,0.9306071871127634,0.955470737913486,0.9428750784682988,output/all_satisfying_primordia_splits/split_001/models/all/lightgbm/training_summary.json,0.911504424778761,0.9420731707317072,0.9265367316341828,309,30,19,0,split_001,split_001,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_001/primordium_assignment.csv,5305,2268,7573,7624,51,exception_label,1,0.7005149874554337,0.2994850125445662,8,4,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,sample10;sample11;sample6;sample9,786,328,1114,4519,1940,0.1481621112158341,0.14462081128747795,0.0035412999283561675
selected4,lr,4,0.457286432160804,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_001/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9431537700347388,0.991375965882249,0.9336609336609336,0.9669211195928752,0.95,output/all_satisfying_primordia_splits/split_001/models/selected4/lr/training_summary.json,0.8953488372093024,0.9390243902439024,0.9166666666666666,308,36,20,0,split_001,split_001,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_001/primordium_assignment.csv,5305,2268,7573,7624,51,exception_label,1,0.7005149874554337,0.2994850125445662,8,4,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,sample10;sample11;sample6;sample9,786,328,1114,4519,1940,0.1481621112158341,0.14462081128747795,0.0035412999283561675
selected4,svm,4,0.1658291457286432,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_001/models/selected4/svm/hyperparameter_search_train_cv.csv,0.9428883971372214,0.9913832858380812,0.935881627620222,0.965648854961832,0.9505322479649344,output/all_satisfying_primordia_splits/split_001/models/selected4/svm/training_summary.json,0.9067055393586004,0.948170731707317,0.9269746646795828,311,32,17,0,split_001,split_001,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_001/primordium_assignment.csv,5305,2268,7573,7624,51,exception_label,1,0.7005149874554337,0.2994850125445662,8,4,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,sample10;sample11;sample6;sample9,786,328,1114,4519,1940,0.1481621112158341,0.14462081128747795,0.0035412999283561675
selected4,xgboost,4,0.050251256281407,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_001/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.921672713294796,0.9892530379224388,0.9226993865030676,0.9567430025445292,0.9394128669581512,output/all_satisfying_primordia_splits/split_001/models/selected4/xgboost/training_summary.json,0.8461538461538461,0.9054878048780488,0.8748159057437409,297,54,31,0,split_001,split_001,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_001/primordium_assignment.csv,5305,2268,7573,7624,51,exception_label,1,0.7005149874554337,0.2994850125445662,8,4,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,sample10;sample11;sample6;sample9,786,328,1114,4519,1940,0.1481621112158341,0.14462081128747795,0.0035412999283561675
selected4,lightgbm,4,0.0050251256281407,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_001/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.9121266533979188,0.9876456037752952,0.9154411764705882,0.950381679389313,0.9325842696629212,output/all_satisfying_primordia_splits/split_001/models/selected4/lightgbm/training_summary.json,0.8490028490028491,0.9085365853658536,0.8777614138438882,298,53,30,0,split_001,split_001,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_001/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_001/primordium_assignment.csv,5305,2268,7573,7624,51,exception_label,1,0.7005149874554337,0.2994850125445662,8,4,sample1;sample12;sample2;sample3;sample4;sample5;sample7;sample8,sample10;sample11;sample6;sample9,786,328,1114,4519,1940,0.1481621112158341,0.14462081128747795,0.0035412999283561675
all,lr,49,0.4723618090452261,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_002/models/all/lr/hyperparameter_search_train_cv.csv,0.951241694697444,0.992198207998168,0.934260429835651,0.9572538860103628,0.945617402431222,output/all_satisfying_primordia_splits/split_002/models/all/lr/training_summary.json,0.9340974212034384,0.953216374269006,0.9435600578871202,326,23,16,1,split_002,split_002,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_002/primordium_assignment.csv,5297,2276,7573,7624,51,exception_label,1,0.699458602931467,0.30054139706853295,8,4,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,sample11;sample6;sample7;sample8,772,342,1114,4525,1934,0.14574287332452332,0.15026362038664323,0.004520747062119912
all,svm,49,0.185929648241206,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_002/models/all/svm/hyperparameter_search_train_cv.csv,0.9519169369859888,0.9922388572410042,0.9254108723135273,0.9481865284974094,0.9366602687140116,output/all_satisfying_primordia_splits/split_002/models/all/svm/training_summary.json,0.9398280802292264,0.95906432748538,0.9493487698986974,328,21,14,1,split_002,split_002,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_002/primordium_assignment.csv,5297,2276,7573,7624,51,exception_label,1,0.699458602931467,0.30054139706853295,8,4,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,sample11;sample6;sample7;sample8,772,342,1114,4525,1934,0.14574287332452332,0.15026362038664323,0.004520747062119912
all,xgboost,49,0.100502512562814,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_002/models/all/xgboost/hyperparameter_search_train_cv.csv,0.933490956984914,0.9905902728079466,0.9307692307692308,0.9404145077720208,0.9355670103092784,output/all_satisfying_primordia_splits/split_002/models/all/xgboost/training_summary.json,0.9396551724137931,0.956140350877193,0.9478260869565216,327,21,15,1,split_002,split_002,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_002/primordium_assignment.csv,5297,2276,7573,7624,51,exception_label,1,0.699458602931467,0.30054139706853295,8,4,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,sample11;sample6;sample7;sample8,772,342,1114,4525,1934,0.14574287332452332,0.15026362038664323,0.004520747062119912
all,lightgbm,49,0.0603015075376884,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_002/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.9323957520870108,0.9904368362293534,0.9381443298969072,0.9430051813471504,0.9405684754521964,output/all_satisfying_primordia_splits/split_002/models/all/lightgbm/training_summary.json,0.944927536231884,0.953216374269006,0.9490538573508006,326,19,16,1,split_002,split_002,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_002/primordium_assignment.csv,5297,2276,7573,7624,51,exception_label,1,0.699458602931467,0.30054139706853295,8,4,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,sample11;sample6;sample7;sample8,772,342,1114,4525,1934,0.14574287332452332,0.15026362038664323,0.004520747062119912
selected4,lr,4,0.4321608040201005,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_002/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9342132811979618,0.990308304468554,0.920496894409938,0.9598445595854922,0.9397590361445782,output/all_satisfying_primordia_splits/split_002/models/selected4/lr/training_summary.json,0.9131652661064426,0.953216374269006,0.932761087267525,326,31,16,1,split_002,split_002,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_002/primordium_assignment.csv,5297,2276,7573,7624,51,exception_label,1,0.699458602931467,0.30054139706853295,8,4,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,sample11;sample6;sample7;sample8,772,342,1114,4525,1934,0.14574287332452332,0.15026362038664323,0.004520747062119912
selected4,svm,4,0.135678391959799,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_002/models/selected4/svm/hyperparameter_search_train_cv.csv,0.93328087783631,0.9902444679815648,0.9213483146067416,0.955958549222798,0.9383343928798474,output/all_satisfying_primordia_splits/split_002/models/selected4/svm/training_summary.json,0.9323943661971832,0.9678362573099416,0.9497847919655666,331,24,11,1,split_002,split_002,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_002/primordium_assignment.csv,5297,2276,7573,7624,51,exception_label,1,0.699458602931467,0.30054139706853295,8,4,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,sample11;sample6;sample7;sample8,772,342,1114,4525,1934,0.14574287332452332,0.15026362038664323,0.004520747062119912
selected4,xgboost,4,0.0804020100502512,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_002/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9131991229793696,0.988092061947156,0.8980099502487562,0.9352331606217616,0.9162436548223348,output/all_satisfying_primordia_splits/split_002/models/selected4/xgboost/training_summary.json,0.9124293785310734,0.9444444444444444,0.92816091954023,323,31,19,1,split_002,split_002,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_002/primordium_assignment.csv,5297,2276,7573,7624,51,exception_label,1,0.699458602931467,0.30054139706853295,8,4,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,sample11;sample6;sample7;sample8,772,342,1114,4525,1934,0.14574287332452332,0.15026362038664323,0.004520747062119912
selected4,lightgbm,4,0.0100502512562814,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_002/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.9118964471887948,0.9858861248676036,0.904642409033877,0.9339378238341968,0.9190567240280432,output/all_satisfying_primordia_splits/split_002/models/selected4/lightgbm/training_summary.json,0.9232954545454546,0.9502923976608189,0.936599423631124,325,27,17,1,split_002,split_002,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_002/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_002/primordium_assignment.csv,5297,2276,7573,7624,51,exception_label,1,0.699458602931467,0.30054139706853295,8,4,sample1;sample10;sample12;sample2;sample3;sample4;sample5;sample9,sample11;sample6;sample7;sample8,772,342,1114,4525,1934,0.14574287332452332,0.15026362038664323,0.004520747062119912
all,lr,49,0.4773869346733668,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_003/models/all/lr/hyperparameter_search_train_cv.csv,0.954483207529691,0.9927652862933396,0.9410288582183188,0.962772785622593,0.9517766497461928,output/all_satisfying_primordia_splits/split_003/models/all/lr/training_summary.json,0.9147727272727272,0.9611940298507464,0.9374090247452692,322,30,13,2,split_003,split_003,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_003/primordium_assignment.csv,5310,2263,7573,7624,51,exception_label,1,0.701175227782913,0.29882477221708703,7,5,sample1;sample2;sample3;sample4;sample5;sample8;sample9,sample10;sample11;sample12;sample6;sample7,779,335,1114,4531,1928,0.14670433145009415,0.14803358373840036,0.0013292522883062152
all,svm,49,0.1306532663316583,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_003/models/all/svm/hyperparameter_search_train_cv.csv,0.9552917380826615,0.9927859682365016,0.9302615193026152,0.9589216944801028,0.9443742098609356,output/all_satisfying_primordia_splits/split_003/models/all/svm/training_summary.json,0.9106145251396648,0.9731343283582088,0.9408369408369408,326,32,9,2,split_003,split_003,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_003/primordium_assignment.csv,5310,2263,7573,7624,51,exception_label,1,0.701175227782913,0.29882477221708703,7,5,sample1;sample2;sample3;sample4;sample5;sample8;sample9,sample10;sample11;sample12;sample6;sample7,779,335,1114,4531,1928,0.14670433145009415,0.14803358373840036,0.0013292522883062152
all,xgboost,49,0.0251256281407035,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_003/models/all/xgboost/hyperparameter_search_train_cv.csv,0.940081959448055,0.9905266784317648,0.926980198019802,0.9614890885750964,0.9439193446754884,output/all_satisfying_primordia_splits/split_003/models/all/xgboost/training_summary.json,0.923943661971831,0.9791044776119404,0.9507246376811594,328,27,7,2,split_003,split_003,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_003/primordium_assignment.csv,5310,2263,7573,7624,51,exception_label,1,0.701175227782913,0.29882477221708703,7,5,sample1;sample2;sample3;sample4;sample5;sample8;sample9,sample10;sample11;sample12;sample6;sample7,779,335,1114,4531,1928,0.14670433145009415,0.14803358373840036,0.0013292522883062152
all,lightgbm,49,0.1155778894472361,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_003/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.935141701998296,0.9906633775766374,0.9497422680412372,0.9460847240051348,0.9479099678456592,output/all_satisfying_primordia_splits/split_003/models/all/lightgbm/training_summary.json,0.9491017964071856,0.946268656716418,0.9476831091180868,317,17,18,2,split_003,split_003,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_003/primordium_assignment.csv,5310,2263,7573,7624,51,exception_label,1,0.701175227782913,0.29882477221708703,7,5,sample1;sample2;sample3;sample4;sample5;sample8;sample9,sample10;sample11;sample12;sample6;sample7,779,335,1114,4531,1928,0.14670433145009415,0.14803358373840036,0.0013292522883062152
selected4,lr,4,0.4371859296482412,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_003/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9418516966142436,0.9911512447838298,0.9292803970223326,0.9614890885750964,0.9451104100946373,output/all_satisfying_primordia_splits/split_003/models/selected4/lr/training_summary.json,0.9011299435028248,0.9522388059701492,0.9259796806966618,319,35,16,2,split_003,split_003,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_003/primordium_assignment.csv,5310,2263,7573,7624,51,exception_label,1,0.701175227782913,0.29882477221708703,7,5,sample1;sample2;sample3;sample4;sample5;sample8;sample9,sample10;sample11;sample12;sample6;sample7,779,335,1114,4531,1928,0.14670433145009415,0.14803358373840036,0.0013292522883062152
selected4,svm,4,0.1909547738693467,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_003/models/selected4/svm/hyperparameter_search_train_cv.csv,0.9415099997336128,0.9911523780409894,0.9346733668341708,0.9550706033376124,0.9447619047619048,output/all_satisfying_primordia_splits/split_003/models/selected4/svm/training_summary.json,0.9186046511627908,0.9432835820895522,0.930780559646539,316,28,19,2,split_003,split_003,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_003/primordium_assignment.csv,5310,2263,7573,7624,51,exception_label,1,0.701175227782913,0.29882477221708703,7,5,sample1;sample2;sample3;sample4;sample5;sample8;sample9,sample10;sample11;sample12;sample6;sample7,779,335,1114,4531,1928,0.14670433145009415,0.14803358373840036,0.0013292522883062152
selected4,xgboost,4,0.0753768844221105,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_003/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9155204923457032,0.9889819072661332,0.9132589838909542,0.9460847240051348,0.9293820933165196,output/all_satisfying_primordia_splits/split_003/models/selected4/xgboost/training_summary.json,0.8813559322033898,0.9313432835820896,0.9056603773584906,312,42,23,2,split_003,split_003,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_003/primordium_assignment.csv,5310,2263,7573,7624,51,exception_label,1,0.701175227782913,0.29882477221708703,7,5,sample1;sample2;sample3;sample4;sample5;sample8;sample9,sample10;sample11;sample12;sample6;sample7,779,335,1114,4531,1928,0.14670433145009415,0.14803358373840036,0.0013292522883062152
selected4,lightgbm,4,0.0150753768844221,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_003/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.9073858536121344,0.9871641627821915,0.9148936170212766,0.938382541720154,0.926489226869455,output/all_satisfying_primordia_splits/split_003/models/selected4/lightgbm/training_summary.json,0.8731988472622478,0.9044776119402984,0.8885630498533725,303,44,32,2,split_003,split_003,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_003/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_003/primordium_assignment.csv,5310,2263,7573,7624,51,exception_label,1,0.701175227782913,0.29882477221708703,7,5,sample1;sample2;sample3;sample4;sample5;sample8;sample9,sample10;sample11;sample12;sample6;sample7,779,335,1114,4531,1928,0.14670433145009415,0.14803358373840036,0.0013292522883062152
all,lr,49,0.5226130653266332,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_004/models/all/lr/hyperparameter_search_train_cv.csv,0.9513339038172564,0.9923035606074516,0.9363057324840764,0.9582790091264668,0.9471649484536084,output/all_satisfying_primordia_splits/split_004/models/all/lr/training_summary.json,0.9430199430199432,0.9538904899135446,0.9484240687679084,331,20,16,3,split_004,split_004,output/all_satisfying_primordia_splits/split_004/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_004/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_004/primordium_assignment.csv,5311,2262,7573,7624,51,exception_label,1,0.7013072758484088,0.2986927241515912,9,3,sample1;sample10;sample11;sample12;sample3;sample4;sample5;sample7;sample9,sample2;sample6;sample8,767,347,1114,4544,1915,0.14441724722274524,0.15340406719717065,0.008986819974425408
all,svm,49,0.2562814070351759,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_004/models/all/svm/hyperparameter_search_train_cv.csv,0.9512576439009496,0.9923265144976772,0.9415584415584416,0.9452411994784876,0.9433962264150944,output/all_satisfying_primordia_splits/split_004/models/all/svm/training_summary.json,0.9649122807017544,0.9510086455331412,0.957910014513788,330,12,17,3,split_004,split_004,output/all_satisfying_primordia_splits/split_004/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_004/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_004/primordium_assignment.csv,5311,2262,7573,7624,51,exception_label,1,0.7013072758484088,0.2986927241515912,9,3,sample1;sample10;sample11;sample12;sample3;sample4;sample5;sample7;sample9,sample2;sample6;sample8,767,347,1114,4544,1915,0.14441724722274524,0.15340406719717065,0.008986819974425408
