real_division_pair
0 2 6
6 8 2
7 9 4
10 13 8
11 30 4
14 15 10
17 20 4
19 26 8
22 31 10
27 39 4
32 41 10
33 35 8
34 49 12
36 48 12
42 45 2
44 52 10
46 55 4
50 62 4
51 64 2
53 60 6
56 58 2
59 66 2
63 70 6
68 72 6
69 74 6
71 79 2
75 82 6
76 81 6
77 84 4
78 85 8
80 86 6
87 88 4
